Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,N_PERSONES_AGG
1999-01-01,1,Ciutat Vella,1,el Raval,1,1001,167,1
1999-01-01,1,Ciutat Vella,1,el Raval,1,1001,140,2
1999-01-01,1,Ciutat Vella,1,el Raval,1,1001,82,3
1999-01-01,1,Ciutat Vella,1,el Raval,1,1001,50,4
1999-01-01,1,Ciutat Vella,1,el Raval,1,1001,18,5
1999-01-01,1,Ciutat Vella,1,el Raval,1,1001,10,6
1999-01-01,1,Ciutat Vella,1,el Raval,1,1001,10,7
1999-01-01,1,Ciutat Vella,1,el Raval,1,1001,4,9
1999-01-01,1,Ciutat Vella,1,el Raval,1,1002,198,1
1999-01-01,1,Ciutat Vella,1,el Raval,1,1002,142,2
1999-01-01,1,Ciutat Vella,1,el Raval,1,1002,71,3
1999-01-01,1,Ciutat Vella,1,el Raval,1,1002,42,4
1999-01-01,1,Ciutat Vella,1,el Raval,1,1002,22,5
1999-01-01,1,Ciutat Vella,1,el Raval,1,1002,14,6
1999-01-01,1,Ciutat Vella,1,el Raval,1,1002,6,7
1999-01-01,1,Ciutat Vella,1,el Raval,1,1002,4,8
1999-01-01,1,Ciutat Vella,1,el Raval,1,1002,7,9
1999-01-01,1,Ciutat Vella,1,el Raval,2,1003,277,1
1999-01-01,1,Ciutat Vella,1,el Raval,2,1003,260,2
1999-01-01,1,Ciutat Vella,1,el Raval,2,1003,173,3
1999-01-01,1,Ciutat Vella,1,el Raval,2,1003,102,4
1999-01-01,1,Ciutat Vella,1,el Raval,2,1003,38,5
1999-01-01,1,Ciutat Vella,1,el Raval,2,1003,15,6
1999-01-01,1,Ciutat Vella,1,el Raval,2,1003,12,7
1999-01-01,1,Ciutat Vella,1,el Raval,2,1003,6,8
1999-01-01,1,Ciutat Vella,1,el Raval,2,1003,6,9
1999-01-01,1,Ciutat Vella,1,el Raval,2,1004,336,1
1999-01-01,1,Ciutat Vella,1,el Raval,2,1004,231,2
1999-01-01,1,Ciutat Vella,1,el Raval,2,1004,124,3
1999-01-01,1,Ciutat Vella,1,el Raval,2,1004,96,4
1999-01-01,1,Ciutat Vella,1,el Raval,2,1004,51,5
1999-01-01,1,Ciutat Vella,1,el Raval,2,1004,21,6
1999-01-01,1,Ciutat Vella,1,el Raval,2,1004,13,7
1999-01-01,1,Ciutat Vella,1,el Raval,2,1004,6,8
1999-01-01,1,Ciutat Vella,1,el Raval,2,1004,9,9
1999-01-01,1,Ciutat Vella,1,el Raval,3,1005,362,1
1999-01-01,1,Ciutat Vella,1,el Raval,3,1005,265,2
1999-01-01,1,Ciutat Vella,1,el Raval,3,1005,141,3
1999-01-01,1,Ciutat Vella,1,el Raval,3,1005,66,4
1999-01-01,1,Ciutat Vella,1,el Raval,3,1005,35,5
1999-01-01,1,Ciutat Vella,1,el Raval,3,1005,18,6
1999-01-01,1,Ciutat Vella,1,el Raval,3,1005,9,7
1999-01-01,1,Ciutat Vella,1,el Raval,3,1005,2,8
1999-01-01,1,Ciutat Vella,1,el Raval,3,1005,9,9
1999-01-01,1,Ciutat Vella,1,el Raval,3,1006,230,1
1999-01-01,1,Ciutat Vella,1,el Raval,3,1006,187,2
1999-01-01,1,Ciutat Vella,1,el Raval,3,1006,106,3
1999-01-01,1,Ciutat Vella,1,el Raval,3,1006,45,4
1999-01-01,1,Ciutat Vella,1,el Raval,3,1006,28,5
1999-01-01,1,Ciutat Vella,1,el Raval,3,1006,18,6
1999-01-01,1,Ciutat Vella,1,el Raval,3,1006,6,7
1999-01-01,1,Ciutat Vella,1,el Raval,3,1006,5,8
1999-01-01,1,Ciutat Vella,1,el Raval,3,1006,6,9
1999-01-01,1,Ciutat Vella,1,el Raval,3,1007,304,1
1999-01-01,1,Ciutat Vella,1,el Raval,3,1007,215,2
1999-01-01,1,Ciutat Vella,1,el Raval,3,1007,105,3
1999-01-01,1,Ciutat Vella,1,el Raval,3,1007,88,4
1999-01-01,1,Ciutat Vella,1,el Raval,3,1007,58,5
