Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,N_PERSONES_AGG
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,188,1
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,136,2
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,75,3
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,45,4
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,22,5
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,15,6
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,5,7
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,3,8
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,2,9
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,210,1
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,136,2
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,68,3
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,40,4
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,29,5
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,10,6
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,3,7
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,6,8
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,13,9
2001-01-01,1,Ciutat Vella,1,el Raval,2,1003,303,1
2001-01-01,1,Ciutat Vella,1,el Raval,2,1003,275,2
2001-01-01,1,Ciutat Vella,1,el Raval,2,1003,164,3
2001-01-01,1,Ciutat Vella,1,el Raval,2,1003,111,4
2001-01-01,1,Ciutat Vella,1,el Raval,2,1003,38,5
2001-01-01,1,Ciutat Vella,1,el Raval,2,1003,23,6
2001-01-01,1,Ciutat Vella,1,el Raval,2,1003,12,7
2001-01-01,1,Ciutat Vella,1,el Raval,2,1003,9,8
2001-01-01,1,Ciutat Vella,1,el Raval,2,1003,10,9
2001-01-01,1,Ciutat Vella,1,el Raval,2,1004,352,1
2001-01-01,1,Ciutat Vella,1,el Raval,2,1004,217,2
2001-01-01,1,Ciutat Vella,1,el Raval,2,1004,146,3
2001-01-01,1,Ciutat Vella,1,el Raval,2,1004,91,4
2001-01-01,1,Ciutat Vella,1,el Raval,2,1004,48,5
2001-01-01,1,Ciutat Vella,1,el Raval,2,1004,25,6
2001-01-01,1,Ciutat Vella,1,el Raval,2,1004,14,7
2001-01-01,1,Ciutat Vella,1,el Raval,2,1004,10,8
2001-01-01,1,Ciutat Vella,1,el Raval,2,1004,18,9
2001-01-01,1,Ciutat Vella,1,el Raval,3,1005,357,1
