Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,N_PERSONES_AGG
2005-01-01,1,Ciutat Vella,1,el Raval,1,1001,190,1
2005-01-01,1,Ciutat Vella,1,el Raval,1,1001,139,2
2005-01-01,1,Ciutat Vella,1,el Raval,1,1001,77,3
2005-01-01,1,Ciutat Vella,1,el Raval,1,1001,45,4
2005-01-01,1,Ciutat Vella,1,el Raval,1,1001,22,5
2005-01-01,1,Ciutat Vella,1,el Raval,1,1001,14,6
2005-01-01,1,Ciutat Vella,1,el Raval,1,1001,3,7
2005-01-01,1,Ciutat Vella,1,el Raval,1,1001,8,8
2005-01-01,1,Ciutat Vella,1,el Raval,1,1001,13,9
2005-01-01,1,Ciutat Vella,1,el Raval,1,1002,225,1
2005-01-01,1,Ciutat Vella,1,el Raval,1,1002,144,2
2005-01-01,1,Ciutat Vella,1,el Raval,1,1002,76,3
2005-01-01,1,Ciutat Vella,1,el Raval,1,1002,52,4
2005-01-01,1,Ciutat Vella,1,el Raval,1,1002,20,5
2005-01-01,1,Ciutat Vella,1,el Raval,1,1002,25,6
2005-01-01,1,Ciutat Vella,1,el Raval,1,1002,11,7
2005-01-01,1,Ciutat Vella,1,el Raval,1,1002,9,8
2005-01-01,1,Ciutat Vella,1,el Raval,1,1002,18,9
2005-01-01,1,Ciutat Vella,1,el Raval,2,1003,313,1
2005-01-01,1,Ciutat Vella,1,el Raval,2,1003,292,2
2005-01-01,1,Ciutat Vella,1,el Raval,2,1003,176,3
2005-01-01,1,Ciutat Vella,1,el Raval,2,1003,113,4
2005-01-01,1,Ciutat Vella,1,el Raval,2,1003,66,5
2005-01-01,1,Ciutat Vella,1,el Raval,2,1003,41,6
2005-01-01,1,Ciutat Vella,1,el Raval,2,1003,20,7
2005-01-01,1,Ciutat Vella,1,el Raval,2,1003,13,8
2005-01-01,1,Ciutat Vella,1,el Raval,2,1003,42,9
2005-01-01,1,Ciutat Vella,1,el Raval,2,1004,432,1
2005-01-01,1,Ciutat Vella,1,el Raval,2,1004,292,2
2005-01-01,1,Ciutat Vella,1,el Raval,2,1004,170,3
2005-01-01,1,Ciutat Vella,1,el Raval,2,1004,107,4
2005-01-01,1,Ciutat Vella,1,el Raval,2,1004,58,5
2005-01-01,1,Ciutat Vella,1,el Raval,2,1004,24,6
2005-01-01,1,Ciutat Vella,1,el Raval,2,1004,15,7
2005-01-01,1,Ciutat Vella,1,el Raval,2,1004,16,8
2005-01-01,1,Ciutat Vella,1,el Raval,2,1004,26,9
2005-01-01,1,Ciutat Vella,1,el Raval,3,1005,382,1
2005-01-01,1,Ciutat Vella,1,el Raval,3,1005,242,2
2005-01-01,1,Ciutat Vella,1,el Raval,3,1005,154,3
2005-01-01,1,Ciutat Vella,1,el Raval,3,1005,69,4
2005-01-01,1,Ciutat Vella,1,el Raval,3,1005,40,5
2005-01-01,1,Ciutat Vella,1,el Raval,3,1005,19,6
2005-01-01,1,Ciutat Vella,1,el Raval,3,1005,9,7
2005-01-01,1,Ciutat Vella,1,el Raval,3,1005,7,8
2005-01-01,1,Ciutat Vella,1,el Raval,3,1005,22,9
2005-01-01,1,Ciutat Vella,1,el Raval,3,1006,254,1
2005-01-01,1,Ciutat Vella,1,el Raval,3,1006,177,2
2005-01-01,1,Ciutat Vella,1,el Raval,3,1006,88,3
2005-01-01,1,Ciutat Vella,1,el Raval,3,1006,53,4
2005-01-01,1,Ciutat Vella,1,el Raval,3,1006,31,5
2005-01-01,1,Ciutat Vella,1,el Raval,3,1006,22,6
2005-01-01,1,Ciutat Vella,1,el Raval,3,1006,13,7
2005-01-01,1,Ciutat Vella,1,el Raval,3,1006,13,8
2005-01-01,1,Ciutat Vella,1,el Raval,3,1006,33,9
2005-01-01,1,Ciutat Vella,1,el Raval,3,1007,216,1
2005-01-01,1,Ciutat Vella,1,el Raval,3,1007,145,2
2005-01-01,1,Ciutat Vella,1,el Raval,3,1007,86,3
2005-01-01,1,Ciutat Vella,1,el Raval,3,1007,68,4
2005-01-01,1,Ciutat Vella,1,el Raval,3,1007,32,5
2005-01-01,1,Ciutat Vella,1,el Raval,3,1007,19,6
2005-01-01,1,Ciutat Vella,1,el Raval,3,1007,12,7
2005-01-01,1,Ciutat Vella,1,el Raval,3,1007,9,8
2005-01-01,1,Ciutat Vella,1,el Raval,3,1007,36,9
2005-01-01,1,Ciutat Vella,1,el Raval,4,1008,299,1
2005-01-01,1,Ciutat Vella,1,el Raval,4,1008,243,2
2005-01-01,1,Ciutat Vella,1,el Raval,4,1008,110,3
2005-01-01,1,Ciutat Vella,1,el Raval,4,1008,92,4
2005-01-01,1,Ciutat Vella,1,el Raval,4,1008,54,5
2005-01-01,1,Ciutat Vella,1,el Raval,4,1008,45,6
2005-01-01,1,Ciutat Vella,1,el Raval,4,1008,24,7
2005-01-01,1,Ciutat Vella,1,el Raval,4,1008,22,8
2005-01-01,1,Ciutat Vella,1,el Raval,4,1008,64,9
2005-01-01,1,Ciutat Vella,1,el Raval,4,1009,311,1
2005-01-01,1,Ciutat Vella,1,el Raval,4,1009,197,2
2005-01-01,1,Ciutat Vella,1,el Raval,4,1009,109,3
2005-01-01,1,Ciutat Vella,1,el Raval,4,1009,88,4
2005-01-01,1,Ciutat Vella,1,el Raval,4,1009,35,5
2005-01-01,1,Ciutat Vella,1,el Raval,4,1009,23,6
2005-01-01,1,Ciutat Vella,1,el Raval,4,1009,10,7
2005-01-01,1,Ciutat Vella,1,el Raval,4,1009,10,8
2005-01-01,1,Ciutat Vella,1,el Raval,4,1009,21,9
2005-01-01,1,Ciutat Vella,1,el Raval,4,1010,264,1
2005-01-01,1,Ciutat Vella,1,el Raval,4,1010,167,2
2005-01-01,1,Ciutat Vella,1,el Raval,4,1010,105,3
2005-01-01,1,Ciutat Vella,1,el Raval,4,1010,87,4
2005-01-01,1,Ciutat Vella,1,el Raval,4,1010,39,5
2005-01-01,1,Ciutat Vella,1,el Raval,4,1010,32,6
2005-01-01,1,Ciutat Vella,1,el Raval,4,1010,22,7
2005-01-01,1,Ciutat Vella,1,el Raval,4,1010,14,8
2005-01-01,1,Ciutat Vella,1,el Raval,4,1010,41,9
2005-01-01,1,Ciutat Vella,1,el Raval,5,1011,410,1
2005-01-01,1,Ciutat Vella,1,el Raval,5,1011,286,2
2005-01-01,1,Ciutat Vella,1,el Raval,5,1011,137,3
2005-01-01,1,Ciutat Vella,1,el Raval,5,1011,89,4
2005-01-01,1,Ciutat Vella,1,el Raval,5,1011,60,5
2005-01-01,1,Ciutat Vella,1,el Raval,5,1011,35,6
2005-01-01,1,Ciutat Vella,1,el Raval,5,1011,23,7
2005-01-01,1,Ciutat Vella,1,el Raval,5,1011,29,8
2005-01-01,1,Ciutat Vella,1,el Raval,5,1011,56,9
2005-01-01,1,Ciutat Vella,1,el Raval,5,1012,299,1
2005-01-01,1,Ciutat Vella,1,el Raval,5,1012,200,2
2005-01-01,1,Ciutat Vella,1,el Raval,5,1012,106,3
2005-01-01,1,Ciutat Vella,1,el Raval,5,1012,60,4
2005-01-01,1,Ciutat Vella,1,el Raval,5,1012,26,5
2005-01-01,1,Ciutat Vella,1,el Raval,5,1012,15,6
2005-01-01,1,Ciutat Vella,1,el Raval,5,1012,9,7
2005-01-01,1,Ciutat Vella,1,el Raval,5,1012,9,8
2005-01-01,1,Ciutat Vella,1,el Raval,5,1012,17,9
2005-01-01,1,Ciutat Vella,1,el Raval,5,1013,173,1
2005-01-01,1,Ciutat Vella,1,el Raval,5,1013,143,2
2005-01-01,1,Ciutat Vella,1,el Raval,5,1013,85,3
2005-01-01,1,Ciutat Vella,1,el Raval,5,1013,47,4
2005-01-01,1,Ciutat Vella,1,el Raval,5,1013,24,5
2005-01-01,1,Ciutat Vella,1,el Raval,5,1013,12,6
2005-01-01,1,Ciutat Vella,1,el Raval,5,1013,6,7
2005-01-01,1,Ciutat Vella,1,el Raval,5,1013,3,8
2005-01-01,1,Ciutat Vella,1,el Raval,5,1013,4,9
2005-01-01,1,Ciutat Vella,1,el Raval,6,1014,193,1
2005-01-01,1,Ciutat Vella,1,el Raval,6,1014,138,2
2005-01-01,1,Ciutat Vella,1,el Raval,6,1014,83,3
2005-01-01,1,Ciutat Vella,1,el Raval,6,1014,58,4
2005-01-01,1,Ciutat Vella,1,el Raval,6,1014,42,5
2005-01-01,1,Ciutat Vella,1,el Raval,6,1014,19,6
2005-01-01,1,Ciutat Vella,1,el Raval,6,1014,20,7
2005-01-01,1,Ciutat Vella,1,el Raval,6,1014,13,8
2005-01-01,1,Ciutat Vella,1,el Raval,6,1014,22,9
2005-01-01,1,Ciutat Vella,1,el Raval,6,1015,273,1
2005-01-01,1,Ciutat Vella,1,el Raval,6,1015,202,2
2005-01-01,1,Ciutat Vella,1,el Raval,6,1015,128,3
2005-01-01,1,Ciutat Vella,1,el Raval,6,1015,70,4
2005-01-01,1,Ciutat Vella,1,el Raval,6,1015,39,5
