Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,SEXE,EDAT_Q
2014-01-01,1,Ciutat Vella,1,el Raval,..,1,0
2014-01-01,1,Ciutat Vella,1,el Raval,..,1,1
2014-01-01,1,Ciutat Vella,1,el Raval,..,1,3
2014-01-01,1,Ciutat Vella,1,el Raval,58,1,4
2014-01-01,1,Ciutat Vella,1,el Raval,222,1,5
2014-01-01,1,Ciutat Vella,1,el Raval,280,1,6
2014-01-01,1,Ciutat Vella,1,el Raval,225,1,7
2014-01-01,1,Ciutat Vella,1,el Raval,208,1,8
2014-01-01,1,Ciutat Vella,1,el Raval,155,1,9
2014-01-01,1,Ciutat Vella,1,el Raval,150,1,10
2014-01-01,1,Ciutat Vella,1,el Raval,158,1,11
2014-01-01,1,Ciutat Vella,1,el Raval,144,1,12
2014-01-01,1,Ciutat Vella,1,el Raval,203,1,13
2014-01-01,1,Ciutat Vella,1,el Raval,161,1,14
2014-01-01,1,Ciutat Vella,1,el Raval,276,1,15
2014-01-01,1,Ciutat Vella,1,el Raval,270,1,16
2014-01-01,1,Ciutat Vella,1,el Raval,272,1,17
2014-01-01,1,Ciutat Vella,1,el Raval,125,1,18
2014-01-01,1,Ciutat Vella,1,el Raval,18,1,19
2014-01-01,1,Ciutat Vella,1,el Raval,6,1,20
2014-01-01,1,Ciutat Vella,1,el Raval,..,2,0
2014-01-01,1,Ciutat Vella,1,el Raval,..,2,1
2014-01-01,1,Ciutat Vella,1,el Raval,11,2,3
2014-01-01,1,Ciutat Vella,1,el Raval,74,2,4
2014-01-01,1,Ciutat Vella,1,el Raval,225,2,5
2014-01-01,1,Ciutat Vella,1,el Raval,354,2,6
2014-01-01,1,Ciutat Vella,1,el Raval,396,2,7
2014-01-01,1,Ciutat Vella,1,el Raval,314,2,8
2014-01-01,1,Ciutat Vella,1,el Raval,292,2,9
2014-01-01,1,Ciutat Vella,1,el Raval,222,2,10
2014-01-01,1,Ciutat Vella,1,el Raval,181,2,11
2014-01-01,1,Ciutat Vella,1,el Raval,184,2,12
2014-01-01,1,Ciutat Vella,1,el Raval,178,2,13
2014-01-01,1,Ciutat Vella,1,el Raval,120,2,14
2014-01-01,1,Ciutat Vella,1,el Raval,145,2,15
2014-01-01,1,Ciutat Vella,1,el Raval,84,2,16
2014-01-01,1,Ciutat Vella,1,el Raval,63,2,17
2014-01-01,1,Ciutat Vella,1,el Raval,17,2,18
2014-01-01,1,Ciutat Vella,1,el Raval,..,2,19
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,0
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,3
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,44,1,4
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,112,1,5
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,154,1,6
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,121,1,7
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,88,1,8
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,59,1,9
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,80,1,10
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,73,1,11
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,74,1,12
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,76,1,13
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,57,1,14
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,73,1,15
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,80,1,16
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,87,1,17
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,50,1,18
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,14,1,19
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,6,1,20
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,0
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,1
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,32,2,4
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,112,2,5
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,157,2,6
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,185,2,7
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,128,2,8
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,123,2,9
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,114,2,10
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,87,2,11
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,84,2,12
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,71,2,13
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,42,2,14
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,42,2,15
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,28,2,16
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,25,2,17
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,14,2,18
2014-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,19
2014-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,1
2014-01-01,1,Ciutat Vella,3,la Barceloneta,38,1,4
2014-01-01,1,Ciutat Vella,3,la Barceloneta,105,1,5
2014-01-01,1,Ciutat Vella,3,la Barceloneta,163,1,6
2014-01-01,1,Ciutat Vella,3,la Barceloneta,137,1,7
2014-01-01,1,Ciutat Vella,3,la Barceloneta,83,1,8
2014-01-01,1,Ciutat Vella,3,la Barceloneta,69,1,9
2014-01-01,1,Ciutat Vella,3,la Barceloneta,59,1,10
2014-01-01,1,Ciutat Vella,3,la Barceloneta,75,1,11
2014-01-01,1,Ciutat Vella,3,la Barceloneta,69,1,12
2014-01-01,1,Ciutat Vella,3,la Barceloneta,93,1,13
2014-01-01,1,Ciutat Vella,3,la Barceloneta,99,1,14
2014-01-01,1,Ciutat Vella,3,la Barceloneta,143,1,15
2014-01-01,1,Ciutat Vella,3,la Barceloneta,185,1,16
2014-01-01,1,Ciutat Vella,3,la Barceloneta,138,1,17
2014-01-01,1,Ciutat Vella,3,la Barceloneta,67,1,18
2014-01-01,1,Ciutat Vella,3,la Barceloneta,9,1,19
2014-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,20
2014-01-01,1,Ciutat Vella,3,la Barceloneta,..,2,0
2014-01-01,1,Ciutat Vella,3,la Barceloneta,..,2,3
2014-01-01,1,Ciutat Vella,3,la Barceloneta,40,2,4
2014-01-01,1,Ciutat Vella,3,la Barceloneta,85,2,5
2014-01-01,1,Ciutat Vella,3,la Barceloneta,149,2,6
2014-01-01,1,Ciutat Vella,3,la Barceloneta,164,2,7
