Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,SEXE,EDAT_Q
1999-01-01,1,Ciutat Vella,1,el Raval,37,1,0
1999-01-01,1,Ciutat Vella,1,el Raval,..,1,1
1999-01-01,1,Ciutat Vella,1,el Raval,10,1,3
1999-01-01,1,Ciutat Vella,1,el Raval,53,1,4
1999-01-01,1,Ciutat Vella,1,el Raval,147,1,5
1999-01-01,1,Ciutat Vella,1,el Raval,149,1,6
1999-01-01,1,Ciutat Vella,1,el Raval,121,1,7
1999-01-01,1,Ciutat Vella,1,el Raval,110,1,8
1999-01-01,1,Ciutat Vella,1,el Raval,93,1,9
1999-01-01,1,Ciutat Vella,1,el Raval,106,1,10
1999-01-01,1,Ciutat Vella,1,el Raval,103,1,11
1999-01-01,1,Ciutat Vella,1,el Raval,216,1,12
1999-01-01,1,Ciutat Vella,1,el Raval,309,1,13
1999-01-01,1,Ciutat Vella,1,el Raval,517,1,14
1999-01-01,1,Ciutat Vella,1,el Raval,596,1,15
1999-01-01,1,Ciutat Vella,1,el Raval,453,1,16
1999-01-01,1,Ciutat Vella,1,el Raval,292,1,17
1999-01-01,1,Ciutat Vella,1,el Raval,84,1,18
1999-01-01,1,Ciutat Vella,1,el Raval,15,1,19
1999-01-01,1,Ciutat Vella,1,el Raval,..,1,20
1999-01-01,1,Ciutat Vella,1,el Raval,41,2,0
1999-01-01,1,Ciutat Vella,1,el Raval,..,2,1
1999-01-01,1,Ciutat Vella,1,el Raval,..,2,2
1999-01-01,1,Ciutat Vella,1,el Raval,11,2,3
1999-01-01,1,Ciutat Vella,1,el Raval,41,2,4
1999-01-01,1,Ciutat Vella,1,el Raval,163,2,5
1999-01-01,1,Ciutat Vella,1,el Raval,242,2,6
1999-01-01,1,Ciutat Vella,1,el Raval,229,2,7
1999-01-01,1,Ciutat Vella,1,el Raval,164,2,8
1999-01-01,1,Ciutat Vella,1,el Raval,166,2,9
1999-01-01,1,Ciutat Vella,1,el Raval,176,2,10
1999-01-01,1,Ciutat Vella,1,el Raval,189,2,11
1999-01-01,1,Ciutat Vella,1,el Raval,238,2,12
1999-01-01,1,Ciutat Vella,1,el Raval,197,2,13
1999-01-01,1,Ciutat Vella,1,el Raval,192,2,14
1999-01-01,1,Ciutat Vella,1,el Raval,131,2,15
1999-01-01,1,Ciutat Vella,1,el Raval,88,2,16
1999-01-01,1,Ciutat Vella,1,el Raval,44,2,17
1999-01-01,1,Ciutat Vella,1,el Raval,17,2,18
1999-01-01,1,Ciutat Vella,1,el Raval,..,2,19
1999-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1,0
1999-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,1
1999-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,2
1999-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,3
1999-01-01,1,Ciutat Vella,2,el Barri Gòtic,21,1,4
1999-01-01,1,Ciutat Vella,2,el Barri Gòtic,88,1,5
