Any,Id_aforament,Mes,Codi_tipus_dia,Desc_tipus_dia,Valor_IMD
2025,11033,6,5,diumenge,9125
2025,11033,7,1,dilluns,13583
2025,11033,7,2,laborables,15002
2025,11033,7,3,divendres,15575
2025,11033,7,4,dissabte,10788
2025,11033,7,5,diumenge,9166
2025,11033,8,1,dilluns,10779
2025,11033,8,2,laborables,11160
2025,11033,8,3,divendres,11994
2025,11033,8,4,dissabte,8508
2025,11033,8,5,diumenge,7826
2025,11033,9,1,dilluns,14840
2025,11033,9,2,laborables,15420
2025,11033,9,3,divendres,14839
2025,11033,9,4,dissabte,11306
2025,11033,9,5,diumenge,9715
2025,11033,10,1,dilluns,15195
2025,11033,10,2,laborables,14972
2025,11033,10,3,divendres,15680
2025,11033,10,4,dissabte,11932
2025,11033,10,5,diumenge,9844
2025,11033,11,1,dilluns,14293
2025,11033,11,2,laborables,14853
2025,11033,11,3,divendres,15348
2025,11033,11,4,dissabte,12216
2025,11033,11,5,diumenge,10158
2025,11033,12,1,dilluns,13713
2025,11033,12,2,laborables,14833
2025,11033,12,3,divendres,15517
2025,11033,12,4,dissabte,11088
2025,11033,12,5,diumenge,9701
2025,11034,1,1,dilluns,4851
2025,11034,1,2,laborables,4898
2025,11034,1,3,divendres,4643
2025,11034,1,4,dissabte,3518
2025,11034,1,5,diumenge,3087
2025,11034,2,1,dilluns,4854
2025,11034,2,2,laborables,5159
2025,11034,2,3,divendres,5333
2025,11034,2,4,dissabte,4011
2025,11034,2,5,diumenge,3385
2025,11034,3,1,dilluns,4548
2025,11034,3,2,laborables,5157
2025,11034,3,3,divendres,5342
2025,11034,3,4,dissabte,3869
2025,11034,3,5,diumenge,3286
2025,11034,4,1,dilluns,4328
2025,11034,4,2,laborables,4613
2025,11034,4,3,divendres,4806
2025,11034,4,4,dissabte,3364
2025,11034,4,5,diumenge,2770
2025,11034,5,1,dilluns,4187
2025,11034,5,2,laborables,4281
2025,11034,5,3,divendres,4237
2025,11034,5,4,dissabte,3275
2025,11034,5,5,diumenge,3023
2025,11034,6,1,dilluns,3968
2025,11034,6,2,laborables,4916
2025,11034,6,3,divendres,4456
2025,11034,6,4,dissabte,3020
2025,11034,6,5,diumenge,2873
2025,11034,7,1,dilluns,Mesura no disponible
2025,11034,7,2,laborables,Mesura no disponible
2025,11034,7,3,divendres,Mesura no disponible
2025,11034,7,4,dissabte,Mesura no disponible
2025,11034,7,5,diumenge,Mesura no disponible
2025,11034,8,1,dilluns,Mesura no disponible
2025,11034,8,2,laborables,Mesura no disponible
2025,11034,8,3,divendres,Mesura no disponible
2025,11034,8,4,dissabte,Mesura no disponible
2025,11034,8,5,diumenge,Mesura no disponible
2025,11034,9,1,dilluns,Mesura no disponible
2025,11034,9,2,laborables,Mesura no disponible
2025,11034,9,3,divendres,Mesura no disponible
2025,11034,9,4,dissabte,Mesura no disponible
2025,11034,9,5,diumenge,Mesura no disponible
2025,11034,10,1,dilluns,Mesura no disponible
2025,11034,10,2,laborables,Mesura no disponible
2025,11034,10,3,divendres,Mesura no disponible
2025,11034,10,4,dissabte,Mesura no disponible
2025,11034,10,5,diumenge,Mesura no disponible
2025,11034,11,1,dilluns,Mesura no disponible
2025,11034,11,2,laborables,Mesura no disponible
2025,11034,11,3,divendres,Mesura no disponible
2025,11034,11,4,dissabte,Mesura no disponible
2025,11034,11,5,diumenge,Mesura no disponible
2025,11034,12,1,dilluns,Mesura no disponible
2025,11034,12,2,laborables,Mesura no disponible
2025,11034,12,3,divendres,Mesura no disponible
2025,11034,12,4,dissabte,Mesura no disponible
2025,11034,12,5,diumenge,Mesura no disponible
2025,11-SMD-1,1,1,dilluns,66969
2025,11-SMD-1,1,2,laborables,70060
2025,11-SMD-1,1,3,divendres,72688
2025,11-SMD-1,1,4,dissabte,62097
2025,11-SMD-1,1,5,diumenge,54099
2025,11-SMD-1,2,1,dilluns,74756
2025,11-SMD-1,2,2,laborables,74569
2025,11-SMD-1,2,3,divendres,75714
2025,11-SMD-1,2,4,dissabte,65016
2025,11-SMD-1,2,5,diumenge,59802
2025,11-SMD-1,3,1,dilluns,74760
2025,11-SMD-1,3,2,laborables,74961
2025,11-SMD-1,3,3,divendres,73387
2025,11-SMD-1,3,4,dissabte,67485
2025,11-SMD-1,3,5,diumenge,60542
2025,11-SMD-1,4,1,dilluns,70664
2025,11-SMD-1,4,2,laborables,76825
2025,11-SMD-1,4,3,divendres,74984
2025,11-SMD-1,4,4,dissabte,66220
2025,11-SMD-1,4,5,diumenge,63147
2025,11-SMD-1,5,1,dilluns,76113
2025,11-SMD-1,5,2,laborables,74358
2025,11-SMD-1,5,3,divendres,76717
2025,11-SMD-1,5,4,dissabte,70975
2025,11-SMD-1,5,5,diumenge,67418
2025,11-SMD-1,6,1,dilluns,71185
2025,11-SMD-1,6,2,laborables,74726
2025,11-SMD-1,6,3,divendres,77996
2025,11-SMD-1,6,4,dissabte,69231
2025,11-SMD-1,6,5,diumenge,65356
2025,11-SMD-1,7,1,dilluns,61833
2025,11-SMD-1,7,2,laborables,60648
2025,11-SMD-1,7,3,divendres,63373
2025,11-SMD-1,7,4,dissabte,58073
2025,11-SMD-1,7,5,diumenge,59156
2025,11-SMD-1,8,1,dilluns,49255
2025,11-SMD-1,8,2,laborables,49653
2025,11-SMD-1,8,3,divendres,53378
2025,11-SMD-1,8,4,dissabte,51330
2025,11-SMD-1,8,5,diumenge,46808
2025,11-SMD-1,9,1,dilluns,75254
2025,11-SMD-1,9,2,laborables,72696
2025,11-SMD-1,9,3,divendres,72867
2025,11-SMD-1,9,4,dissabte,65829
2025,11-SMD-1,9,5,diumenge,63317
2025,11-SMD-1,10,1,dilluns,68923
2025,11-SMD-1,10,2,laborables,72223
2025,11-SMD-1,10,3,divendres,73258
2025,11-SMD-1,10,4,dissabte,70873
2025,11-SMD-1,10,5,diumenge,57376
2025,11-SMD-1,11,1,dilluns,71128
2025,11-SMD-1,11,2,laborables,73718
2025,11-SMD-1,11,3,divendres,76148
2025,11-SMD-1,11,4,dissabte,67819
2025,11-SMD-1,11,5,diumenge,56185
2025,11-SMD-1,12,1,dilluns,58813
2025,11-SMD-1,12,2,laborables,65233
2025,11-SMD-1,12,3,divendres,66274
2025,11-SMD-1,12,4,dissabte,56580
2025,11-SMD-1,12,5,diumenge,52085
2025,11-SMD-2,1,1,dilluns,76993
2025,11-SMD-2,1,2,laborables,82582
2025,11-SMD-2,1,3,divendres,84712
2025,11-SMD-2,1,4,dissabte,72387
2025,11-SMD-2,1,5,diumenge,60482
2025,11-SMD-2,2,1,dilluns,87846
2025,11-SMD-2,2,2,laborables,88701
2025,11-SMD-2,2,3,divendres,86637
2025,11-SMD-2,2,4,dissabte,73117
2025,11-SMD-2,2,5,diumenge,66644
2025,11-SMD-2,3,1,dilluns,87678
2025,11-SMD-2,3,2,laborables,87908
2025,11-SMD-2,3,3,divendres,84326
2025,11-SMD-2,3,4,dissabte,75177
2025,11-SMD-2,3,5,diumenge,66198
2025,11-SMD-2,4,1,dilluns,76138
2025,11-SMD-2,4,2,laborables,86167
2025,11-SMD-2,4,3,divendres,78919
2025,11-SMD-2,4,4,dissabte,70501
2025,11-SMD-2,4,5,diumenge,65248
2025,11-SMD-2,5,1,dilluns,86458
2025,11-SMD-2,5,2,laborables,83992
2025,11-SMD-2,5,3,divendres,83731
2025,11-SMD-2,5,4,dissabte,75085
2025,11-SMD-2,5,5,diumenge,67412
2025,11-SMD-2,6,1,dilluns,76243
2025,11-SMD-2,6,2,laborables,84187
2025,11-SMD-2,6,3,divendres,83557
2025,11-SMD-2,6,4,dissabte,75040
2025,11-SMD-2,6,5,diumenge,66042
2025,11-SMD-2,7,1,dilluns,67190
2025,11-SMD-2,7,2,laborables,73071
2025,11-SMD-2,7,3,divendres,73922
2025,11-SMD-2,7,4,dissabte,64637
2025,11-SMD-2,7,5,diumenge,60139
2025,11-SMD-2,8,1,dilluns,59415
2025,11-SMD-2,8,2,laborables,58383
2025,11-SMD-2,8,3,divendres,61410
2025,11-SMD-2,8,4,dissabte,56331
2025,11-SMD-2,8,5,diumenge,50035
2025,11-SMD-2,9,1,dilluns,83550
2025,11-SMD-2,9,2,laborables,80550
2025,11-SMD-2,9,3,divendres,80458
2025,11-SMD-2,9,4,dissabte,71795
2025,11-SMD-2,9,5,diumenge,61410
2025,11-SMD-2,10,1,dilluns,85096
2025,11-SMD-2,10,2,laborables,86057
2025,11-SMD-2,10,3,divendres,83850
2025,11-SMD-2,10,4,dissabte,76557
2025,11-SMD-2,10,5,diumenge,65529
2025,11-SMD-2,11,1,dilluns,85299
2025,11-SMD-2,11,2,laborables,84500
2025,11-SMD-2,11,3,divendres,84671
2025,11-SMD-2,11,4,dissabte,75034
2025,11-SMD-2,11,5,diumenge,65978
2025,11-SMD-2,12,1,dilluns,74992
2025,11-SMD-2,12,2,laborables,80964
2025,11-SMD-2,12,3,divendres,77667
2025,11-SMD-2,12,4,dissabte,68471
2025,11-SMD-2,12,5,diumenge,63950
2025,12001,1,1,dilluns,8280
2025,12001,1,2,laborables,8419
2025,12001,1,3,divendres,8330
2025,12001,1,4,dissabte,6037
2025,12001,1,5,diumenge,5312
2025,12001,2,1,dilluns,8724
2025,12001,2,2,laborables,8921
2025,12001,2,3,divendres,8798
2025,12001,2,4,dissabte,6335
2025,12001,2,5,diumenge,6263
2025,12001,3,1,dilluns,9093
2025,12001,3,2,laborables,9623
2025,12001,3,3,divendres,8979
2025,12001,3,4,dissabte,7180
2025,12001,3,5,diumenge,7174
2025,12001,4,1,dilluns,Mesura no disponible
2025,12001,4,2,laborables,Mesura no disponible
2025,12001,4,3,divendres,Mesura no disponible
2025,12001,4,4,dissabte,Mesura no disponible
2025,12001,4,5,diumenge,Mesura no disponible
2025,12001,5,1,dilluns,Mesura no disponible
2025,12001,5,2,laborables,Mesura no disponible
2025,12001,5,3,divendres,Mesura no disponible
2025,12001,5,4,dissabte,Mesura no disponible
2025,12001,5,5,diumenge,Mesura no disponible
2025,12001,6,1,dilluns,Mesura no disponible
2025,12001,6,2,laborables,Mesura no disponible
2025,12001,6,3,divendres,Mesura no disponible
2025,12001,6,4,dissabte,Mesura no disponible
2025,12001,6,5,diumenge,Mesura no disponible
2025,12001,7,1,dilluns,Mesura no disponible
2025,12001,7,2,laborables,Mesura no disponible
2025,12001,7,3,divendres,Mesura no disponible
2025,12001,7,4,dissabte,Mesura no disponible
2025,12001,7,5,diumenge,Mesura no disponible
2025,12001,8,1,dilluns,Mesura no disponible
2025,12001,8,2,laborables,Mesura no disponible
2025,12001,8,3,divendres,Mesura no disponible
2025,12001,8,4,dissabte,Mesura no disponible
2025,12001,8,5,diumenge,Mesura no disponible
2025,12001,9,1,dilluns,Mesura no disponible
2025,12001,9,2,laborables,Mesura no disponible
2025,12001,9,3,divendres,Mesura no disponible
2025,12001,9,4,dissabte,Mesura no disponible
2025,12001,9,5,diumenge,Mesura no disponible
2025,12001,10,1,dilluns,7203
2025,12001,10,2,laborables,8172
2025,12001,10,3,divendres,7829
2025,12001,10,4,dissabte,6464
2025,12001,10,5,diumenge,5356
2025,12001,11,1,dilluns,7329
2025,12001,11,2,laborables,7828
2025,12001,11,3,divendres,7790
2025,12001,11,4,dissabte,6996
2025,12001,11,5,diumenge,6593
2025,12001,12,1,dilluns,7181
2025,12001,12,2,laborables,7767
2025,12001,12,3,divendres,8201
2025,12001,12,4,dissabte,6151
2025,12001,12,5,diumenge,5389
2025,12002,1,1,dilluns,7241
2025,12002,1,2,laborables,7193
2025,12002,1,3,divendres,6806
2025,12002,1,4,dissabte,5042
2025,12002,1,5,diumenge,3584
2025,12002,2,1,dilluns,7501
2025,12002,2,2,laborables,7799
2025,12002,2,3,divendres,7367
2025,12002,2,4,dissabte,5218
2025,12002,2,5,diumenge,3826
2025,12002,3,1,dilluns,7716
2025,12002,3,2,laborables,7885
2025,12002,3,3,divendres,7279
2025,12002,3,4,dissabte,5929
2025,12002,3,5,diumenge,4381
2025,12002,4,1,dilluns,7051
2025,12002,4,2,laborables,7398
2025,12002,4,3,divendres,7123
2025,12002,4,4,dissabte,5370
2025,12002,4,5,diumenge,3654
2025,12002,5,1,dilluns,7597
2025,12002,5,2,laborables,8154
2025,12002,5,3,divendres,7444
2025,12002,5,4,dissabte,5825
2025,12002,5,5,diumenge,4530
2025,12002,6,1,dilluns,7193
2025,12002,6,2,laborables,7391
2025,12002,6,3,divendres,6901
2025,12002,6,4,dissabte,5579
2025,12002,6,5,diumenge,3826
2025,12002,7,1,dilluns,7226
2025,12002,7,2,laborables,7653
2025,12002,7,3,divendres,7499
2025,12002,7,4,dissabte,5674
2025,12002,7,5,diumenge,4021
2025,12002,8,1,dilluns,5846
2025,12002,8,2,laborables,5842
2025,12002,8,3,divendres,6042
2025,12002,8,4,dissabte,4601
2025,12002,8,5,diumenge,3317
2025,12002,9,1,dilluns,7323
2025,12002,9,2,laborables,7337
2025,12002,9,3,divendres,6826
2025,12002,9,4,dissabte,5277
2025,12002,9,5,diumenge,3779
2025,12002,10,1,dilluns,7196
2025,12002,10,2,laborables,7646
2025,12002,10,3,divendres,7057
2025,12002,10,4,dissabte,5446
2025,12002,10,5,diumenge,3654
2025,12002,11,1,dilluns,7266
2025,12002,11,2,laborables,7656
2025,12002,11,3,divendres,7063
2025,12002,11,4,dissabte,5456
2025,12002,11,5,diumenge,4164
2025,12002,12,1,dilluns,6485
2025,12002,12,2,laborables,7226
2025,12002,12,3,divendres,7192
2025,12002,12,4,dissabte,4935
2025,12002,12,5,diumenge,4042
2025,12003,1,1,dilluns,4992
2025,12003,1,2,laborables,4668
2025,12003,1,3,divendres,4178
2025,12003,1,4,dissabte,2078
2025,12003,1,5,diumenge,1719
2025,12003,2,1,dilluns,4662
2025,12003,2,2,laborables,5082
2025,12003,2,3,divendres,4822
2025,12003,2,4,dissabte,2447
2025,12003,2,5,diumenge,2199
2025,12003,3,1,dilluns,4843
2025,12003,3,2,laborables,5595
2025,12003,3,3,divendres,4700
2025,12003,3,4,dissabte,2714
2025,12003,3,5,diumenge,2231
2025,12003,4,1,dilluns,Mesura no disponible
2025,12003,4,2,laborables,Mesura no disponible
2025,12003,4,3,divendres,Mesura no disponible
2025,12003,4,4,dissabte,Mesura no disponible
2025,12003,4,5,diumenge,Mesura no disponible
2025,12003,5,1,dilluns,4404
2025,12003,5,2,laborables,5255
2025,12003,5,3,divendres,4369
2025,12003,5,4,dissabte,2044
2025,12003,5,5,diumenge,1920
2025,12003,6,1,dilluns,3618
2025,12003,6,2,laborables,4696
2025,12003,6,3,divendres,4766
2025,12003,6,4,dissabte,2433
2025,12003,6,5,diumenge,1786
2025,12003,7,1,dilluns,3613
2025,12003,7,2,laborables,3902
2025,12003,7,3,divendres,3905
2025,12003,7,4,dissabte,2184
2025,12003,7,5,diumenge,1854
2025,12003,8,1,dilluns,2391
2025,12003,8,2,laborables,2360
2025,12003,8,3,divendres,2612
2025,12003,8,4,dissabte,1544
2025,12003,8,5,diumenge,1402
2025,12003,9,1,dilluns,3898
2025,12003,9,2,laborables,3986
2025,12003,9,3,divendres,3751
2025,12003,9,4,dissabte,2167
2025,12003,9,5,diumenge,1888
2025,12003,10,1,dilluns,3863
2025,12003,10,2,laborables,4404
2025,12003,10,3,divendres,4297
2025,12003,10,4,dissabte,2345
2025,12003,10,5,diumenge,1733
2025,12003,11,1,dilluns,3923
2025,12003,11,2,laborables,4487
2025,12003,11,3,divendres,4234
2025,12003,11,4,dissabte,2347
2025,12003,11,5,diumenge,1929
2025,12003,12,1,dilluns,3225
2025,12003,12,2,laborables,3663
2025,12003,12,3,divendres,4013
2025,12003,12,4,dissabte,1718
2025,12003,12,5,diumenge,1709
2025,12004,1,1,dilluns,5290
2025,12004,1,2,laborables,4802
2025,12004,1,3,divendres,4230
2025,12004,1,4,dissabte,2669
2025,12004,1,5,diumenge,1907
2025,12004,2,1,dilluns,4902
2025,12004,2,2,laborables,5167
2025,12004,2,3,divendres,5028
2025,12004,2,4,dissabte,3080
2025,12004,2,5,diumenge,2258
2025,12004,3,1,dilluns,4548
2025,12004,3,2,laborables,5254
2025,12004,3,3,divendres,4261
2025,12004,3,4,dissabte,3238
2025,12004,3,5,diumenge,2300
2025,12004,4,1,dilluns,Mesura no disponible
2025,12004,4,2,laborables,Mesura no disponible
2025,12004,4,3,divendres,Mesura no disponible
2025,12004,4,4,dissabte,Mesura no disponible
2025,12004,4,5,diumenge,Mesura no disponible
2025,12004,5,1,dilluns,4303
2025,12004,5,2,laborables,5326
2025,12004,5,3,divendres,4142
2025,12004,5,4,dissabte,2706
2025,12004,5,5,diumenge,1927
2025,12004,6,1,dilluns,3541
2025,12004,6,2,laborables,4694
2025,12004,6,3,divendres,4524
2025,12004,6,4,dissabte,3365
2025,12004,6,5,diumenge,1883
2025,12004,7,1,dilluns,4011
2025,12004,7,2,laborables,4267
2025,12004,7,3,divendres,4206
2025,12004,7,4,dissabte,2807
2025,12004,7,5,diumenge,2143
2025,12004,8,1,dilluns,3190
2025,12004,8,2,laborables,3156
2025,12004,8,3,divendres,3371
2025,12004,8,4,dissabte,2364
2025,12004,8,5,diumenge,1744
2025,12004,9,1,dilluns,4786
2025,12004,9,2,laborables,5078
2025,12004,9,3,divendres,4657
2025,12004,9,4,dissabte,3247
2025,12004,9,5,diumenge,2378
2025,12004,10,1,dilluns,4262
2025,12004,10,2,laborables,4760
2025,12004,10,3,divendres,4372
2025,12004,10,4,dissabte,3047
2025,12004,10,5,diumenge,1925
2025,12004,11,1,dilluns,4274
2025,12004,11,2,laborables,4905
2025,12004,11,3,divendres,4204
2025,12004,11,4,dissabte,2847
2025,12004,11,5,diumenge,2119
2025,12004,12,1,dilluns,3577
2025,12004,12,2,laborables,3795
2025,12004,12,3,divendres,4336
2025,12004,12,4,dissabte,2373
2025,12004,12,5,diumenge,2012
2025,12-SMD-1,1,1,dilluns,71645
2025,12-SMD-1,1,2,laborables,75695
2025,12-SMD-1,1,3,divendres,78393
2025,12-SMD-1,1,4,dissabte,66410
2025,12-SMD-1,1,5,diumenge,57350
2025,12-SMD-1,2,1,dilluns,80805
2025,12-SMD-1,2,2,laborables,81188
2025,12-SMD-1,2,3,divendres,82239
2025,12-SMD-1,2,4,dissabte,69703
2025,12-SMD-1,2,5,diumenge,63792
2025,12-SMD-1,3,1,dilluns,81111
2025,12-SMD-1,3,2,laborables,81681
2025,12-SMD-1,3,3,divendres,81014
2025,12-SMD-1,3,4,dissabte,72131
2025,12-SMD-1,3,5,diumenge,64351
2025,12-SMD-1,4,1,dilluns,75573
2025,12-SMD-1,4,2,laborables,83105
2025,12-SMD-1,4,3,divendres,80520
2025,12-SMD-1,4,4,dissabte,69387
2025,12-SMD-1,4,5,diumenge,65238
2025,12-SMD-1,5,1,dilluns,83175
2025,12-SMD-1,5,2,laborables,81893
2025,12-SMD-1,5,3,divendres,84016
2025,12-SMD-1,5,4,dissabte,74985
2025,12-SMD-1,5,5,diumenge,71058
2025,12-SMD-1,6,1,dilluns,76123
2025,12-SMD-1,6,2,laborables,82021
2025,12-SMD-1,6,3,divendres,85093
2025,12-SMD-1,6,4,dissabte,72576
2025,12-SMD-1,6,5,diumenge,68279
2025,12-SMD-1,7,1,dilluns,71390
2025,12-SMD-1,7,2,laborables,71428
2025,12-SMD-1,7,3,divendres,73445
2025,12-SMD-1,7,4,dissabte,64250
2025,12-SMD-1,7,5,diumenge,64518
2025,12-SMD-1,8,1,dilluns,58125
2025,12-SMD-1,8,2,laborables,58571
2025,12-SMD-1,8,3,divendres,60452
2025,12-SMD-1,8,4,dissabte,56174
2025,12-SMD-1,8,5,diumenge,51653
2025,12-SMD-1,9,1,dilluns,77904
2025,12-SMD-1,9,2,laborables,77975
2025,12-SMD-1,9,3,divendres,78385
2025,12-SMD-1,9,4,dissabte,68033
2025,12-SMD-1,9,5,diumenge,63387
2025,12-SMD-1,10,1,dilluns,80486
2025,12-SMD-1,10,2,laborables,81469
2025,12-SMD-1,10,3,divendres,82195
2025,12-SMD-1,10,4,dissabte,74621
2025,12-SMD-1,10,5,diumenge,66154
2025,12-SMD-1,11,1,dilluns,80311
2025,12-SMD-1,11,2,laborables,79892
2025,12-SMD-1,11,3,divendres,82931
2025,12-SMD-1,11,4,dissabte,73074
2025,12-SMD-1,11,5,diumenge,66323
2025,12-SMD-1,12,1,dilluns,74410
2025,12-SMD-1,12,2,laborables,77990
2025,12-SMD-1,12,3,divendres,78250
2025,12-SMD-1,12,4,dissabte,67062
2025,12-SMD-1,12,5,diumenge,62205
2025,12-SMD-2,1,1,dilluns,72525
2025,12-SMD-2,1,2,laborables,78339
2025,12-SMD-2,1,3,divendres,80699
2025,12-SMD-2,1,4,dissabte,70510
2025,12-SMD-2,1,5,diumenge,59074
2025,12-SMD-2,2,1,dilluns,82941
2025,12-SMD-2,2,2,laborables,83756
2025,12-SMD-2,2,3,divendres,82707
2025,12-SMD-2,2,4,dissabte,71906
2025,12-SMD-2,2,5,diumenge,65278
2025,12-SMD-2,3,1,dilluns,83344
2025,12-SMD-2,3,2,laborables,83421
2025,12-SMD-2,3,3,divendres,81407
2025,12-SMD-2,3,4,dissabte,73693
2025,12-SMD-2,3,5,diumenge,65061
2025,12-SMD-2,4,1,dilluns,72453
2025,12-SMD-2,4,2,laborables,81313
2025,12-SMD-2,4,3,divendres,75213
2025,12-SMD-2,4,4,dissabte,67901
2025,12-SMD-2,4,5,diumenge,63014
2025,12-SMD-2,5,1,dilluns,81402
2025,12-SMD-2,5,2,laborables,79159
2025,12-SMD-2,5,3,divendres,79696
2025,12-SMD-2,5,4,dissabte,72875
2025,12-SMD-2,5,5,diumenge,65633
2025,12-SMD-2,6,1,dilluns,72051
2025,12-SMD-2,6,2,laborables,79040
2025,12-SMD-2,6,3,divendres,78984
2025,12-SMD-2,6,4,dissabte,72636
2025,12-SMD-2,6,5,diumenge,64027
2025,12-SMD-2,7,1,dilluns,63525
2025,12-SMD-2,7,2,laborables,68866
2025,12-SMD-2,7,3,divendres,70373
2025,12-SMD-2,7,4,dissabte,63290
2025,12-SMD-2,7,5,diumenge,59131
2025,12-SMD-2,8,1,dilluns,57714
2025,12-SMD-2,8,2,laborables,57590
2025,12-SMD-2,8,3,divendres,59738
2025,12-SMD-2,8,4,dissabte,55937
2025,12-SMD-2,8,5,diumenge,50330
2025,12-SMD-2,9,1,dilluns,78416
2025,12-SMD-2,9,2,laborables,75833
2025,12-SMD-2,9,3,divendres,75938
2025,12-SMD-2,9,4,dissabte,69552
2025,12-SMD-2,9,5,diumenge,59797
2025,12-SMD-2,10,1,dilluns,79977
2025,12-SMD-2,10,2,laborables,80279
2025,12-SMD-2,10,3,divendres,79002
2025,12-SMD-2,10,4,dissabte,74204
2025,12-SMD-2,10,5,diumenge,63918
2025,12-SMD-2,11,1,dilluns,80219
2025,12-SMD-2,11,2,laborables,79503
2025,12-SMD-2,11,3,divendres,80465
2025,12-SMD-2,11,4,dissabte,73162
2025,12-SMD-2,11,5,diumenge,64427
2025,12-SMD-2,12,1,dilluns,72406
2025,12-SMD-2,12,2,laborables,77378
2025,12-SMD-2,12,3,divendres,74773
2025,12-SMD-2,12,4,dissabte,67600
2025,12-SMD-2,12,5,diumenge,62760
2025,13001,1,1,dilluns,6708
2025,13001,1,2,laborables,6846
2025,13001,1,3,divendres,6932
2025,13001,1,4,dissabte,5113
2025,13001,1,5,diumenge,4481
2025,13001,2,1,dilluns,6808
2025,13001,2,2,laborables,6937
2025,13001,2,3,divendres,7275
2025,13001,2,4,dissabte,5328
2025,13001,2,5,diumenge,4629
2025,13001,3,1,dilluns,8956
2025,13001,3,2,laborables,8455
2025,13001,3,3,divendres,8625
2025,13001,3,4,dissabte,6109
2025,13001,3,5,diumenge,4917
2025,13001,4,1,dilluns,11888
2025,13001,4,2,laborables,12650
2025,13001,4,3,divendres,13318
2025,13001,4,4,dissabte,8996
2025,13001,4,5,diumenge,8146
2025,13001,5,1,dilluns,12919
2025,13001,5,2,laborables,13185
2025,13001,5,3,divendres,13144
2025,13001,5,4,dissabte,10418
2025,13001,5,5,diumenge,8956
2025,13001,6,1,dilluns,12306
2025,13001,6,2,laborables,13141
2025,13001,6,3,divendres,13270
2025,13001,6,4,dissabte,9888
2025,13001,6,5,diumenge,8453
2025,13001,7,1,dilluns,11805
2025,13001,7,2,laborables,12566
2025,13001,7,3,divendres,12624
2025,13001,7,4,dissabte,9366
2025,13001,7,5,diumenge,8278
2025,13001,8,1,dilluns,8905
2025,13001,8,2,laborables,9021
2025,13001,8,3,divendres,9756
2025,13001,8,4,dissabte,7379
2025,13001,8,5,diumenge,7094
2025,13001,9,1,dilluns,12072
2025,13001,9,2,laborables,12820
2025,13001,9,3,divendres,12399
2025,13001,9,4,dissabte,9301
2025,13001,9,5,diumenge,8565
2025,13001,10,1,dilluns,12436
2025,13001,10,2,laborables,13266
2025,13001,10,3,divendres,12263
2025,13001,10,4,dissabte,10037
2025,13001,10,5,diumenge,8993
2025,13001,11,1,dilluns,Mesura no disponible
2025,13001,11,2,laborables,Mesura no disponible
2025,13001,11,3,divendres,Mesura no disponible
2025,13001,11,4,dissabte,Mesura no disponible
2025,13001,11,5,diumenge,Mesura no disponible
2025,13001,12,1,dilluns,Mesura no disponible
2025,13001,12,2,laborables,Mesura no disponible
2025,13001,12,3,divendres,Mesura no disponible
2025,13001,12,4,dissabte,Mesura no disponible
2025,13001,12,5,diumenge,Mesura no disponible
2025,13002,1,1,dilluns,6972
2025,13002,1,2,laborables,7179
2025,13002,1,3,divendres,7458
2025,13002,1,4,dissabte,5310
2025,13002,1,5,diumenge,4411
2025,13002,2,1,dilluns,6997
2025,13002,2,2,laborables,7216
2025,13002,2,3,divendres,7689
2025,13002,2,4,dissabte,5644
2025,13002,2,5,diumenge,4605
2025,13002,3,1,dilluns,7087
2025,13002,3,2,laborables,7539
2025,13002,3,3,divendres,7843
2025,13002,3,4,dissabte,5828
2025,13002,3,5,diumenge,4555
2025,13002,4,1,dilluns,6735
2025,13002,4,2,laborables,7164
2025,13002,4,3,divendres,7532
2025,13002,4,4,dissabte,5232
2025,13002,4,5,diumenge,4198
2025,13002,5,1,dilluns,7100
2025,13002,5,2,laborables,7210
2025,13002,5,3,divendres,7220
2025,13002,5,4,dissabte,5622
2025,13002,5,5,diumenge,4754
2025,13002,6,1,dilluns,6576
2025,13002,6,2,laborables,7309
2025,13002,6,3,divendres,7646
2025,13002,6,4,dissabte,5302
2025,13002,6,5,diumenge,4165
2025,13002,7,1,dilluns,6314
2025,13002,7,2,laborables,6885
2025,13002,7,3,divendres,7163
2025,13002,7,4,dissabte,5023
2025,13002,7,5,diumenge,4167
2025,13002,8,1,dilluns,4736
2025,13002,8,2,laborables,4760
2025,13002,8,3,divendres,5409
2025,13002,8,4,dissabte,3870
2025,13002,8,5,diumenge,3436
2025,13002,9,1,dilluns,6624
2025,13002,9,2,laborables,6775
2025,13002,9,3,divendres,6701
2025,13002,9,4,dissabte,4821
2025,13002,9,5,diumenge,4140
2025,13002,10,1,dilluns,6585
2025,13002,10,2,laborables,7358
2025,13002,10,3,divendres,7501
2025,13002,10,4,dissabte,5446
2025,13002,10,5,diumenge,4691
2025,13002,11,1,dilluns,Mesura no disponible
2025,13002,11,2,laborables,Mesura no disponible
2025,13002,11,3,divendres,Mesura no disponible
2025,13002,11,4,dissabte,Mesura no disponible
2025,13002,11,5,diumenge,Mesura no disponible
2025,13002,12,1,dilluns,Mesura no disponible
2025,13002,12,2,laborables,Mesura no disponible
2025,13002,12,3,divendres,Mesura no disponible
2025,13002,12,4,dissabte,Mesura no disponible
2025,13002,12,5,diumenge,Mesura no disponible
2025,13003,1,1,dilluns,5398
2025,13003,1,2,laborables,5485
2025,13003,1,3,divendres,5694
