Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,N_PERSONES_AGG
2024-01-01,1,Ciutat Vella,1,el Raval,1,1001,199,1
2024-01-01,1,Ciutat Vella,1,el Raval,1,1001,140,2
2024-01-01,1,Ciutat Vella,1,el Raval,1,1001,83,3
2024-01-01,1,Ciutat Vella,1,el Raval,1,1001,49,4
2024-01-01,1,Ciutat Vella,1,el Raval,1,1001,24,5
2024-01-01,1,Ciutat Vella,1,el Raval,1,1001,12,6
2024-01-01,1,Ciutat Vella,1,el Raval,1,1001,5,7
2024-01-01,1,Ciutat Vella,1,el Raval,1,1001,4,8
2024-01-01,1,Ciutat Vella,1,el Raval,1,1001,11,9
2024-01-01,1,Ciutat Vella,1,el Raval,1,1002,197,1
2024-01-01,1,Ciutat Vella,1,el Raval,1,1002,139,2
2024-01-01,1,Ciutat Vella,1,el Raval,1,1002,61,3
2024-01-01,1,Ciutat Vella,1,el Raval,1,1002,53,4
2024-01-01,1,Ciutat Vella,1,el Raval,1,1002,26,5
2024-01-01,1,Ciutat Vella,1,el Raval,1,1002,16,6
2024-01-01,1,Ciutat Vella,1,el Raval,1,1002,6,7
2024-01-01,1,Ciutat Vella,1,el Raval,1,1002,3,8
2024-01-01,1,Ciutat Vella,1,el Raval,1,1002,9,9
2024-01-01,1,Ciutat Vella,1,el Raval,2,1003,366,1
2024-01-01,1,Ciutat Vella,1,el Raval,2,1003,229,2
2024-01-01,1,Ciutat Vella,1,el Raval,2,1003,161,3
2024-01-01,1,Ciutat Vella,1,el Raval,2,1003,145,4
2024-01-01,1,Ciutat Vella,1,el Raval,2,1003,77,5
2024-01-01,1,Ciutat Vella,1,el Raval,2,1003,40,6
2024-01-01,1,Ciutat Vella,1,el Raval,2,1003,22,7
2024-01-01,1,Ciutat Vella,1,el Raval,2,1003,16,8
2024-01-01,1,Ciutat Vella,1,el Raval,2,1003,25,9
2024-01-01,1,Ciutat Vella,1,el Raval,2,1004,418,1
2024-01-01,1,Ciutat Vella,1,el Raval,2,1004,304,2
2024-01-01,1,Ciutat Vella,1,el Raval,2,1004,163,3
2024-01-01,1,Ciutat Vella,1,el Raval,2,1004,115,4
2024-01-01,1,Ciutat Vella,1,el Raval,2,1004,67,5
2024-01-01,1,Ciutat Vella,1,el Raval,2,1004,34,6
2024-01-01,1,Ciutat Vella,1,el Raval,2,1004,15,7
2024-01-01,1,Ciutat Vella,1,el Raval,2,1004,14,8
2024-01-01,1,Ciutat Vella,1,el Raval,2,1004,20,9
2024-01-01,1,Ciutat Vella,1,el Raval,3,1005,395,1
2024-01-01,1,Ciutat Vella,1,el Raval,3,1005,238,2
2024-01-01,1,Ciutat Vella,1,el Raval,3,1005,128,3
