Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,EDAT_Q
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,35,0
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,26,1
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,30,2
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,42,3
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,66,4
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,120,5
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,105,6
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,98,7
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,64,8
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,73,9
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,95,10
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,69,11
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,74,12
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,82,13
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,69,14
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,56,15
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,39,16
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,19,17
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,9,18
2001-01-01,1,Ciutat Vella,1,el Raval,1,1001,5,19
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,48,0
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,40,1
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,47,2
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,55,3
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,86,4
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,135,5
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,101,6
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,99,7
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,82,8
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,69,9
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,65,10
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,53,11
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,54,12
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,77,13
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,93,14
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,88,15
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,46,16
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,43,17
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,25,18
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,..,19
2001-01-01,1,Ciutat Vella,1,el Raval,1,1002,..,20
2001-01-01,1,Ciutat Vella,1,el Raval,2,1003,103,0
