Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,EDAT_Q
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,60,0
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,49,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,40,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,42,3
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,60,4
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,123,5
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,132,6
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,135,7
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,121,8
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,83,9
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,77,10
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,80,11
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,51,12
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,42,13
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,50,14
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,34,15
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,37,16
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,21,17
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,7,18
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,19
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,20
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,43,0
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,38,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,31,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,32,3
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,112,4
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,152,5
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,172,6
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,114,7
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,107,8
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,80,9
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,64,10
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,66,11
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,41,12
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,42,13
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,35,14
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,26,15
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,30,16
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,22,17
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,18,18
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,8,19
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,5,20
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,218,0
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,254,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,248,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,195,3
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,227,4
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,325,5
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,286,6
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,289,7
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,265,8
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,220,9
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,208,10
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,165,11
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,138,12
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,130,13
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,58,14
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,68,15
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,44,16
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,46,17
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,16,18
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,6,19
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,129,0
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,112,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,108,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,118,3
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,209,4
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,341,5
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,355,6
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,289,7
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,238,8
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,208,9
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,206,10
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,160,11
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,115,12
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,84,13
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,76,14
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,57,15
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,31,16
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,26,17
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,13,18
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,5,19
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,..,20
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,85,0
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,85,1
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,108,2
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,99,3
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,179,4
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,263,5
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,250,6
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,194,7
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,200,8
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,168,9
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,154,10
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,118,11
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,99,12
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,92,13
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,57,14
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,51,15
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,41,16
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,32,17
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,12,18
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,5,19
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,..,20
2023-01-01,1,Ciutat Vella,1,el Raval,3,1006,60,0
2023-01-01,1,Ciutat Vella,1,el Raval,3,1006,60,1
2023-01-01,1,Ciutat Vella,1,el Raval,3,1006,63,2
2023-01-01,1,Ciutat Vella,1,el Raval,3,1006,68,3
2023-01-01,1,Ciutat Vella,1,el Raval,3,1006,117,4
2023-01-01,1,Ciutat Vella,1,el Raval,3,1006,169,5
2023-01-01,1,Ciutat Vella,1,el Raval,3,1006,164,6
2023-01-01,1,Ciutat Vella,1,el Raval,3,1006,143,7
2023-01-01,1,Ciutat Vella,1,el Raval,3,1006,148,8
2023-01-01,1,Ciutat Vella,1,el Raval,3,1006,139,9
2023-01-01,1,Ciutat Vella,1,el Raval,3,1006,97,10
2023-01-01,1,Ciutat Vella,1,el Raval,3,1006,81,11
2023-01-01,1,Ciutat Vella,1,el Raval,3,1006,80,12
2023-01-01,1,Ciutat Vella,1,el Raval,3,1006,57,13
2023-01-01,1,Ciutat Vella,1,el Raval,3,1006,43,14
2023-01-01,1,Ciutat Vella,1,el Raval,3,1006,29,15
2023-01-01,1,Ciutat Vella,1,el Raval,3,1006,24,16
2023-01-01,1,Ciutat Vella,1,el Raval,3,1006,20,17
2023-01-01,1,Ciutat Vella,1,el Raval,3,1006,10,18
2023-01-01,1,Ciutat Vella,1,el Raval,3,1006,7,19
2023-01-01,1,Ciutat Vella,1,el Raval,3,1007,106,0
2023-01-01,1,Ciutat Vella,1,el Raval,3,1007,95,1
2023-01-01,1,Ciutat Vella,1,el Raval,3,1007,84,2
2023-01-01,1,Ciutat Vella,1,el Raval,3,1007,82,3
2023-01-01,1,Ciutat Vella,1,el Raval,3,1007,131,4
2023-01-01,1,Ciutat Vella,1,el Raval,3,1007,208,5
2023-01-01,1,Ciutat Vella,1,el Raval,3,1007,217,6
2023-01-01,1,Ciutat Vella,1,el Raval,3,1007,169,7
2023-01-01,1,Ciutat Vella,1,el Raval,3,1007,184,8
2023-01-01,1,Ciutat Vella,1,el Raval,3,1007,168,9
2023-01-01,1,Ciutat Vella,1,el Raval,3,1007,130,10
2023-01-01,1,Ciutat Vella,1,el Raval,3,1007,110,11
2023-01-01,1,Ciutat Vella,1,el Raval,3,1007,84,12
2023-01-01,1,Ciutat Vella,1,el Raval,3,1007,47,13
2023-01-01,1,Ciutat Vella,1,el Raval,3,1007,35,14
2023-01-01,1,Ciutat Vella,1,el Raval,3,1007,23,15
2023-01-01,1,Ciutat Vella,1,el Raval,3,1007,18,16
2023-01-01,1,Ciutat Vella,1,el Raval,3,1007,15,17
2023-01-01,1,Ciutat Vella,1,el Raval,3,1007,..,18
2023-01-01,1,Ciutat Vella,1,el Raval,3,1007,..,19
2023-01-01,1,Ciutat Vella,1,el Raval,4,1008,189,0
2023-01-01,1,Ciutat Vella,1,el Raval,4,1008,159,1
2023-01-01,1,Ciutat Vella,1,el Raval,4,1008,143,2
2023-01-01,1,Ciutat Vella,1,el Raval,4,1008,130,3
2023-01-01,1,Ciutat Vella,1,el Raval,4,1008,203,4
2023-01-01,1,Ciutat Vella,1,el Raval,4,1008,310,5
2023-01-01,1,Ciutat Vella,1,el Raval,4,1008,313,6
2023-01-01,1,Ciutat Vella,1,el Raval,4,1008,272,7
2023-01-01,1,Ciutat Vella,1,el Raval,4,1008,275,8
2023-01-01,1,Ciutat Vella,1,el Raval,4,1008,252,9
2023-01-01,1,Ciutat Vella,1,el Raval,4,1008,200,10
2023-01-01,1,Ciutat Vella,1,el Raval,4,1008,171,11
2023-01-01,1,Ciutat Vella,1,el Raval,4,1008,113,12
2023-01-01,1,Ciutat Vella,1,el Raval,4,1008,101,13
2023-01-01,1,Ciutat Vella,1,el Raval,4,1008,77,14
2023-01-01,1,Ciutat Vella,1,el Raval,4,1008,84,15
2023-01-01,1,Ciutat Vella,1,el Raval,4,1008,50,16
2023-01-01,1,Ciutat Vella,1,el Raval,4,1008,32,17
2023-01-01,1,Ciutat Vella,1,el Raval,4,1008,14,18
2023-01-01,1,Ciutat Vella,1,el Raval,4,1008,..,19
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,112,0
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,118,1
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,95,2
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,84,3
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,106,4
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,208,5
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,241,6
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,212,7
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,184,8
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,167,9
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,151,10
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,123,11
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,95,12
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,52,13
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,51,14
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,56,15
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,37,16
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,27,17
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,12,18
2023-01-01,1,Ciutat Vella,1,el Raval,4,1009,..,19
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,116,0
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,98,1
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,120,2
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,94,3
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,171,4
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,228,5
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,257,6
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,247,7
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,221,8
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,183,9
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,175,10
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,111,11
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,80,12
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,65,13
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,43,14
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,35,15
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,29,16
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,18,17
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,5,18
2023-01-01,1,Ciutat Vella,1,el Raval,4,1010,..,19
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,142,0
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,138,1
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,159,2
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,144,3
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,197,4
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,340,5
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,378,6
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,308,7
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,265,8
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,260,9
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,197,10
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,167,11
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,112,12
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,90,13
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,57,14
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,35,15
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,27,16
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,23,17
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,11,18
2023-01-01,1,Ciutat Vella,1,el Raval,5,1011,..,19
2023-01-01,1,Ciutat Vella,1,el Raval,5,1012,79,0
2023-01-01,1,Ciutat Vella,1,el Raval,5,1012,68,1
2023-01-01,1,Ciutat Vella,1,el Raval,5,1012,84,2
2023-01-01,1,Ciutat Vella,1,el Raval,5,1012,81,3
2023-01-01,1,Ciutat Vella,1,el Raval,5,1012,112,4
2023-01-01,1,Ciutat Vella,1,el Raval,5,1012,216,5
2023-01-01,1,Ciutat Vella,1,el Raval,5,1012,197,6
2023-01-01,1,Ciutat Vella,1,el Raval,5,1012,186,7
2023-01-01,1,Ciutat Vella,1,el Raval,5,1012,171,8
2023-01-01,1,Ciutat Vella,1,el Raval,5,1012,149,9
2023-01-01,1,Ciutat Vella,1,el Raval,5,1012,130,10
2023-01-01,1,Ciutat Vella,1,el Raval,5,1012,91,11
2023-01-01,1,Ciutat Vella,1,el Raval,5,1012,91,12
2023-01-01,1,Ciutat Vella,1,el Raval,5,1012,70,13
2023-01-01,1,Ciutat Vella,1,el Raval,5,1012,50,14
2023-01-01,1,Ciutat Vella,1,el Raval,5,1012,37,15
2023-01-01,1,Ciutat Vella,1,el Raval,5,1012,27,16
2023-01-01,1,Ciutat Vella,1,el Raval,5,1012,22,17
2023-01-01,1,Ciutat Vella,1,el Raval,5,1012,14,18
