Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Mitjana_Renda_€
2021,1,Ciutat Vella,1,el Raval,1,16082
2021,1,Ciutat Vella,1,el Raval,2,13477
2021,1,Ciutat Vella,1,el Raval,3,13852
2021,1,Ciutat Vella,1,el Raval,4,15852
2021,1,Ciutat Vella,1,el Raval,5,13980
2021,1,Ciutat Vella,1,el Raval,6,15195
2021,1,Ciutat Vella,1,el Raval,7,14712
2021,1,Ciutat Vella,1,el Raval,8,11859
2021,1,Ciutat Vella,1,el Raval,9,14320
2021,1,Ciutat Vella,1,el Raval,10,13212
2021,1,Ciutat Vella,1,el Raval,11,12057
2021,1,Ciutat Vella,1,el Raval,12,15158
2021,1,Ciutat Vella,1,el Raval,13,15786
2021,1,Ciutat Vella,1,el Raval,14,14936
2021,1,Ciutat Vella,1,el Raval,15,15355
2021,1,Ciutat Vella,1,el Raval,16,14409
2021,1,Ciutat Vella,1,el Raval,17,13853
2021,1,Ciutat Vella,1,el Raval,18,14668
2021,1,Ciutat Vella,1,el Raval,19,14215
2021,1,Ciutat Vella,1,el Raval,20,20710
2021,1,Ciutat Vella,1,el Raval,21,19890
2021,1,Ciutat Vella,2,el Barri Gòtic,22,24229
2021,1,Ciutat Vella,2,el Barri Gòtic,23,21557
2021,1,Ciutat Vella,2,el Barri Gòtic,25,20084
2021,1,Ciutat Vella,2,el Barri Gòtic,26,21403
2021,1,Ciutat Vella,2,el Barri Gòtic,27,19386
2021,1,Ciutat Vella,2,el Barri Gòtic,28,17787
2021,1,Ciutat Vella,2,el Barri Gòtic,29,16288
2021,1,Ciutat Vella,2,el Barri Gòtic,30,16681
2021,1,Ciutat Vella,2,el Barri Gòtic,31,16717
2021,1,Ciutat Vella,3,la Barceloneta,32,20466
2021,1,Ciutat Vella,3,la Barceloneta,33,17643
2021,1,Ciutat Vella,3,la Barceloneta,34,17376
2021,1,Ciutat Vella,3,la Barceloneta,35,17649
2021,1,Ciutat Vella,3,la Barceloneta,36,19493
2021,1,Ciutat Vella,3,la Barceloneta,37,19055
2021,1,Ciutat Vella,3,la Barceloneta,38,16323
2021,1,Ciutat Vella,3,la Barceloneta,39,18769
2021,1,Ciutat Vella,3,la Barceloneta,40,18735
2021,1,Ciutat Vella,3,la Barceloneta,41,16071
2021,1,Ciutat Vella,3,la Barceloneta,42,19488
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",43,25422
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",44,23523
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,19759
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",46,18983
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",47,18448
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",48,15373
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",49,19860
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",50,19165
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",51,16801
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,26318
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",53,17043
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",54,18572
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",55,24877
2021,2,L'Eixample,5,el Fort Pienc,1,25498
2021,2,L'Eixample,5,el Fort Pienc,2,26065
2021,2,L'Eixample,5,el Fort Pienc,3,29713
2021,2,L'Eixample,5,el Fort Pienc,4,22590
2021,2,L'Eixample,5,el Fort Pienc,5,28906
2021,2,L'Eixample,5,el Fort Pienc,6,29630
2021,2,L'Eixample,5,el Fort Pienc,7,30249
2021,2,L'Eixample,5,el Fort Pienc,8,28651
2021,2,L'Eixample,5,el Fort Pienc,9,28008
2021,2,L'Eixample,5,el Fort Pienc,10,25927
2021,2,L'Eixample,5,el Fort Pienc,11,27178
2021,2,L'Eixample,5,el Fort Pienc,12,22494
2021,2,L'Eixample,5,el Fort Pienc,13,22558
2021,2,L'Eixample,5,el Fort Pienc,14,21470
2021,2,L'Eixample,5,el Fort Pienc,15,21991
2021,2,L'Eixample,5,el Fort Pienc,16,28487
2021,2,L'Eixample,5,el Fort Pienc,17,28314
2021,2,L'Eixample,5,el Fort Pienc,18,28406
2021,2,L'Eixample,5,el Fort Pienc,19,26255
2021,2,L'Eixample,5,el Fort Pienc,20,22904
2021,2,L'Eixample,6,la Sagrada Família,21,24560
2021,2,L'Eixample,6,la Sagrada Família,22,25708
2021,2,L'Eixample,6,la Sagrada Família,23,26395
2021,2,L'Eixample,6,la Sagrada Família,24,23827
2021,2,L'Eixample,6,la Sagrada Família,25,24100
2021,2,L'Eixample,6,la Sagrada Família,26,26119
2021,2,L'Eixample,6,la Sagrada Família,27,25492
2021,2,L'Eixample,6,la Sagrada Família,28,25622
2021,2,L'Eixample,6,la Sagrada Família,29,26654
2021,2,L'Eixample,6,la Sagrada Família,30,21612
2021,2,L'Eixample,6,la Sagrada Família,31,28491
2021,2,L'Eixample,6,la Sagrada Família,32,25515
2021,2,L'Eixample,6,la Sagrada Família,33,24694
2021,2,L'Eixample,6,la Sagrada Família,34,21889
2021,2,L'Eixample,6,la Sagrada Família,35,25589
2021,2,L'Eixample,6,la Sagrada Família,36,28786
2021,2,L'Eixample,6,la Sagrada Família,37,28967
