Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,NACIONALITAT_G,EDAT_Q,SEXE
2009-01-01,1,Ciutat Vella,1,el Raval,488,1,0,1
2009-01-01,1,Ciutat Vella,1,el Raval,550,1,0,2
2009-01-01,1,Ciutat Vella,1,el Raval,455,1,1,1
2009-01-01,1,Ciutat Vella,1,el Raval,437,1,1,2
2009-01-01,1,Ciutat Vella,1,el Raval,380,1,2,1
2009-01-01,1,Ciutat Vella,1,el Raval,402,1,2,2
2009-01-01,1,Ciutat Vella,1,el Raval,419,1,3,1
2009-01-01,1,Ciutat Vella,1,el Raval,463,1,3,2
2009-01-01,1,Ciutat Vella,1,el Raval,476,1,4,1
2009-01-01,1,Ciutat Vella,1,el Raval,461,1,4,2
2009-01-01,1,Ciutat Vella,1,el Raval,789,1,5,1
2009-01-01,1,Ciutat Vella,1,el Raval,703,1,5,2
2009-01-01,1,Ciutat Vella,1,el Raval,1065,1,6,1
2009-01-01,1,Ciutat Vella,1,el Raval,1029,1,6,2
2009-01-01,1,Ciutat Vella,1,el Raval,1004,1,7,1
2009-01-01,1,Ciutat Vella,1,el Raval,1031,1,7,2
2009-01-01,1,Ciutat Vella,1,el Raval,947,1,8,1
2009-01-01,1,Ciutat Vella,1,el Raval,1028,1,8,2
2009-01-01,1,Ciutat Vella,1,el Raval,875,1,9,1
2009-01-01,1,Ciutat Vella,1,el Raval,892,1,9,2
2009-01-01,1,Ciutat Vella,1,el Raval,790,1,10,1
2009-01-01,1,Ciutat Vella,1,el Raval,808,1,10,2
2009-01-01,1,Ciutat Vella,1,el Raval,702,1,11,1
2009-01-01,1,Ciutat Vella,1,el Raval,745,1,11,2
2009-01-01,1,Ciutat Vella,1,el Raval,750,1,12,1
2009-01-01,1,Ciutat Vella,1,el Raval,795,1,12,2
2009-01-01,1,Ciutat Vella,1,el Raval,626,1,13,1
2009-01-01,1,Ciutat Vella,1,el Raval,616,1,13,2
2009-01-01,1,Ciutat Vella,1,el Raval,796,1,14,1
2009-01-01,1,Ciutat Vella,1,el Raval,713,1,14,2
2009-01-01,1,Ciutat Vella,1,el Raval,882,1,15,1
2009-01-01,1,Ciutat Vella,1,el Raval,552,1,15,2
2009-01-01,1,Ciutat Vella,1,el Raval,853,1,16,1
2009-01-01,1,Ciutat Vella,1,el Raval,383,1,16,2
2009-01-01,1,Ciutat Vella,1,el Raval,528,1,17,1
2009-01-01,1,Ciutat Vella,1,el Raval,181,1,17,2
2009-01-01,1,Ciutat Vella,1,el Raval,206,1,18,1
2009-01-01,1,Ciutat Vella,1,el Raval,56,1,18,2
2009-01-01,1,Ciutat Vella,1,el Raval,43,1,19,1
2009-01-01,1,Ciutat Vella,1,el Raval,9,1,19,2
2009-01-01,1,Ciutat Vella,1,el Raval,14,1,20,1
2009-01-01,1,Ciutat Vella,1,el Raval,..,1,20,2
2009-01-01,1,Ciutat Vella,1,el Raval,60,2,0,1
2009-01-01,1,Ciutat Vella,1,el Raval,31,2,0,2
2009-01-01,1,Ciutat Vella,1,el Raval,35,2,1,1
