Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,NACIONALITAT_G,EDAT_Q,SEXE
2016-01-01,1,Ciutat Vella,1,el Raval,448,1,0,1
2016-01-01,1,Ciutat Vella,1,el Raval,431,1,0,2
2016-01-01,1,Ciutat Vella,1,el Raval,634,1,1,1
2016-01-01,1,Ciutat Vella,1,el Raval,642,1,1,2
2016-01-01,1,Ciutat Vella,1,el Raval,528,1,2,1
2016-01-01,1,Ciutat Vella,1,el Raval,590,1,2,2
2016-01-01,1,Ciutat Vella,1,el Raval,474,1,3,1
2016-01-01,1,Ciutat Vella,1,el Raval,529,1,3,2
2016-01-01,1,Ciutat Vella,1,el Raval,486,1,4,1
2016-01-01,1,Ciutat Vella,1,el Raval,513,1,4,2
2016-01-01,1,Ciutat Vella,1,el Raval,665,1,5,1
2016-01-01,1,Ciutat Vella,1,el Raval,655,1,5,2
2016-01-01,1,Ciutat Vella,1,el Raval,728,1,6,1
2016-01-01,1,Ciutat Vella,1,el Raval,793,1,6,2
2016-01-01,1,Ciutat Vella,1,el Raval,928,1,7,1
2016-01-01,1,Ciutat Vella,1,el Raval,1068,1,7,2
2016-01-01,1,Ciutat Vella,1,el Raval,974,1,8,1
2016-01-01,1,Ciutat Vella,1,el Raval,1067,1,8,2
2016-01-01,1,Ciutat Vella,1,el Raval,934,1,9,1
2016-01-01,1,Ciutat Vella,1,el Raval,1078,1,9,2
2016-01-01,1,Ciutat Vella,1,el Raval,856,1,10,1
2016-01-01,1,Ciutat Vella,1,el Raval,968,1,10,2
2016-01-01,1,Ciutat Vella,1,el Raval,800,1,11,1
2016-01-01,1,Ciutat Vella,1,el Raval,831,1,11,2
2016-01-01,1,Ciutat Vella,1,el Raval,681,1,12,1
2016-01-01,1,Ciutat Vella,1,el Raval,663,1,12,2
2016-01-01,1,Ciutat Vella,1,el Raval,659,1,13,1
2016-01-01,1,Ciutat Vella,1,el Raval,580,1,13,2
2016-01-01,1,Ciutat Vella,1,el Raval,557,1,14,1
2016-01-01,1,Ciutat Vella,1,el Raval,503,1,14,2
2016-01-01,1,Ciutat Vella,1,el Raval,559,1,15,1
2016-01-01,1,Ciutat Vella,1,el Raval,441,1,15,2
2016-01-01,1,Ciutat Vella,1,el Raval,612,1,16,1
2016-01-01,1,Ciutat Vella,1,el Raval,348,1,16,2
2016-01-01,1,Ciutat Vella,1,el Raval,478,1,17,1
2016-01-01,1,Ciutat Vella,1,el Raval,171,1,17,2
2016-01-01,1,Ciutat Vella,1,el Raval,250,1,18,1
2016-01-01,1,Ciutat Vella,1,el Raval,72,1,18,2
2016-01-01,1,Ciutat Vella,1,el Raval,58,1,19,1
2016-01-01,1,Ciutat Vella,1,el Raval,9,1,19,2
2016-01-01,1,Ciutat Vella,1,el Raval,13,1,20,1
2016-01-01,1,Ciutat Vella,1,el Raval,..,1,20,2
2016-01-01,1,Ciutat Vella,1,el Raval,52,2,0,1
2016-01-01,1,Ciutat Vella,1,el Raval,60,2,0,2
2016-01-01,1,Ciutat Vella,1,el Raval,25,2,1,1
2016-01-01,1,Ciutat Vella,1,el Raval,25,2,1,2
2016-01-01,1,Ciutat Vella,1,el Raval,24,2,2,1
2016-01-01,1,Ciutat Vella,1,el Raval,13,2,2,2
2016-01-01,1,Ciutat Vella,1,el Raval,20,2,3,1
2016-01-01,1,Ciutat Vella,1,el Raval,21,2,3,2
2016-01-01,1,Ciutat Vella,1,el Raval,253,2,4,1
2016-01-01,1,Ciutat Vella,1,el Raval,187,2,4,2
2016-01-01,1,Ciutat Vella,1,el Raval,543,2,5,1
2016-01-01,1,Ciutat Vella,1,el Raval,514,2,5,2
2016-01-01,1,Ciutat Vella,1,el Raval,503,2,6,1
2016-01-01,1,Ciutat Vella,1,el Raval,532,2,6,2
2016-01-01,1,Ciutat Vella,1,el Raval,292,2,7,1
2016-01-01,1,Ciutat Vella,1,el Raval,366,2,7,2
2016-01-01,1,Ciutat Vella,1,el Raval,152,2,8,1
2016-01-01,1,Ciutat Vella,1,el Raval,235,2,8,2
2016-01-01,1,Ciutat Vella,1,el Raval,83,2,9,1
2016-01-01,1,Ciutat Vella,1,el Raval,141,2,9,2
2016-01-01,1,Ciutat Vella,1,el Raval,56,2,10,1
2016-01-01,1,Ciutat Vella,1,el Raval,105,2,10,2
2016-01-01,1,Ciutat Vella,1,el Raval,41,2,11,1
2016-01-01,1,Ciutat Vella,1,el Raval,56,2,11,2
2016-01-01,1,Ciutat Vella,1,el Raval,29,2,12,1
2016-01-01,1,Ciutat Vella,1,el Raval,39,2,12,2
2016-01-01,1,Ciutat Vella,1,el Raval,20,2,13,1
2016-01-01,1,Ciutat Vella,1,el Raval,25,2,13,2
2016-01-01,1,Ciutat Vella,1,el Raval,8,2,14,1
2016-01-01,1,Ciutat Vella,1,el Raval,8,2,14,2
2016-01-01,1,Ciutat Vella,1,el Raval,..,2,15,1
2016-01-01,1,Ciutat Vella,1,el Raval,6,2,15,2
2016-01-01,1,Ciutat Vella,1,el Raval,..,2,16,1
2016-01-01,1,Ciutat Vella,1,el Raval,..,2,16,2
2016-01-01,1,Ciutat Vella,1,el Raval,..,2,17,1
2016-01-01,1,Ciutat Vella,1,el Raval,..,2,17,2
2016-01-01,1,Ciutat Vella,1,el Raval,..,2,18,1
2016-01-01,1,Ciutat Vella,1,el Raval,553,3,0,1
2016-01-01,1,Ciutat Vella,1,el Raval,607,3,0,2
2016-01-01,1,Ciutat Vella,1,el Raval,332,3,1,1
2016-01-01,1,Ciutat Vella,1,el Raval,422,3,1,2
2016-01-01,1,Ciutat Vella,1,el Raval,254,3,2,1
2016-01-01,1,Ciutat Vella,1,el Raval,333,3,2,2
2016-01-01,1,Ciutat Vella,1,el Raval,295,3,3,1
2016-01-01,1,Ciutat Vella,1,el Raval,496,3,3,2
2016-01-01,1,Ciutat Vella,1,el Raval,604,3,4,1
2016-01-01,1,Ciutat Vella,1,el Raval,932,3,4,2
2016-01-01,1,Ciutat Vella,1,el Raval,917,3,5,1
2016-01-01,1,Ciutat Vella,1,el Raval,1529,3,5,2
2016-01-01,1,Ciutat Vella,1,el Raval,975,3,6,1
2016-01-01,1,Ciutat Vella,1,el Raval,1703,3,6,2
2016-01-01,1,Ciutat Vella,1,el Raval,864,3,7,1
2016-01-01,1,Ciutat Vella,1,el Raval,1836,3,7,2
2016-01-01,1,Ciutat Vella,1,el Raval,651,3,8,1
2016-01-01,1,Ciutat Vella,1,el Raval,1403,3,8,2
2016-01-01,1,Ciutat Vella,1,el Raval,503,3,9,1
2016-01-01,1,Ciutat Vella,1,el Raval,985,3,9,2
2016-01-01,1,Ciutat Vella,1,el Raval,401,3,10,1
2016-01-01,1,Ciutat Vella,1,el Raval,560,3,10,2
2016-01-01,1,Ciutat Vella,1,el Raval,242,3,11,1
2016-01-01,1,Ciutat Vella,1,el Raval,349,3,11,2
2016-01-01,1,Ciutat Vella,1,el Raval,141,3,12,1
2016-01-01,1,Ciutat Vella,1,el Raval,198,3,12,2
2016-01-01,1,Ciutat Vella,1,el Raval,88,3,13,1
2016-01-01,1,Ciutat Vella,1,el Raval,95,3,13,2
2016-01-01,1,Ciutat Vella,1,el Raval,75,3,14,1
2016-01-01,1,Ciutat Vella,1,el Raval,33,3,14,2
2016-01-01,1,Ciutat Vella,1,el Raval,40,3,15,1
2016-01-01,1,Ciutat Vella,1,el Raval,23,3,15,2
2016-01-01,1,Ciutat Vella,1,el Raval,8,3,16,1
2016-01-01,1,Ciutat Vella,1,el Raval,9,3,16,2
2016-01-01,1,Ciutat Vella,1,el Raval,5,3,17,1
2016-01-01,1,Ciutat Vella,1,el Raval,..,3,17,2
2016-01-01,1,Ciutat Vella,1,el Raval,..,3,18,2
2016-01-01,1,Ciutat Vella,1,el Raval,..,4,2,1
2016-01-01,1,Ciutat Vella,1,el Raval,..,4,5,2
2016-01-01,1,Ciutat Vella,1,el Raval,..,4,6,1
2016-01-01,1,Ciutat Vella,1,el Raval,..,4,6,2
2016-01-01,1,Ciutat Vella,1,el Raval,..,4,7,1
2016-01-01,1,Ciutat Vella,1,el Raval,..,4,8,1
2016-01-01,1,Ciutat Vella,1,el Raval,..,4,11,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,137,1,0,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,137,1,0,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,139,1,1,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,152,1,1,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,175,1,2,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,155,1,2,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,130,1,3,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,141,1,3,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,190,1,4,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,157,1,4,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,281,1,5,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,277,1,5,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,331,1,6,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,306,1,6,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,355,1,7,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,399,1,7,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,354,1,8,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,411,1,8,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,322,1,9,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,379,1,9,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,331,1,10,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,386,1,10,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,322,1,11,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,337,1,11,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,252,1,12,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,268,1,12,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,237,1,13,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,235,1,13,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,218,1,14,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,219,1,14,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,203,1,15,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,157,1,15,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,219,1,16,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,137,1,16,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,182,1,17,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,89,1,17,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,129,1,18,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,32,1,18,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,23,1,19,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1,19,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1,20,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,20,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,26,2,0,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,32,2,0,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,21,2,1,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,25,2,1,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,22,2,2,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,17,2,2,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,16,2,3,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,13,2,3,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,215,2,4,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,154,2,4,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,447,2,5,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,363,2,5,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,333,2,6,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,328,2,6,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,185,2,7,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,256,2,7,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,94,2,8,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,173,2,8,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,63,2,9,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,119,2,9,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,45,2,10,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,65,2,10,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,32,2,11,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,50,2,11,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,20,2,12,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,34,2,12,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,2,13,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,18,2,13,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,2,14,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,8,2,14,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,15,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,15,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,16,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,16,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,64,3,0,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,79,3,0,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,40,3,1,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,30,3,1,2
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,28,3,2,1
2016-01-01,1,Ciutat Vella,2,el Barri Gòtic,43,3,2,2
