Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,NACIONALITAT_G,EDAT_Q,SEXE
2008-01-01,1,Ciutat Vella,1,el Raval,476,1,0,1
2008-01-01,1,Ciutat Vella,1,el Raval,526,1,0,2
2008-01-01,1,Ciutat Vella,1,el Raval,410,1,1,1
2008-01-01,1,Ciutat Vella,1,el Raval,427,1,1,2
2008-01-01,1,Ciutat Vella,1,el Raval,375,1,2,1
2008-01-01,1,Ciutat Vella,1,el Raval,397,1,2,2
2008-01-01,1,Ciutat Vella,1,el Raval,424,1,3,1
2008-01-01,1,Ciutat Vella,1,el Raval,414,1,3,2
2008-01-01,1,Ciutat Vella,1,el Raval,497,1,4,1
2008-01-01,1,Ciutat Vella,1,el Raval,491,1,4,2
2008-01-01,1,Ciutat Vella,1,el Raval,775,1,5,1
2008-01-01,1,Ciutat Vella,1,el Raval,742,1,5,2
2008-01-01,1,Ciutat Vella,1,el Raval,1066,1,6,1
2008-01-01,1,Ciutat Vella,1,el Raval,1083,1,6,2
2008-01-01,1,Ciutat Vella,1,el Raval,997,1,7,1
2008-01-01,1,Ciutat Vella,1,el Raval,1012,1,7,2
2008-01-01,1,Ciutat Vella,1,el Raval,893,1,8,1
2008-01-01,1,Ciutat Vella,1,el Raval,1023,1,8,2
2008-01-01,1,Ciutat Vella,1,el Raval,890,1,9,1
2008-01-01,1,Ciutat Vella,1,el Raval,858,1,9,2
2008-01-01,1,Ciutat Vella,1,el Raval,748,1,10,1
2008-01-01,1,Ciutat Vella,1,el Raval,803,1,10,2
2008-01-01,1,Ciutat Vella,1,el Raval,718,1,11,1
2008-01-01,1,Ciutat Vella,1,el Raval,777,1,11,2
2008-01-01,1,Ciutat Vella,1,el Raval,728,1,12,1
2008-01-01,1,Ciutat Vella,1,el Raval,780,1,12,2
2008-01-01,1,Ciutat Vella,1,el Raval,628,1,13,1
2008-01-01,1,Ciutat Vella,1,el Raval,652,1,13,2
2008-01-01,1,Ciutat Vella,1,el Raval,863,1,14,1
2008-01-01,1,Ciutat Vella,1,el Raval,758,1,14,2
2008-01-01,1,Ciutat Vella,1,el Raval,946,1,15,1
2008-01-01,1,Ciutat Vella,1,el Raval,553,1,15,2
2008-01-01,1,Ciutat Vella,1,el Raval,886,1,16,1
2008-01-01,1,Ciutat Vella,1,el Raval,392,1,16,2
2008-01-01,1,Ciutat Vella,1,el Raval,522,1,17,1
2008-01-01,1,Ciutat Vella,1,el Raval,175,1,17,2
2008-01-01,1,Ciutat Vella,1,el Raval,190,1,18,1
2008-01-01,1,Ciutat Vella,1,el Raval,64,1,18,2
2008-01-01,1,Ciutat Vella,1,el Raval,48,1,19,1
2008-01-01,1,Ciutat Vella,1,el Raval,5,1,19,2
2008-01-01,1,Ciutat Vella,1,el Raval,9,1,20,1
2008-01-01,1,Ciutat Vella,1,el Raval,..,1,20,2
2008-01-01,1,Ciutat Vella,1,el Raval,50,2,0,1
2008-01-01,1,Ciutat Vella,1,el Raval,31,2,0,2
2008-01-01,1,Ciutat Vella,1,el Raval,32,2,1,1
2008-01-01,1,Ciutat Vella,1,el Raval,19,2,1,2
2008-01-01,1,Ciutat Vella,1,el Raval,17,2,2,1
2008-01-01,1,Ciutat Vella,1,el Raval,15,2,2,2
2008-01-01,1,Ciutat Vella,1,el Raval,36,2,3,1
2008-01-01,1,Ciutat Vella,1,el Raval,17,2,3,2
2008-01-01,1,Ciutat Vella,1,el Raval,279,2,4,1
2008-01-01,1,Ciutat Vella,1,el Raval,199,2,4,2
2008-01-01,1,Ciutat Vella,1,el Raval,566,2,5,1
2008-01-01,1,Ciutat Vella,1,el Raval,476,2,5,2
2008-01-01,1,Ciutat Vella,1,el Raval,379,2,6,1
2008-01-01,1,Ciutat Vella,1,el Raval,437,2,6,2
2008-01-01,1,Ciutat Vella,1,el Raval,192,2,7,1
2008-01-01,1,Ciutat Vella,1,el Raval,275,2,7,2
2008-01-01,1,Ciutat Vella,1,el Raval,100,2,8,1
2008-01-01,1,Ciutat Vella,1,el Raval,167,2,8,2
2008-01-01,1,Ciutat Vella,1,el Raval,56,2,9,1
2008-01-01,1,Ciutat Vella,1,el Raval,93,2,9,2
2008-01-01,1,Ciutat Vella,1,el Raval,43,2,10,1
2008-01-01,1,Ciutat Vella,1,el Raval,70,2,10,2
2008-01-01,1,Ciutat Vella,1,el Raval,28,2,11,1
2008-01-01,1,Ciutat Vella,1,el Raval,25,2,11,2
2008-01-01,1,Ciutat Vella,1,el Raval,15,2,12,1
2008-01-01,1,Ciutat Vella,1,el Raval,21,2,12,2
2008-01-01,1,Ciutat Vella,1,el Raval,9,2,13,1
2008-01-01,1,Ciutat Vella,1,el Raval,9,2,13,2
2008-01-01,1,Ciutat Vella,1,el Raval,..,2,14,1
2008-01-01,1,Ciutat Vella,1,el Raval,5,2,14,2
2008-01-01,1,Ciutat Vella,1,el Raval,..,2,15,1
2008-01-01,1,Ciutat Vella,1,el Raval,..,2,15,2
2008-01-01,1,Ciutat Vella,1,el Raval,..,2,16,1
2008-01-01,1,Ciutat Vella,1,el Raval,..,2,16,2
2008-01-01,1,Ciutat Vella,1,el Raval,..,2,17,1
2008-01-01,1,Ciutat Vella,1,el Raval,..,2,17,2
2008-01-01,1,Ciutat Vella,1,el Raval,..,2,18,1
2008-01-01,1,Ciutat Vella,1,el Raval,475,3,0,1
2008-01-01,1,Ciutat Vella,1,el Raval,520,3,0,2
2008-01-01,1,Ciutat Vella,1,el Raval,303,3,1,1
2008-01-01,1,Ciutat Vella,1,el Raval,380,3,1,2
2008-01-01,1,Ciutat Vella,1,el Raval,283,3,2,1
2008-01-01,1,Ciutat Vella,1,el Raval,365,3,2,2
2008-01-01,1,Ciutat Vella,1,el Raval,384,3,3,1
2008-01-01,1,Ciutat Vella,1,el Raval,571,3,3,2
2008-01-01,1,Ciutat Vella,1,el Raval,590,3,4,1
2008-01-01,1,Ciutat Vella,1,el Raval,961,3,4,2
2008-01-01,1,Ciutat Vella,1,el Raval,1046,3,5,1
2008-01-01,1,Ciutat Vella,1,el Raval,2110,3,5,2
2008-01-01,1,Ciutat Vella,1,el Raval,1015,3,6,1
2008-01-01,1,Ciutat Vella,1,el Raval,2356,3,6,2
2008-01-01,1,Ciutat Vella,1,el Raval,801,3,7,1
