Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,EDAT_Q
2002-01-01,1,Ciutat Vella,1,el Raval,1,1001,38,0
2002-01-01,1,Ciutat Vella,1,el Raval,1,1001,27,1
2002-01-01,1,Ciutat Vella,1,el Raval,1,1001,32,2
2002-01-01,1,Ciutat Vella,1,el Raval,1,1001,44,3
2002-01-01,1,Ciutat Vella,1,el Raval,1,1001,76,4
2002-01-01,1,Ciutat Vella,1,el Raval,1,1001,133,5
2002-01-01,1,Ciutat Vella,1,el Raval,1,1001,116,6
2002-01-01,1,Ciutat Vella,1,el Raval,1,1001,105,7
2002-01-01,1,Ciutat Vella,1,el Raval,1,1001,76,8
2002-01-01,1,Ciutat Vella,1,el Raval,1,1001,76,9
2002-01-01,1,Ciutat Vella,1,el Raval,1,1001,94,10
2002-01-01,1,Ciutat Vella,1,el Raval,1,1001,62,11
2002-01-01,1,Ciutat Vella,1,el Raval,1,1001,77,12
2002-01-01,1,Ciutat Vella,1,el Raval,1,1001,81,13
2002-01-01,1,Ciutat Vella,1,el Raval,1,1001,69,14
2002-01-01,1,Ciutat Vella,1,el Raval,1,1001,62,15
2002-01-01,1,Ciutat Vella,1,el Raval,1,1001,36,16
2002-01-01,1,Ciutat Vella,1,el Raval,1,1001,17,17
2002-01-01,1,Ciutat Vella,1,el Raval,1,1001,8,18
2002-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,19
2002-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,20
2002-01-01,1,Ciutat Vella,1,el Raval,1,1002,62,0
2002-01-01,1,Ciutat Vella,1,el Raval,1,1002,42,1
2002-01-01,1,Ciutat Vella,1,el Raval,1,1002,54,2
2002-01-01,1,Ciutat Vella,1,el Raval,1,1002,52,3
2002-01-01,1,Ciutat Vella,1,el Raval,1,1002,119,4
2002-01-01,1,Ciutat Vella,1,el Raval,1,1002,185,5
2002-01-01,1,Ciutat Vella,1,el Raval,1,1002,168,6
2002-01-01,1,Ciutat Vella,1,el Raval,1,1002,135,7
2002-01-01,1,Ciutat Vella,1,el Raval,1,1002,106,8
2002-01-01,1,Ciutat Vella,1,el Raval,1,1002,91,9
2002-01-01,1,Ciutat Vella,1,el Raval,1,1002,66,10
2002-01-01,1,Ciutat Vella,1,el Raval,1,1002,48,11
2002-01-01,1,Ciutat Vella,1,el Raval,1,1002,55,12
2002-01-01,1,Ciutat Vella,1,el Raval,1,1002,76,13
2002-01-01,1,Ciutat Vella,1,el Raval,1,1002,82,14
2002-01-01,1,Ciutat Vella,1,el Raval,1,1002,77,15
2002-01-01,1,Ciutat Vella,1,el Raval,1,1002,56,16
2002-01-01,1,Ciutat Vella,1,el Raval,1,1002,35,17
2002-01-01,1,Ciutat Vella,1,el Raval,1,1002,22,18
2002-01-01,1,Ciutat Vella,1,el Raval,1,1002,5,19
2002-01-01,1,Ciutat Vella,1,el Raval,1,1002,..,20
2002-01-01,1,Ciutat Vella,1,el Raval,2,1003,122,0
2002-01-01,1,Ciutat Vella,1,el Raval,2,1003,79,1
2002-01-01,1,Ciutat Vella,1,el Raval,2,1003,90,2
2002-01-01,1,Ciutat Vella,1,el Raval,2,1003,103,3
2002-01-01,1,Ciutat Vella,1,el Raval,2,1003,188,4
2002-01-01,1,Ciutat Vella,1,el Raval,2,1003,273,5
2002-01-01,1,Ciutat Vella,1,el Raval,2,1003,279,6
2002-01-01,1,Ciutat Vella,1,el Raval,2,1003,242,7
2002-01-01,1,Ciutat Vella,1,el Raval,2,1003,187,8
2002-01-01,1,Ciutat Vella,1,el Raval,2,1003,158,9
2002-01-01,1,Ciutat Vella,1,el Raval,2,1003,125,10
2002-01-01,1,Ciutat Vella,1,el Raval,2,1003,150,11
2002-01-01,1,Ciutat Vella,1,el Raval,2,1003,120,12
2002-01-01,1,Ciutat Vella,1,el Raval,2,1003,178,13
2002-01-01,1,Ciutat Vella,1,el Raval,2,1003,128,14
2002-01-01,1,Ciutat Vella,1,el Raval,2,1003,118,15
2002-01-01,1,Ciutat Vella,1,el Raval,2,1003,65,16
2002-01-01,1,Ciutat Vella,1,el Raval,2,1003,37,17
2002-01-01,1,Ciutat Vella,1,el Raval,2,1003,14,18
2002-01-01,1,Ciutat Vella,1,el Raval,2,1003,..,19
2002-01-01,1,Ciutat Vella,1,el Raval,2,1004,136,0
2002-01-01,1,Ciutat Vella,1,el Raval,2,1004,107,1
2002-01-01,1,Ciutat Vella,1,el Raval,2,1004,98,2
2002-01-01,1,Ciutat Vella,1,el Raval,2,1004,110,3
2002-01-01,1,Ciutat Vella,1,el Raval,2,1004,225,4
2002-01-01,1,Ciutat Vella,1,el Raval,2,1004,281,5
2002-01-01,1,Ciutat Vella,1,el Raval,2,1004,269,6
