Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,EDAT_Q
2022-01-01,1,Ciutat Vella,1,el Raval,1,1001,71,0
2022-01-01,1,Ciutat Vella,1,el Raval,1,1001,47,1
2022-01-01,1,Ciutat Vella,1,el Raval,1,1001,42,2
2022-01-01,1,Ciutat Vella,1,el Raval,1,1001,43,3
2022-01-01,1,Ciutat Vella,1,el Raval,1,1001,70,4
2022-01-01,1,Ciutat Vella,1,el Raval,1,1001,135,5
2022-01-01,1,Ciutat Vella,1,el Raval,1,1001,168,6
2022-01-01,1,Ciutat Vella,1,el Raval,1,1001,124,7
2022-01-01,1,Ciutat Vella,1,el Raval,1,1001,126,8
2022-01-01,1,Ciutat Vella,1,el Raval,1,1001,82,9
2022-01-01,1,Ciutat Vella,1,el Raval,1,1001,84,10
2022-01-01,1,Ciutat Vella,1,el Raval,1,1001,76,11
2022-01-01,1,Ciutat Vella,1,el Raval,1,1001,48,12
2022-01-01,1,Ciutat Vella,1,el Raval,1,1001,38,13
2022-01-01,1,Ciutat Vella,1,el Raval,1,1001,44,14
2022-01-01,1,Ciutat Vella,1,el Raval,1,1001,38,15
2022-01-01,1,Ciutat Vella,1,el Raval,1,1001,39,16
2022-01-01,1,Ciutat Vella,1,el Raval,1,1001,18,17
2022-01-01,1,Ciutat Vella,1,el Raval,1,1001,6,18
2022-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,19
2022-01-01,1,Ciutat Vella,1,el Raval,1,1002,53,0
2022-01-01,1,Ciutat Vella,1,el Raval,1,1002,49,1
2022-01-01,1,Ciutat Vella,1,el Raval,1,1002,39,2
2022-01-01,1,Ciutat Vella,1,el Raval,1,1002,45,3
2022-01-01,1,Ciutat Vella,1,el Raval,1,1002,131,4
2022-01-01,1,Ciutat Vella,1,el Raval,1,1002,190,5
2022-01-01,1,Ciutat Vella,1,el Raval,1,1002,183,6
2022-01-01,1,Ciutat Vella,1,el Raval,1,1002,133,7
2022-01-01,1,Ciutat Vella,1,el Raval,1,1002,118,8
2022-01-01,1,Ciutat Vella,1,el Raval,1,1002,94,9
2022-01-01,1,Ciutat Vella,1,el Raval,1,1002,61,10
2022-01-01,1,Ciutat Vella,1,el Raval,1,1002,71,11
2022-01-01,1,Ciutat Vella,1,el Raval,1,1002,48,12
2022-01-01,1,Ciutat Vella,1,el Raval,1,1002,44,13
2022-01-01,1,Ciutat Vella,1,el Raval,1,1002,32,14
2022-01-01,1,Ciutat Vella,1,el Raval,1,1002,25,15
2022-01-01,1,Ciutat Vella,1,el Raval,1,1002,28,16
2022-01-01,1,Ciutat Vella,1,el Raval,1,1002,32,17
2022-01-01,1,Ciutat Vella,1,el Raval,1,1002,13,18
2022-01-01,1,Ciutat Vella,1,el Raval,1,1002,8,19
2022-01-01,1,Ciutat Vella,1,el Raval,1,1002,..,20
2022-01-01,1,Ciutat Vella,1,el Raval,2,1003,216,0
2022-01-01,1,Ciutat Vella,1,el Raval,2,1003,277,1
2022-01-01,1,Ciutat Vella,1,el Raval,2,1003,211,2
2022-01-01,1,Ciutat Vella,1,el Raval,2,1003,223,3
2022-01-01,1,Ciutat Vella,1,el Raval,2,1003,231,4
2022-01-01,1,Ciutat Vella,1,el Raval,2,1003,315,5
2022-01-01,1,Ciutat Vella,1,el Raval,2,1003,301,6
2022-01-01,1,Ciutat Vella,1,el Raval,2,1003,308,7
2022-01-01,1,Ciutat Vella,1,el Raval,2,1003,271,8
2022-01-01,1,Ciutat Vella,1,el Raval,2,1003,228,9
2022-01-01,1,Ciutat Vella,1,el Raval,2,1003,212,10
2022-01-01,1,Ciutat Vella,1,el Raval,2,1003,157,11
2022-01-01,1,Ciutat Vella,1,el Raval,2,1003,140,12
2022-01-01,1,Ciutat Vella,1,el Raval,2,1003,120,13
2022-01-01,1,Ciutat Vella,1,el Raval,2,1003,70,14
2022-01-01,1,Ciutat Vella,1,el Raval,2,1003,77,15
