Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,EDAT_Q
2005-01-01,1,Ciutat Vella,1,el Raval,1,1001,51,0
2005-01-01,1,Ciutat Vella,1,el Raval,1,1001,26,1
2005-01-01,1,Ciutat Vella,1,el Raval,1,1001,34,2
2005-01-01,1,Ciutat Vella,1,el Raval,1,1001,41,3
2005-01-01,1,Ciutat Vella,1,el Raval,1,1001,76,4
2005-01-01,1,Ciutat Vella,1,el Raval,1,1001,137,5
2005-01-01,1,Ciutat Vella,1,el Raval,1,1001,157,6
2005-01-01,1,Ciutat Vella,1,el Raval,1,1001,136,7
2005-01-01,1,Ciutat Vella,1,el Raval,1,1001,109,8
2005-01-01,1,Ciutat Vella,1,el Raval,1,1001,72,9
2005-01-01,1,Ciutat Vella,1,el Raval,1,1001,90,10
2005-01-01,1,Ciutat Vella,1,el Raval,1,1001,83,11
2005-01-01,1,Ciutat Vella,1,el Raval,1,1001,71,12
2005-01-01,1,Ciutat Vella,1,el Raval,1,1001,61,13
2005-01-01,1,Ciutat Vella,1,el Raval,1,1001,79,14
2005-01-01,1,Ciutat Vella,1,el Raval,1,1001,57,15
2005-01-01,1,Ciutat Vella,1,el Raval,1,1001,37,16
2005-01-01,1,Ciutat Vella,1,el Raval,1,1001,18,17
2005-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,18
2005-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,19
2005-01-01,1,Ciutat Vella,1,el Raval,1,1002,62,0
2005-01-01,1,Ciutat Vella,1,el Raval,1,1002,42,1
2005-01-01,1,Ciutat Vella,1,el Raval,1,1002,52,2
2005-01-01,1,Ciutat Vella,1,el Raval,1,1002,50,3
2005-01-01,1,Ciutat Vella,1,el Raval,1,1002,109,4
2005-01-01,1,Ciutat Vella,1,el Raval,1,1002,224,5
2005-01-01,1,Ciutat Vella,1,el Raval,1,1002,221,6
2005-01-01,1,Ciutat Vella,1,el Raval,1,1002,174,7
2005-01-01,1,Ciutat Vella,1,el Raval,1,1002,106,8
2005-01-01,1,Ciutat Vella,1,el Raval,1,1002,92,9
2005-01-01,1,Ciutat Vella,1,el Raval,1,1002,80,10
2005-01-01,1,Ciutat Vella,1,el Raval,1,1002,47,11
2005-01-01,1,Ciutat Vella,1,el Raval,1,1002,45,12
2005-01-01,1,Ciutat Vella,1,el Raval,1,1002,55,13
2005-01-01,1,Ciutat Vella,1,el Raval,1,1002,81,14
2005-01-01,1,Ciutat Vella,1,el Raval,1,1002,95,15
2005-01-01,1,Ciutat Vella,1,el Raval,1,1002,70,16
2005-01-01,1,Ciutat Vella,1,el Raval,1,1002,27,17
2005-01-01,1,Ciutat Vella,1,el Raval,1,1002,23,18
2005-01-01,1,Ciutat Vella,1,el Raval,1,1002,8,19
2005-01-01,1,Ciutat Vella,1,el Raval,2,1003,145,0
2005-01-01,1,Ciutat Vella,1,el Raval,2,1003,121,1
2005-01-01,1,Ciutat Vella,1,el Raval,2,1003,99,2
2005-01-01,1,Ciutat Vella,1,el Raval,2,1003,119,3
2005-01-01,1,Ciutat Vella,1,el Raval,2,1003,228,4
2005-01-01,1,Ciutat Vella,1,el Raval,2,1003,376,5
