Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,NACIONALITAT_G,EDAT_Q,SEXE
2012-01-01,1,Ciutat Vella,1,el Raval,505,1,0,1
2012-01-01,1,Ciutat Vella,1,el Raval,501,1,0,2
2012-01-01,1,Ciutat Vella,1,el Raval,547,1,1,1
2012-01-01,1,Ciutat Vella,1,el Raval,564,1,1,2
2012-01-01,1,Ciutat Vella,1,el Raval,467,1,2,1
2012-01-01,1,Ciutat Vella,1,el Raval,476,1,2,2
2012-01-01,1,Ciutat Vella,1,el Raval,452,1,3,1
2012-01-01,1,Ciutat Vella,1,el Raval,464,1,3,2
2012-01-01,1,Ciutat Vella,1,el Raval,499,1,4,1
2012-01-01,1,Ciutat Vella,1,el Raval,517,1,4,2
2012-01-01,1,Ciutat Vella,1,el Raval,718,1,5,1
2012-01-01,1,Ciutat Vella,1,el Raval,709,1,5,2
2012-01-01,1,Ciutat Vella,1,el Raval,962,1,6,1
2012-01-01,1,Ciutat Vella,1,el Raval,946,1,6,2
2012-01-01,1,Ciutat Vella,1,el Raval,1015,1,7,1
2012-01-01,1,Ciutat Vella,1,el Raval,1073,1,7,2
2012-01-01,1,Ciutat Vella,1,el Raval,954,1,8,1
2012-01-01,1,Ciutat Vella,1,el Raval,1025,1,8,2
2012-01-01,1,Ciutat Vella,1,el Raval,891,1,9,1
2012-01-01,1,Ciutat Vella,1,el Raval,973,1,9,2
2012-01-01,1,Ciutat Vella,1,el Raval,866,1,10,1
2012-01-01,1,Ciutat Vella,1,el Raval,860,1,10,2
2012-01-01,1,Ciutat Vella,1,el Raval,723,1,11,1
2012-01-01,1,Ciutat Vella,1,el Raval,728,1,11,2
2012-01-01,1,Ciutat Vella,1,el Raval,730,1,12,1
2012-01-01,1,Ciutat Vella,1,el Raval,689,1,12,2
2012-01-01,1,Ciutat Vella,1,el Raval,629,1,13,1
2012-01-01,1,Ciutat Vella,1,el Raval,671,1,13,2
2012-01-01,1,Ciutat Vella,1,el Raval,627,1,14,1
2012-01-01,1,Ciutat Vella,1,el Raval,552,1,14,2
2012-01-01,1,Ciutat Vella,1,el Raval,778,1,15,1
2012-01-01,1,Ciutat Vella,1,el Raval,578,1,15,2
2012-01-01,1,Ciutat Vella,1,el Raval,726,1,16,1
2012-01-01,1,Ciutat Vella,1,el Raval,341,1,16,2
2012-01-01,1,Ciutat Vella,1,el Raval,521,1,17,1
2012-01-01,1,Ciutat Vella,1,el Raval,198,1,17,2
2012-01-01,1,Ciutat Vella,1,el Raval,227,1,18,1
2012-01-01,1,Ciutat Vella,1,el Raval,56,1,18,2
2012-01-01,1,Ciutat Vella,1,el Raval,41,1,19,1
2012-01-01,1,Ciutat Vella,1,el Raval,10,1,19,2
2012-01-01,1,Ciutat Vella,1,el Raval,8,1,20,1
2012-01-01,1,Ciutat Vella,1,el Raval,..,1,20,2
2012-01-01,1,Ciutat Vella,1,el Raval,45,2,0,1
2012-01-01,1,Ciutat Vella,1,el Raval,45,2,0,2
2012-01-01,1,Ciutat Vella,1,el Raval,38,2,1,1
2012-01-01,1,Ciutat Vella,1,el Raval,21,2,1,2
2012-01-01,1,Ciutat Vella,1,el Raval,17,2,2,1
2012-01-01,1,Ciutat Vella,1,el Raval,19,2,2,2
2012-01-01,1,Ciutat Vella,1,el Raval,30,2,3,1
2012-01-01,1,Ciutat Vella,1,el Raval,14,2,3,2
2012-01-01,1,Ciutat Vella,1,el Raval,278,2,4,1
2012-01-01,1,Ciutat Vella,1,el Raval,171,2,4,2
2012-01-01,1,Ciutat Vella,1,el Raval,580,2,5,1
2012-01-01,1,Ciutat Vella,1,el Raval,454,2,5,2
2012-01-01,1,Ciutat Vella,1,el Raval,476,2,6,1
2012-01-01,1,Ciutat Vella,1,el Raval,461,2,6,2
2012-01-01,1,Ciutat Vella,1,el Raval,214,2,7,1
2012-01-01,1,Ciutat Vella,1,el Raval,320,2,7,2
2012-01-01,1,Ciutat Vella,1,el Raval,112,2,8,1
2012-01-01,1,Ciutat Vella,1,el Raval,178,2,8,2
2012-01-01,1,Ciutat Vella,1,el Raval,72,2,9,1
2012-01-01,1,Ciutat Vella,1,el Raval,116,2,9,2
2012-01-01,1,Ciutat Vella,1,el Raval,49,2,10,1
2012-01-01,1,Ciutat Vella,1,el Raval,72,2,10,2
2012-01-01,1,Ciutat Vella,1,el Raval,33,2,11,1
2012-01-01,1,Ciutat Vella,1,el Raval,56,2,11,2
2012-01-01,1,Ciutat Vella,1,el Raval,23,2,12,1
2012-01-01,1,Ciutat Vella,1,el Raval,22,2,12,2
2012-01-01,1,Ciutat Vella,1,el Raval,10,2,13,1
2012-01-01,1,Ciutat Vella,1,el Raval,15,2,13,2
2012-01-01,1,Ciutat Vella,1,el Raval,5,2,14,1
2012-01-01,1,Ciutat Vella,1,el Raval,7,2,14,2
2012-01-01,1,Ciutat Vella,1,el Raval,..,2,15,2
2012-01-01,1,Ciutat Vella,1,el Raval,..,2,16,1
2012-01-01,1,Ciutat Vella,1,el Raval,..,2,16,2
2012-01-01,1,Ciutat Vella,1,el Raval,..,2,17,1
2012-01-01,1,Ciutat Vella,1,el Raval,..,2,17,2
2012-01-01,1,Ciutat Vella,1,el Raval,..,2,18,1
2012-01-01,1,Ciutat Vella,1,el Raval,..,2,18,2
2012-01-01,1,Ciutat Vella,1,el Raval,537,3,0,1
2012-01-01,1,Ciutat Vella,1,el Raval,642,3,0,2
2012-01-01,1,Ciutat Vella,1,el Raval,346,3,1,1
2012-01-01,1,Ciutat Vella,1,el Raval,404,3,1,2
2012-01-01,1,Ciutat Vella,1,el Raval,339,3,2,1
2012-01-01,1,Ciutat Vella,1,el Raval,421,3,2,2
2012-01-01,1,Ciutat Vella,1,el Raval,367,3,3,1
2012-01-01,1,Ciutat Vella,1,el Raval,611,3,3,2
2012-01-01,1,Ciutat Vella,1,el Raval,666,3,4,1
2012-01-01,1,Ciutat Vella,1,el Raval,1187,3,4,2
