Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Mediana_Renda_€
2019,1,Ciutat Vella,1,el Raval,1,13650
2019,1,Ciutat Vella,1,el Raval,2,10850
2019,1,Ciutat Vella,1,el Raval,3,11550
2019,1,Ciutat Vella,1,el Raval,4,12950
2019,1,Ciutat Vella,1,el Raval,5,10850
2019,1,Ciutat Vella,1,el Raval,6,11550
2019,1,Ciutat Vella,1,el Raval,7,11550
2019,1,Ciutat Vella,1,el Raval,8,10150
2019,1,Ciutat Vella,1,el Raval,9,12250
2019,1,Ciutat Vella,1,el Raval,10,10150
2019,1,Ciutat Vella,1,el Raval,11,10150
2019,1,Ciutat Vella,1,el Raval,12,12950
2019,1,Ciutat Vella,1,el Raval,13,14350
2019,1,Ciutat Vella,1,el Raval,14,12950
2019,1,Ciutat Vella,1,el Raval,15,12950
2019,1,Ciutat Vella,1,el Raval,16,13650
2019,1,Ciutat Vella,1,el Raval,17,12950
2019,1,Ciutat Vella,1,el Raval,18,12250
2019,1,Ciutat Vella,1,el Raval,19,12250
2019,1,Ciutat Vella,1,el Raval,20,17150
2019,1,Ciutat Vella,1,el Raval,21,15750
2019,1,Ciutat Vella,2,el Barri Gòtic,22,20650
2019,1,Ciutat Vella,2,el Barri Gòtic,23,17150
2019,1,Ciutat Vella,2,el Barri Gòtic,25,15750
2019,1,Ciutat Vella,2,el Barri Gòtic,26,15750
2019,1,Ciutat Vella,2,el Barri Gòtic,27,15050
2019,1,Ciutat Vella,2,el Barri Gòtic,28,15050
2019,1,Ciutat Vella,2,el Barri Gòtic,29,12950
2019,1,Ciutat Vella,2,el Barri Gòtic,30,13650
2019,1,Ciutat Vella,2,el Barri Gòtic,31,12950
2019,1,Ciutat Vella,3,la Barceloneta,32,17150
2019,1,Ciutat Vella,3,la Barceloneta,33,15750
2019,1,Ciutat Vella,3,la Barceloneta,34,15050
2019,1,Ciutat Vella,3,la Barceloneta,35,15050
2019,1,Ciutat Vella,3,la Barceloneta,36,15750
2019,1,Ciutat Vella,3,la Barceloneta,37,17150
2019,1,Ciutat Vella,3,la Barceloneta,38,14350
2019,1,Ciutat Vella,3,la Barceloneta,39,15750
2019,1,Ciutat Vella,3,la Barceloneta,40,15750
2019,1,Ciutat Vella,3,la Barceloneta,41,13650
2019,1,Ciutat Vella,3,la Barceloneta,42,16450
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",43,20650
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",44,17150
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,15750
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",46,15750
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",47,14350
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",48,11550
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",49,15750
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",50,15750
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",51,13650
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,21350
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",53,13650
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",54,15750
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",55,19950
2019,2,L'Eixample,5,el Fort Pienc,1,22050
2019,2,L'Eixample,5,el Fort Pienc,2,23450
2019,2,L'Eixample,5,el Fort Pienc,3,25550
2019,2,L'Eixample,5,el Fort Pienc,4,19950
2019,2,L'Eixample,5,el Fort Pienc,5,25550
2019,2,L'Eixample,5,el Fort Pienc,6,25550
2019,2,L'Eixample,5,el Fort Pienc,7,25550
2019,2,L'Eixample,5,el Fort Pienc,8,24150
2019,2,L'Eixample,5,el Fort Pienc,9,22750
2019,2,L'Eixample,5,el Fort Pienc,10,22750
2019,2,L'Eixample,5,el Fort Pienc,11,23450
2019,2,L'Eixample,5,el Fort Pienc,12,19250
2019,2,L'Eixample,5,el Fort Pienc,13,18550
2019,2,L'Eixample,5,el Fort Pienc,14,18550
2019,2,L'Eixample,5,el Fort Pienc,15,19250
2019,2,L'Eixample,5,el Fort Pienc,16,23450
2019,2,L'Eixample,5,el Fort Pienc,17,24150
2019,2,L'Eixample,5,el Fort Pienc,18,26250
2019,2,L'Eixample,5,el Fort Pienc,19,22750
2019,2,L'Eixample,5,el Fort Pienc,20,19950
2019,2,L'Eixample,6,la Sagrada Família,21,20650
2019,2,L'Eixample,6,la Sagrada Família,22,20650
2019,2,L'Eixample,6,la Sagrada Família,23,23450
2019,2,L'Eixample,6,la Sagrada Família,24,20650
2019,2,L'Eixample,6,la Sagrada Família,25,19950
2019,2,L'Eixample,6,la Sagrada Família,26,20650
2019,2,L'Eixample,6,la Sagrada Família,27,22750
2019,2,L'Eixample,6,la Sagrada Família,28,22050
2019,2,L'Eixample,6,la Sagrada Família,29,21350
2019,2,L'Eixample,6,la Sagrada Família,30,18550
2019,2,L'Eixample,6,la Sagrada Família,31,25550
2019,2,L'Eixample,6,la Sagrada Família,32,23450
2019,2,L'Eixample,6,la Sagrada Família,33,22750
2019,2,L'Eixample,6,la Sagrada Família,34,18550
2019,2,L'Eixample,6,la Sagrada Família,35,22750
2019,2,L'Eixample,6,la Sagrada Família,36,25550
2019,2,L'Eixample,6,la Sagrada Família,37,25550
2019,2,L'Eixample,6,la Sagrada Família,38,24850
2019,2,L'Eixample,6,la Sagrada Família,39,21350
2019,2,L'Eixample,6,la Sagrada Família,40,19950
2019,2,L'Eixample,6,la Sagrada Família,41,22050
2019,2,L'Eixample,6,la Sagrada Família,42,26950
2019,2,L'Eixample,6,la Sagrada Família,43,24150
2019,2,L'Eixample,6,la Sagrada Família,44,19950
2019,2,L'Eixample,6,la Sagrada Família,45,22750
2019,2,L'Eixample,6,la Sagrada Família,46,20650
2019,2,L'Eixample,6,la Sagrada Família,47,20650
2019,2,L'Eixample,6,la Sagrada Família,48,19950
2019,2,L'Eixample,6,la Sagrada Família,49,17850
2019,2,L'Eixample,6,la Sagrada Família,50,19950
2019,2,L'Eixample,6,la Sagrada Família,51,18550
2019,2,L'Eixample,6,la Sagrada Família,52,22050
2019,2,L'Eixample,6,la Sagrada Família,53,22750
2019,2,L'Eixample,6,la Sagrada Família,54,24150
2019,2,L'Eixample,7,la Dreta de l'Eixample,55,24150
2019,2,L'Eixample,7,la Dreta de l'Eixample,56,24850
2019,2,L'Eixample,7,la Dreta de l'Eixample,57,29750
2019,2,L'Eixample,7,la Dreta de l'Eixample,58,28700
2019,2,L'Eixample,7,la Dreta de l'Eixample,59,26250
2019,2,L'Eixample,7,la Dreta de l'Eixample,60,24850
2019,2,L'Eixample,7,la Dreta de l'Eixample,61,22750
2019,2,L'Eixample,7,la Dreta de l'Eixample,62,26250
2019,2,L'Eixample,7,la Dreta de l'Eixample,63,31850
2019,2,L'Eixample,7,la Dreta de l'Eixample,64,31150
2019,2,L'Eixample,7,la Dreta de l'Eixample,65,24850
2019,2,L'Eixample,7,la Dreta de l'Eixample,66,25550
2019,2,L'Eixample,7,la Dreta de l'Eixample,67,21350
2019,2,L'Eixample,7,la Dreta de l'Eixample,68,23450
2019,2,L'Eixample,7,la Dreta de l'Eixample,69,26950
2019,2,L'Eixample,7,la Dreta de l'Eixample,70,26950
2019,2,L'Eixample,7,la Dreta de l'Eixample,71,29050
2019,2,L'Eixample,7,la Dreta de l'Eixample,72,31850
2019,2,L'Eixample,7,la Dreta de l'Eixample,73,29750
2019,2,L'Eixample,7,la Dreta de l'Eixample,74,24850
2019,2,L'Eixample,7,la Dreta de l'Eixample,75,26950
2019,2,L'Eixample,7,la Dreta de l'Eixample,76,29050
2019,2,L'Eixample,7,la Dreta de l'Eixample,77,26250
2019,2,L'Eixample,7,la Dreta de l'Eixample,78,28350
2019,2,L'Eixample,7,la Dreta de l'Eixample,79,29050
2019,2,L'Eixample,7,la Dreta de l'Eixample,80,29050
2019,2,L'Eixample,7,la Dreta de l'Eixample,81,29750
2019,2,L'Eixample,7,la Dreta de l'Eixample,82,29750
2019,2,L'Eixample,7,la Dreta de l'Eixample,83,31150
2019,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,84,25550
2019,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,85,26950
2019,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,86,28350
2019,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,87,26250
2019,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,88,26250
2019,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,89,26250
2019,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,90,23450
2019,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,91,22750
2019,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,92,22750
2019,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,93,25200
2019,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,94,26250
2019,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,95,22750
2019,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,96,20650
2019,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,97,22750
2019,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,98,22750
2019,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,99,26600
2019,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,100,26950
2019,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,101,22050
2019,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,102,29050
2019,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,103,22050
2019,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,104,26950
2019,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,105,22050
2019,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,106,27650
2019,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,107,27650
2019,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,108,29050
2019,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,109,30450
2019,2,L'Eixample,9,la Nova Esquerra de l'Eixample,110,23450
2019,2,L'Eixample,9,la Nova Esquerra de l'Eixample,111,23450
2019,2,L'Eixample,9,la Nova Esquerra de l'Eixample,112,30450
2019,2,L'Eixample,9,la Nova Esquerra de l'Eixample,113,29050
2019,2,L'Eixample,9,la Nova Esquerra de l'Eixample,114,23450
2019,2,L'Eixample,9,la Nova Esquerra de l'Eixample,115,20650
2019,2,L'Eixample,9,la Nova Esquerra de l'Eixample,116,30450
2019,2,L'Eixample,9,la Nova Esquerra de l'Eixample,117,25550
2019,2,L'Eixample,9,la Nova Esquerra de l'Eixample,118,26950
2019,2,L'Eixample,9,la Nova Esquerra de l'Eixample,119,27650
2019,2,L'Eixample,9,la Nova Esquerra de l'Eixample,120,24150
2019,2,L'Eixample,9,la Nova Esquerra de l'Eixample,121,24500
2019,2,L'Eixample,9,la Nova Esquerra de l'Eixample,122,27650
2019,2,L'Eixample,9,la Nova Esquerra de l'Eixample,123,23450
2019,2,L'Eixample,9,la Nova Esquerra de l'Eixample,124,26950
2019,2,L'Eixample,9,la Nova Esquerra de l'Eixample,125,24850
2019,2,L'Eixample,9,la Nova Esquerra de l'Eixample,126,27650
2019,2,L'Eixample,9,la Nova Esquerra de l'Eixample,127,23450
2019,2,L'Eixample,9,la Nova Esquerra de l'Eixample,128,20650
2019,2,L'Eixample,9,la Nova Esquerra de l'Eixample,129,24850
2019,2,L'Eixample,9,la Nova Esquerra de l'Eixample,130,33950
2019,2,L'Eixample,9,la Nova Esquerra de l'Eixample,131,22050
2019,2,L'Eixample,9,la Nova Esquerra de l'Eixample,132,23450
2019,2,L'Eixample,9,la Nova Esquerra de l'Eixample,133,26250
2019,2,L'Eixample,9,la Nova Esquerra de l'Eixample,134,22750
2019,2,L'Eixample,9,la Nova Esquerra de l'Eixample,135,21350
2019,2,L'Eixample,9,la Nova Esquerra de l'Eixample,136,25550
2019,2,L'Eixample,9,la Nova Esquerra de l'Eixample,137,19950
2019,2,L'Eixample,9,la Nova Esquerra de l'Eixample,138,24850
2019,2,L'Eixample,9,la Nova Esquerra de l'Eixample,139,21350
2019,2,L'Eixample,9,la Nova Esquerra de l'Eixample,140,24150
2019,2,L'Eixample,9,la Nova Esquerra de l'Eixample,141,22050
2019,2,L'Eixample,9,la Nova Esquerra de l'Eixample,142,19250
2019,2,L'Eixample,9,la Nova Esquerra de l'Eixample,143,24150
2019,2,L'Eixample,9,la Nova Esquerra de l'Eixample,144,24150
2019,2,L'Eixample,9,la Nova Esquerra de l'Eixample,145,21350
