Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Mediana_Renda_€
2018,1,Ciutat Vella,1,el Raval,1,12250
2018,1,Ciutat Vella,1,el Raval,2,9450
2018,1,Ciutat Vella,1,el Raval,3,10850
2018,1,Ciutat Vella,1,el Raval,4,12950
2018,1,Ciutat Vella,1,el Raval,5,10150
2018,1,Ciutat Vella,1,el Raval,6,10850
2018,1,Ciutat Vella,1,el Raval,7,10150
2018,1,Ciutat Vella,1,el Raval,8,9450
2018,1,Ciutat Vella,1,el Raval,9,10150
2018,1,Ciutat Vella,1,el Raval,10,10150
2018,1,Ciutat Vella,1,el Raval,11,9450
2018,1,Ciutat Vella,1,el Raval,12,12250
2018,1,Ciutat Vella,1,el Raval,13,14350
2018,1,Ciutat Vella,1,el Raval,14,12250
2018,1,Ciutat Vella,1,el Raval,15,11550
2018,1,Ciutat Vella,1,el Raval,16,12950
2018,1,Ciutat Vella,1,el Raval,17,12250
2018,1,Ciutat Vella,1,el Raval,18,12250
2018,1,Ciutat Vella,1,el Raval,19,10850
2018,1,Ciutat Vella,1,el Raval,20,15750
2018,1,Ciutat Vella,1,el Raval,21,15050
2018,1,Ciutat Vella,2,el Barri Gòtic,22,19250
2018,1,Ciutat Vella,2,el Barri Gòtic,23,15750
2018,1,Ciutat Vella,2,el Barri Gòtic,25,15050
2018,1,Ciutat Vella,2,el Barri Gòtic,26,15050
2018,1,Ciutat Vella,2,el Barri Gòtic,27,13650
2018,1,Ciutat Vella,2,el Barri Gòtic,28,14350
2018,1,Ciutat Vella,2,el Barri Gòtic,29,12250
2018,1,Ciutat Vella,2,el Barri Gòtic,30,12950
2018,1,Ciutat Vella,2,el Barri Gòtic,31,12950
2018,1,Ciutat Vella,3,la Barceloneta,32,16450
2018,1,Ciutat Vella,3,la Barceloneta,33,14350
2018,1,Ciutat Vella,3,la Barceloneta,34,14350
2018,1,Ciutat Vella,3,la Barceloneta,35,14350
2018,1,Ciutat Vella,3,la Barceloneta,36,15050
2018,1,Ciutat Vella,3,la Barceloneta,37,15750
2018,1,Ciutat Vella,3,la Barceloneta,38,14350
2018,1,Ciutat Vella,3,la Barceloneta,39,16450
2018,1,Ciutat Vella,3,la Barceloneta,40,15050
2018,1,Ciutat Vella,3,la Barceloneta,41,12950
2018,1,Ciutat Vella,3,la Barceloneta,42,15750
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",43,20650
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",44,16450
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,15050
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",46,14350
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",47,13650
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",48,12250
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",49,14350
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",50,14350
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",51,12950
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,19250
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",53,13650
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",54,14350
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",55,18550
2018,2,L'Eixample,5,el Fort Pienc,1,20650
2018,2,L'Eixample,5,el Fort Pienc,2,22750
2018,2,L'Eixample,5,el Fort Pienc,3,24150
2018,2,L'Eixample,5,el Fort Pienc,4,18550
2018,2,L'Eixample,5,el Fort Pienc,5,25550
2018,2,L'Eixample,5,el Fort Pienc,6,23450
2018,2,L'Eixample,5,el Fort Pienc,7,26250
2018,2,L'Eixample,5,el Fort Pienc,8,22750
2018,2,L'Eixample,5,el Fort Pienc,9,23450
2018,2,L'Eixample,5,el Fort Pienc,10,22050
2018,2,L'Eixample,5,el Fort Pienc,11,23450
2018,2,L'Eixample,5,el Fort Pienc,12,18550
2018,2,L'Eixample,5,el Fort Pienc,13,17850
2018,2,L'Eixample,5,el Fort Pienc,14,17850
2018,2,L'Eixample,5,el Fort Pienc,15,18550
2018,2,L'Eixample,5,el Fort Pienc,16,23450
2018,2,L'Eixample,5,el Fort Pienc,17,24150
2018,2,L'Eixample,5,el Fort Pienc,18,25550
2018,2,L'Eixample,5,el Fort Pienc,19,22050
2018,2,L'Eixample,5,el Fort Pienc,20,19950
2018,2,L'Eixample,6,la Sagrada Família,21,19950
2018,2,L'Eixample,6,la Sagrada Família,22,19950
2018,2,L'Eixample,6,la Sagrada Família,23,22750
