Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Mediana_Renda_€
2023,1,Ciutat Vella,1,el Raval,1,16450
2023,1,Ciutat Vella,1,el Raval,2,13650
2023,1,Ciutat Vella,1,el Raval,3,12950
2023,1,Ciutat Vella,1,el Raval,4,15050
2023,1,Ciutat Vella,1,el Raval,5,12950
2023,1,Ciutat Vella,1,el Raval,6,15050
2023,1,Ciutat Vella,1,el Raval,7,12950
2023,1,Ciutat Vella,1,el Raval,8,10850
2023,1,Ciutat Vella,1,el Raval,9,12950
2023,1,Ciutat Vella,1,el Raval,10,12250
2023,1,Ciutat Vella,1,el Raval,11,12950
2023,1,Ciutat Vella,1,el Raval,12,15750
2023,1,Ciutat Vella,1,el Raval,13,15750
2023,1,Ciutat Vella,1,el Raval,14,15400
2023,1,Ciutat Vella,1,el Raval,15,15050
2023,1,Ciutat Vella,1,el Raval,16,16450
2023,1,Ciutat Vella,1,el Raval,17,14350
2023,1,Ciutat Vella,1,el Raval,18,15750
2023,1,Ciutat Vella,1,el Raval,19,13650
2023,1,Ciutat Vella,1,el Raval,20,19950
2023,1,Ciutat Vella,1,el Raval,21,18550
2023,1,Ciutat Vella,2,el Barri Gòtic,22,21350
2023,1,Ciutat Vella,2,el Barri Gòtic,23,20650
2023,1,Ciutat Vella,2,el Barri Gòtic,25,17850
2023,1,Ciutat Vella,2,el Barri Gòtic,26,18550
2023,1,Ciutat Vella,2,el Barri Gòtic,27,17150
2023,1,Ciutat Vella,2,el Barri Gòtic,28,17150
2023,1,Ciutat Vella,2,el Barri Gòtic,29,14350
2023,1,Ciutat Vella,2,el Barri Gòtic,30,16450
2023,1,Ciutat Vella,2,el Barri Gòtic,31,14350
2023,1,Ciutat Vella,3,la Barceloneta,32,19250
2023,1,Ciutat Vella,3,la Barceloneta,33,17150
2023,1,Ciutat Vella,3,la Barceloneta,34,16450
2023,1,Ciutat Vella,3,la Barceloneta,35,17150
2023,1,Ciutat Vella,3,la Barceloneta,36,18550
2023,1,Ciutat Vella,3,la Barceloneta,37,19950
2023,1,Ciutat Vella,3,la Barceloneta,38,17150
2023,1,Ciutat Vella,3,la Barceloneta,39,19950
2023,1,Ciutat Vella,3,la Barceloneta,40,18550
2023,1,Ciutat Vella,3,la Barceloneta,41,17850
2023,1,Ciutat Vella,3,la Barceloneta,42,19250
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",43,24850
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",44,20650
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,18550
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",46,18550
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",47,17150
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",48,14350
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",49,18550
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",50,17150
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",51,16450
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,23450
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",53,15750
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",54,19250
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",55,23450
2023,2,L'Eixample,5,el Fort Pienc,1,24500
