Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,DOM_00_18
2009-01-01,1,Ciutat Vella,1,el Raval,1,1001,417,1
2009-01-01,1,Ciutat Vella,1,el Raval,1,1001,49,2
2009-01-01,1,Ciutat Vella,1,el Raval,1,1001,29,3
2009-01-01,1,Ciutat Vella,1,el Raval,1,1001,11,4
2009-01-01,1,Ciutat Vella,1,el Raval,1,1001,5,5
2009-01-01,1,Ciutat Vella,1,el Raval,1,1002,459,1
2009-01-01,1,Ciutat Vella,1,el Raval,1,1002,62,2
2009-01-01,1,Ciutat Vella,1,el Raval,1,1002,33,3
2009-01-01,1,Ciutat Vella,1,el Raval,1,1002,12,4
2009-01-01,1,Ciutat Vella,1,el Raval,1,1002,4,5
2009-01-01,1,Ciutat Vella,1,el Raval,2,1003,802,1
2009-01-01,1,Ciutat Vella,1,el Raval,2,1003,126,2
2009-01-01,1,Ciutat Vella,1,el Raval,2,1003,73,3
2009-01-01,1,Ciutat Vella,1,el Raval,2,1003,38,4
2009-01-01,1,Ciutat Vella,1,el Raval,2,1003,30,5
2009-01-01,1,Ciutat Vella,1,el Raval,2,1004,880,1
2009-01-01,1,Ciutat Vella,1,el Raval,2,1004,144,2
2009-01-01,1,Ciutat Vella,1,el Raval,2,1004,87,3
2009-01-01,1,Ciutat Vella,1,el Raval,2,1004,17,4
2009-01-01,1,Ciutat Vella,1,el Raval,2,1004,14,5
2009-01-01,1,Ciutat Vella,1,el Raval,3,1005,787,1
2009-01-01,1,Ciutat Vella,1,el Raval,3,1005,97,2
2009-01-01,1,Ciutat Vella,1,el Raval,3,1005,43,3
2009-01-01,1,Ciutat Vella,1,el Raval,3,1005,12,4
2009-01-01,1,Ciutat Vella,1,el Raval,3,1005,12,5
2009-01-01,1,Ciutat Vella,1,el Raval,3,1006,539,1
2009-01-01,1,Ciutat Vella,1,el Raval,3,1006,55,2
2009-01-01,1,Ciutat Vella,1,el Raval,3,1006,39,3
2009-01-01,1,Ciutat Vella,1,el Raval,3,1006,14,4
2009-01-01,1,Ciutat Vella,1,el Raval,3,1006,12,5
2009-01-01,1,Ciutat Vella,1,el Raval,3,1007,567,1
2009-01-01,1,Ciutat Vella,1,el Raval,3,1007,69,2
2009-01-01,1,Ciutat Vella,1,el Raval,3,1007,29,3
2009-01-01,1,Ciutat Vella,1,el Raval,3,1007,16,4
2009-01-01,1,Ciutat Vella,1,el Raval,3,1007,13,5
2009-01-01,1,Ciutat Vella,1,el Raval,4,1008,726,1
2009-01-01,1,Ciutat Vella,1,el Raval,4,1008,106,2
2009-01-01,1,Ciutat Vella,1,el Raval,4,1008,72,3
2009-01-01,1,Ciutat Vella,1,el Raval,4,1008,38,4
2009-01-01,1,Ciutat Vella,1,el Raval,4,1008,29,5
2009-01-01,1,Ciutat Vella,1,el Raval,4,1009,674,1
2009-01-01,1,Ciutat Vella,1,el Raval,4,1009,89,2
2009-01-01,1,Ciutat Vella,1,el Raval,4,1009,49,3
2009-01-01,1,Ciutat Vella,1,el Raval,4,1009,18,4
2009-01-01,1,Ciutat Vella,1,el Raval,4,1009,14,5
2009-01-01,1,Ciutat Vella,1,el Raval,4,1010,576,1
2009-01-01,1,Ciutat Vella,1,el Raval,4,1010,95,2
2009-01-01,1,Ciutat Vella,1,el Raval,4,1010,63,3
2009-01-01,1,Ciutat Vella,1,el Raval,4,1010,18,4
2009-01-01,1,Ciutat Vella,1,el Raval,4,1010,17,5
2009-01-01,1,Ciutat Vella,1,el Raval,5,1011,883,1
2009-01-01,1,Ciutat Vella,1,el Raval,5,1011,131,2
2009-01-01,1,Ciutat Vella,1,el Raval,5,1011,81,3
2009-01-01,1,Ciutat Vella,1,el Raval,5,1011,28,4
2009-01-01,1,Ciutat Vella,1,el Raval,5,1011,26,5
2009-01-01,1,Ciutat Vella,1,el Raval,5,1012,592,1
2009-01-01,1,Ciutat Vella,1,el Raval,5,1012,89,2
2009-01-01,1,Ciutat Vella,1,el Raval,5,1012,39,3
2009-01-01,1,Ciutat Vella,1,el Raval,5,1012,16,4
2009-01-01,1,Ciutat Vella,1,el Raval,5,1012,5,5
2009-01-01,1,Ciutat Vella,1,el Raval,5,1013,395,1
2009-01-01,1,Ciutat Vella,1,el Raval,5,1013,66,2
2009-01-01,1,Ciutat Vella,1,el Raval,5,1013,22,3
2009-01-01,1,Ciutat Vella,1,el Raval,5,1013,17,4
2009-01-01,1,Ciutat Vella,1,el Raval,5,1013,4,5
2009-01-01,1,Ciutat Vella,1,el Raval,6,1014,420,1
2009-01-01,1,Ciutat Vella,1,el Raval,6,1014,87,2
2009-01-01,1,Ciutat Vella,1,el Raval,6,1014,47,3
2009-01-01,1,Ciutat Vella,1,el Raval,6,1014,17,4
2009-01-01,1,Ciutat Vella,1,el Raval,6,1014,12,5
2009-01-01,1,Ciutat Vella,1,el Raval,6,1015,637,1
2009-01-01,1,Ciutat Vella,1,el Raval,6,1015,111,2
2009-01-01,1,Ciutat Vella,1,el Raval,6,1015,51,3
2009-01-01,1,Ciutat Vella,1,el Raval,6,1015,16,4
2009-01-01,1,Ciutat Vella,1,el Raval,6,1015,16,5
2009-01-01,1,Ciutat Vella,1,el Raval,6,1016,561,1
2009-01-01,1,Ciutat Vella,1,el Raval,6,1016,122,2
2009-01-01,1,Ciutat Vella,1,el Raval,6,1016,58,3
2009-01-01,1,Ciutat Vella,1,el Raval,6,1016,25,4
2009-01-01,1,Ciutat Vella,1,el Raval,6,1016,7,5
2009-01-01,1,Ciutat Vella,1,el Raval,6,1017,661,1
2009-01-01,1,Ciutat Vella,1,el Raval,6,1017,119,2
2009-01-01,1,Ciutat Vella,1,el Raval,6,1017,61,3
2009-01-01,1,Ciutat Vella,1,el Raval,6,1017,23,4
2009-01-01,1,Ciutat Vella,1,el Raval,6,1017,9,5
2009-01-01,1,Ciutat Vella,1,el Raval,7,1018,450,1
2009-01-01,1,Ciutat Vella,1,el Raval,7,1018,46,2
2009-01-01,1,Ciutat Vella,1,el Raval,7,1018,45,3
2009-01-01,1,Ciutat Vella,1,el Raval,7,1018,11,4
2009-01-01,1,Ciutat Vella,1,el Raval,7,1018,5,5
2009-01-01,1,Ciutat Vella,1,el Raval,7,1019,913,1
2009-01-01,1,Ciutat Vella,1,el Raval,7,1019,126,2
2009-01-01,1,Ciutat Vella,1,el Raval,7,1019,46,3
2009-01-01,1,Ciutat Vella,1,el Raval,7,1019,16,4
2009-01-01,1,Ciutat Vella,1,el Raval,7,1019,12,5
2009-01-01,1,Ciutat Vella,1,el Raval,7,1020,802,1
2009-01-01,1,Ciutat Vella,1,el Raval,7,1020,68,2
2009-01-01,1,Ciutat Vella,1,el Raval,7,1020,46,3
2009-01-01,1,Ciutat Vella,1,el Raval,7,1020,8,4
2009-01-01,1,Ciutat Vella,1,el Raval,7,1020,1,5
2009-01-01,1,Ciutat Vella,1,el Raval,8,1021,793,1
2009-01-01,1,Ciutat Vella,1,el Raval,8,1021,80,2
2009-01-01,1,Ciutat Vella,1,el Raval,8,1021,43,3
2009-01-01,1,Ciutat Vella,1,el Raval,8,1021,7,4
2009-01-01,1,Ciutat Vella,1,el Raval,8,1021,3,5
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1022,495,1
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1022,47,2
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1022,23,3
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1022,6,4
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1022,1,5
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1023,799,1
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1023,87,2
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1023,42,3
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1023,3,4
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1023,4,5
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1025,539,1
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1025,55,2
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1025,20,3
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1025,4,4
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1026,556,1
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1026,61,2
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1026,38,3
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1026,8,4
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1026,3,5
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1027,601,1
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1027,71,2
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1027,31,3
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1027,8,4
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1027,1,5
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1028,725,1
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1028,78,2
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1028,32,3
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1028,5,4
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1028,3,5
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1029,505,1
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1029,53,2
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1029,32,3
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1029,2,4
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1029,3,5
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1030,831,1
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1030,111,2
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1030,58,3
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1030,15,4
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1030,7,5
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1031,588,1
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1031,79,2
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1031,19,3
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1031,7,4
2009-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1031,4,5
2009-01-01,1,Ciutat Vella,3,la Barceloneta,13,1032,805,1
2009-01-01,1,Ciutat Vella,3,la Barceloneta,13,1032,87,2
2009-01-01,1,Ciutat Vella,3,la Barceloneta,13,1032,39,3
2009-01-01,1,Ciutat Vella,3,la Barceloneta,13,1032,8,4
2009-01-01,1,Ciutat Vella,3,la Barceloneta,13,1032,1,5
2009-01-01,1,Ciutat Vella,3,la Barceloneta,13,1033,445,1
2009-01-01,1,Ciutat Vella,3,la Barceloneta,13,1033,62,2
2009-01-01,1,Ciutat Vella,3,la Barceloneta,13,1033,34,3
2009-01-01,1,Ciutat Vella,3,la Barceloneta,13,1033,8,4
2009-01-01,1,Ciutat Vella,3,la Barceloneta,13,1033,3,5
2009-01-01,1,Ciutat Vella,3,la Barceloneta,13,1034,415,1
2009-01-01,1,Ciutat Vella,3,la Barceloneta,13,1034,65,2
2009-01-01,1,Ciutat Vella,3,la Barceloneta,13,1034,25,3
2009-01-01,1,Ciutat Vella,3,la Barceloneta,13,1034,5,4
2009-01-01,1,Ciutat Vella,3,la Barceloneta,13,1034,3,5
2009-01-01,1,Ciutat Vella,3,la Barceloneta,14,1035,516,1
2009-01-01,1,Ciutat Vella,3,la Barceloneta,14,1035,73,2
2009-01-01,1,Ciutat Vella,3,la Barceloneta,14,1035,27,3
2009-01-01,1,Ciutat Vella,3,la Barceloneta,14,1035,11,4
2009-01-01,1,Ciutat Vella,3,la Barceloneta,14,1035,3,5
2009-01-01,1,Ciutat Vella,3,la Barceloneta,14,1036,401,1
2009-01-01,1,Ciutat Vella,3,la Barceloneta,14,1036,73,2
2009-01-01,1,Ciutat Vella,3,la Barceloneta,14,1036,39,3
2009-01-01,1,Ciutat Vella,3,la Barceloneta,14,1036,2,4
2009-01-01,1,Ciutat Vella,3,la Barceloneta,15,1037,410,1
2009-01-01,1,Ciutat Vella,3,la Barceloneta,15,1037,74,2
2009-01-01,1,Ciutat Vella,3,la Barceloneta,15,1037,41,3
2009-01-01,1,Ciutat Vella,3,la Barceloneta,15,1037,10,4
2009-01-01,1,Ciutat Vella,3,la Barceloneta,15,1037,3,5
2009-01-01,1,Ciutat Vella,3,la Barceloneta,15,1038,602,1
2009-01-01,1,Ciutat Vella,3,la Barceloneta,15,1038,85,2
2009-01-01,1,Ciutat Vella,3,la Barceloneta,15,1038,28,3
2009-01-01,1,Ciutat Vella,3,la Barceloneta,15,1038,9,4
2009-01-01,1,Ciutat Vella,3,la Barceloneta,15,1038,4,5
2009-01-01,1,Ciutat Vella,3,la Barceloneta,15,1039,508,1
2009-01-01,1,Ciutat Vella,3,la Barceloneta,15,1039,69,2
2009-01-01,1,Ciutat Vella,3,la Barceloneta,15,1039,36,3
2009-01-01,1,Ciutat Vella,3,la Barceloneta,15,1039,4,4
2009-01-01,1,Ciutat Vella,3,la Barceloneta,15,1039,2,5
2009-01-01,1,Ciutat Vella,3,la Barceloneta,15,1040,476,1
2009-01-01,1,Ciutat Vella,3,la Barceloneta,15,1040,37,2
2009-01-01,1,Ciutat Vella,3,la Barceloneta,15,1040,23,3
2009-01-01,1,Ciutat Vella,3,la Barceloneta,15,1040,7,4
2009-01-01,1,Ciutat Vella,3,la Barceloneta,15,1041,623,1
2009-01-01,1,Ciutat Vella,3,la Barceloneta,15,1041,81,2
