Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,DOM_00_18
2003-01-01,1,Ciutat Vella,1,el Raval,1,1001,418,1
2003-01-01,1,Ciutat Vella,1,el Raval,1,1001,55,2
2003-01-01,1,Ciutat Vella,1,el Raval,1,1001,22,3
2003-01-01,1,Ciutat Vella,1,el Raval,1,1001,4,4
2003-01-01,1,Ciutat Vella,1,el Raval,1,1001,1,5
2003-01-01,1,Ciutat Vella,1,el Raval,1,1002,452,1
2003-01-01,1,Ciutat Vella,1,el Raval,1,1002,67,2
2003-01-01,1,Ciutat Vella,1,el Raval,1,1002,28,3
2003-01-01,1,Ciutat Vella,1,el Raval,1,1002,13,4
2003-01-01,1,Ciutat Vella,1,el Raval,1,1002,5,5
2003-01-01,1,Ciutat Vella,1,el Raval,2,1003,819,1
2003-01-01,1,Ciutat Vella,1,el Raval,2,1003,120,2
2003-01-01,1,Ciutat Vella,1,el Raval,2,1003,68,3
2003-01-01,1,Ciutat Vella,1,el Raval,2,1003,23,4
2003-01-01,1,Ciutat Vella,1,el Raval,2,1003,13,5
2003-01-01,1,Ciutat Vella,1,el Raval,2,1004,833,1
2003-01-01,1,Ciutat Vella,1,el Raval,2,1004,133,2
2003-01-01,1,Ciutat Vella,1,el Raval,2,1004,80,3
2003-01-01,1,Ciutat Vella,1,el Raval,2,1004,23,4
2003-01-01,1,Ciutat Vella,1,el Raval,2,1004,15,5
2003-01-01,1,Ciutat Vella,1,el Raval,3,1005,775,1
2003-01-01,1,Ciutat Vella,1,el Raval,3,1005,103,2
2003-01-01,1,Ciutat Vella,1,el Raval,3,1005,32,3
2003-01-01,1,Ciutat Vella,1,el Raval,3,1005,9,4
2003-01-01,1,Ciutat Vella,1,el Raval,3,1005,6,5
2003-01-01,1,Ciutat Vella,1,el Raval,3,1006,571,1
2003-01-01,1,Ciutat Vella,1,el Raval,3,1006,51,2
2003-01-01,1,Ciutat Vella,1,el Raval,3,1006,35,3
2003-01-01,1,Ciutat Vella,1,el Raval,3,1006,13,4
2003-01-01,1,Ciutat Vella,1,el Raval,3,1006,5,5
2003-01-01,1,Ciutat Vella,1,el Raval,3,1007,489,1
2003-01-01,1,Ciutat Vella,1,el Raval,3,1007,87,2
2003-01-01,1,Ciutat Vella,1,el Raval,3,1007,36,3
2003-01-01,1,Ciutat Vella,1,el Raval,3,1007,9,4
2003-01-01,1,Ciutat Vella,1,el Raval,3,1007,8,5
2003-01-01,1,Ciutat Vella,1,el Raval,4,1008,700,1
2003-01-01,1,Ciutat Vella,1,el Raval,4,1008,129,2
2003-01-01,1,Ciutat Vella,1,el Raval,4,1008,51,3
2003-01-01,1,Ciutat Vella,1,el Raval,4,1008,29,4
2003-01-01,1,Ciutat Vella,1,el Raval,4,1008,14,5
2003-01-01,1,Ciutat Vella,1,el Raval,4,1009,613,1
2003-01-01,1,Ciutat Vella,1,el Raval,4,1009,99,2
2003-01-01,1,Ciutat Vella,1,el Raval,4,1009,45,3
2003-01-01,1,Ciutat Vella,1,el Raval,4,1009,7,4
2003-01-01,1,Ciutat Vella,1,el Raval,4,1009,7,5
2003-01-01,1,Ciutat Vella,1,el Raval,4,1010,599,1
2003-01-01,1,Ciutat Vella,1,el Raval,4,1010,84,2
2003-01-01,1,Ciutat Vella,1,el Raval,4,1010,51,3
2003-01-01,1,Ciutat Vella,1,el Raval,4,1010,12,4
