Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,DOM_00_18
2005-01-01,1,Ciutat Vella,1,el Raval,1,1001,420,1
2005-01-01,1,Ciutat Vella,1,el Raval,1,1001,61,2
2005-01-01,1,Ciutat Vella,1,el Raval,1,1001,24,3
2005-01-01,1,Ciutat Vella,1,el Raval,1,1001,4,4
2005-01-01,1,Ciutat Vella,1,el Raval,1,1001,2,5
2005-01-01,1,Ciutat Vella,1,el Raval,1,1002,465,1
2005-01-01,1,Ciutat Vella,1,el Raval,1,1002,69,2
2005-01-01,1,Ciutat Vella,1,el Raval,1,1002,34,3
2005-01-01,1,Ciutat Vella,1,el Raval,1,1002,6,4
2005-01-01,1,Ciutat Vella,1,el Raval,1,1002,6,5
2005-01-01,1,Ciutat Vella,1,el Raval,2,1003,819,1
2005-01-01,1,Ciutat Vella,1,el Raval,2,1003,150,2
2005-01-01,1,Ciutat Vella,1,el Raval,2,1003,57,3
2005-01-01,1,Ciutat Vella,1,el Raval,2,1003,34,4
2005-01-01,1,Ciutat Vella,1,el Raval,2,1003,16,5
2005-01-01,1,Ciutat Vella,1,el Raval,2,1004,899,1
2005-01-01,1,Ciutat Vella,1,el Raval,2,1004,138,2
2005-01-01,1,Ciutat Vella,1,el Raval,2,1004,73,3
2005-01-01,1,Ciutat Vella,1,el Raval,2,1004,19,4
2005-01-01,1,Ciutat Vella,1,el Raval,2,1004,11,5
2005-01-01,1,Ciutat Vella,1,el Raval,3,1005,794,1
2005-01-01,1,Ciutat Vella,1,el Raval,3,1005,103,2
2005-01-01,1,Ciutat Vella,1,el Raval,3,1005,34,3
2005-01-01,1,Ciutat Vella,1,el Raval,3,1005,10,4
2005-01-01,1,Ciutat Vella,1,el Raval,3,1005,3,5
2005-01-01,1,Ciutat Vella,1,el Raval,3,1006,566,1
2005-01-01,1,Ciutat Vella,1,el Raval,3,1006,62,2
2005-01-01,1,Ciutat Vella,1,el Raval,3,1006,38,3
