Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Mitjana_Renda_€
2016,1,Ciutat Vella,1,el Raval,1,14541
2016,1,Ciutat Vella,1,el Raval,2,10910
2016,1,Ciutat Vella,1,el Raval,3,11567
2016,1,Ciutat Vella,1,el Raval,4,13765
2016,1,Ciutat Vella,1,el Raval,5,11281
2016,1,Ciutat Vella,1,el Raval,6,13346
2016,1,Ciutat Vella,1,el Raval,7,12251
2016,1,Ciutat Vella,1,el Raval,8,10406
2016,1,Ciutat Vella,1,el Raval,9,12241
2016,1,Ciutat Vella,1,el Raval,10,11524
2016,1,Ciutat Vella,1,el Raval,11,10182
2016,1,Ciutat Vella,1,el Raval,12,13239
2016,1,Ciutat Vella,1,el Raval,13,14612
2016,1,Ciutat Vella,1,el Raval,14,12872
2016,1,Ciutat Vella,1,el Raval,15,13209
2016,1,Ciutat Vella,1,el Raval,16,12650
2016,1,Ciutat Vella,1,el Raval,17,11922
2016,1,Ciutat Vella,1,el Raval,18,12600
2016,1,Ciutat Vella,1,el Raval,19,12021
2016,1,Ciutat Vella,1,el Raval,20,18815
2016,1,Ciutat Vella,1,el Raval,21,16993
2016,1,Ciutat Vella,2,el Barri Gòtic,22,22134
2016,1,Ciutat Vella,2,el Barri Gòtic,23,19553
2016,1,Ciutat Vella,2,el Barri Gòtic,25,17003
2016,1,Ciutat Vella,2,el Barri Gòtic,26,16943
2016,1,Ciutat Vella,2,el Barri Gòtic,27,15776
2016,1,Ciutat Vella,2,el Barri Gòtic,28,16408
2016,1,Ciutat Vella,2,el Barri Gòtic,29,14021
2016,1,Ciutat Vella,2,el Barri Gòtic,30,14938
2016,1,Ciutat Vella,2,el Barri Gòtic,31,15090
2016,1,Ciutat Vella,3,la Barceloneta,32,17890
2016,1,Ciutat Vella,3,la Barceloneta,33,14298
2016,1,Ciutat Vella,3,la Barceloneta,34,14016
2016,1,Ciutat Vella,3,la Barceloneta,35,14637
2016,1,Ciutat Vella,3,la Barceloneta,36,16255
2016,1,Ciutat Vella,3,la Barceloneta,37,16147
2016,1,Ciutat Vella,3,la Barceloneta,38,14212
2016,1,Ciutat Vella,3,la Barceloneta,39,16569
2016,1,Ciutat Vella,3,la Barceloneta,40,16713
2016,1,Ciutat Vella,3,la Barceloneta,41,14213
2016,1,Ciutat Vella,3,la Barceloneta,42,17535
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",43,21189
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",44,20940
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,16866
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",46,17158
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",47,15341
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",48,12509
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",49,17288
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",50,17559
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",51,13695
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,22702
