Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Mitjana_Renda_€
2015,1,Ciutat Vella,1,el Raval,1,13553
2015,1,Ciutat Vella,1,el Raval,2,10916
2015,1,Ciutat Vella,1,el Raval,3,11242
2015,1,Ciutat Vella,1,el Raval,4,13507
2015,1,Ciutat Vella,1,el Raval,5,11377
2015,1,Ciutat Vella,1,el Raval,6,12689
2015,1,Ciutat Vella,1,el Raval,7,11790
2015,1,Ciutat Vella,1,el Raval,8,9805
2015,1,Ciutat Vella,1,el Raval,9,12358
2015,1,Ciutat Vella,1,el Raval,10,10697
2015,1,Ciutat Vella,1,el Raval,11,10388
2015,1,Ciutat Vella,1,el Raval,12,12924
2015,1,Ciutat Vella,1,el Raval,13,14287
2015,1,Ciutat Vella,1,el Raval,14,12659
2015,1,Ciutat Vella,1,el Raval,15,12903
2015,1,Ciutat Vella,1,el Raval,16,12745
2015,1,Ciutat Vella,1,el Raval,17,11783
2015,1,Ciutat Vella,1,el Raval,18,12475
2015,1,Ciutat Vella,1,el Raval,19,11411
2015,1,Ciutat Vella,1,el Raval,20,18680
2015,1,Ciutat Vella,1,el Raval,21,17030
2015,1,Ciutat Vella,2,el Barri Gòtic,22,21943
2015,1,Ciutat Vella,2,el Barri Gòtic,23,19193
2015,1,Ciutat Vella,2,el Barri Gòtic,25,15880
2015,1,Ciutat Vella,2,el Barri Gòtic,26,16024
2015,1,Ciutat Vella,2,el Barri Gòtic,27,15596
2015,1,Ciutat Vella,2,el Barri Gòtic,28,16384
2015,1,Ciutat Vella,2,el Barri Gòtic,29,14168
2015,1,Ciutat Vella,2,el Barri Gòtic,30,14697
2015,1,Ciutat Vella,2,el Barri Gòtic,31,14932
2015,1,Ciutat Vella,3,la Barceloneta,32,16924
2015,1,Ciutat Vella,3,la Barceloneta,33,14340
2015,1,Ciutat Vella,3,la Barceloneta,34,13597
2015,1,Ciutat Vella,3,la Barceloneta,35,14194
2015,1,Ciutat Vella,3,la Barceloneta,36,15921
2015,1,Ciutat Vella,3,la Barceloneta,37,15273
2015,1,Ciutat Vella,3,la Barceloneta,38,13989
2015,1,Ciutat Vella,3,la Barceloneta,39,16039
2015,1,Ciutat Vella,3,la Barceloneta,40,16986
2015,1,Ciutat Vella,3,la Barceloneta,41,13694
2015,1,Ciutat Vella,3,la Barceloneta,42,17115
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",43,21211
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",44,20833
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,16539
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",46,15555
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",47,14595
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",48,12430
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",49,16767
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",50,15880
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",51,13404
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,22368
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",53,14126
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",54,14570
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",55,21284
2015,2,L'Eixample,5,el Fort Pienc,1,21959
2015,2,L'Eixample,5,el Fort Pienc,2,20199
2015,2,L'Eixample,5,el Fort Pienc,3,24499
2015,2,L'Eixample,5,el Fort Pienc,4,18914
2015,2,L'Eixample,5,el Fort Pienc,5,25419
2015,2,L'Eixample,5,el Fort Pienc,6,25345
2015,2,L'Eixample,5,el Fort Pienc,7,26451
2015,2,L'Eixample,5,el Fort Pienc,8,24440
2015,2,L'Eixample,5,el Fort Pienc,9,23494
2015,2,L'Eixample,5,el Fort Pienc,10,23019
2015,2,L'Eixample,5,el Fort Pienc,11,24752
2015,2,L'Eixample,5,el Fort Pienc,12,19451
2015,2,L'Eixample,5,el Fort Pienc,13,18931
2015,2,L'Eixample,5,el Fort Pienc,14,18024
2015,2,L'Eixample,5,el Fort Pienc,15,19775
2015,2,L'Eixample,5,el Fort Pienc,16,24200
2015,2,L'Eixample,5,el Fort Pienc,17,25058
2015,2,L'Eixample,5,el Fort Pienc,18,25655
2015,2,L'Eixample,5,el Fort Pienc,19,22541
2015,2,L'Eixample,5,el Fort Pienc,20,19938
2015,2,L'Eixample,6,la Sagrada Família,21,20763
2015,2,L'Eixample,6,la Sagrada Família,22,22755
2015,2,L'Eixample,6,la Sagrada Família,23,22204
2015,2,L'Eixample,6,la Sagrada Família,24,20378
2015,2,L'Eixample,6,la Sagrada Família,25,21548
2015,2,L'Eixample,6,la Sagrada Família,26,22862
2015,2,L'Eixample,6,la Sagrada Família,27,24217
2015,2,L'Eixample,6,la Sagrada Família,28,22646
2015,2,L'Eixample,6,la Sagrada Família,29,20921
2015,2,L'Eixample,6,la Sagrada Família,30,18817
2015,2,L'Eixample,6,la Sagrada Família,31,26930
2015,2,L'Eixample,6,la Sagrada Família,32,23079
2015,2,L'Eixample,6,la Sagrada Família,33,21503
2015,2,L'Eixample,6,la Sagrada Família,34,18936
2015,2,L'Eixample,6,la Sagrada Família,35,22140
2015,2,L'Eixample,6,la Sagrada Família,36,25569
2015,2,L'Eixample,6,la Sagrada Família,37,24605
2015,2,L'Eixample,6,la Sagrada Família,38,24978
2015,2,L'Eixample,6,la Sagrada Família,39,20710
2015,2,L'Eixample,6,la Sagrada Família,40,19604
2015,2,L'Eixample,6,la Sagrada Família,41,22141
2015,2,L'Eixample,6,la Sagrada Família,42,25274
2015,2,L'Eixample,6,la Sagrada Família,43,24541
2015,2,L'Eixample,6,la Sagrada Família,44,19836
2015,2,L'Eixample,6,la Sagrada Família,45,23663
2015,2,L'Eixample,6,la Sagrada Família,46,20511
2015,2,L'Eixample,6,la Sagrada Família,47,21984
2015,2,L'Eixample,6,la Sagrada Família,48,21444
2015,2,L'Eixample,6,la Sagrada Família,49,20370
2015,2,L'Eixample,6,la Sagrada Família,50,21456
