Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Mitjana_Renda_€
2022,1,Ciutat Vella,1,el Raval,1,18356
2022,1,Ciutat Vella,1,el Raval,2,15715
2022,1,Ciutat Vella,1,el Raval,3,14795
2022,1,Ciutat Vella,1,el Raval,4,17683
2022,1,Ciutat Vella,1,el Raval,5,14765
2022,1,Ciutat Vella,1,el Raval,6,16283
2022,1,Ciutat Vella,1,el Raval,7,15312
2022,1,Ciutat Vella,1,el Raval,8,12596
2022,1,Ciutat Vella,1,el Raval,9,15410
2022,1,Ciutat Vella,1,el Raval,10,13647
2022,1,Ciutat Vella,1,el Raval,11,13344
2022,1,Ciutat Vella,1,el Raval,12,16492
2022,1,Ciutat Vella,1,el Raval,13,16989
2022,1,Ciutat Vella,1,el Raval,14,16106
2022,1,Ciutat Vella,1,el Raval,15,16795
2022,1,Ciutat Vella,1,el Raval,16,16240
2022,1,Ciutat Vella,1,el Raval,17,14493
2022,1,Ciutat Vella,1,el Raval,18,16304
2022,1,Ciutat Vella,1,el Raval,19,15903
2022,1,Ciutat Vella,1,el Raval,20,21617
2022,1,Ciutat Vella,1,el Raval,21,21343
2022,1,Ciutat Vella,2,el Barri Gòtic,22,27183
2022,1,Ciutat Vella,2,el Barri Gòtic,23,22554
2022,1,Ciutat Vella,2,el Barri Gòtic,25,20835
2022,1,Ciutat Vella,2,el Barri Gòtic,26,21025
2022,1,Ciutat Vella,2,el Barri Gòtic,27,19859
2022,1,Ciutat Vella,2,el Barri Gòtic,28,21257
2022,1,Ciutat Vella,2,el Barri Gòtic,29,17931
2022,1,Ciutat Vella,2,el Barri Gòtic,30,18349
2022,1,Ciutat Vella,2,el Barri Gòtic,31,17666
2022,1,Ciutat Vella,3,la Barceloneta,32,21040
2022,1,Ciutat Vella,3,la Barceloneta,33,18272
2022,1,Ciutat Vella,3,la Barceloneta,34,18471
2022,1,Ciutat Vella,3,la Barceloneta,35,18552
2022,1,Ciutat Vella,3,la Barceloneta,36,20801
2022,1,Ciutat Vella,3,la Barceloneta,37,20862
2022,1,Ciutat Vella,3,la Barceloneta,38,17098
2022,1,Ciutat Vella,3,la Barceloneta,39,19862
2022,1,Ciutat Vella,3,la Barceloneta,40,20903
2022,1,Ciutat Vella,3,la Barceloneta,41,17896
2022,1,Ciutat Vella,3,la Barceloneta,42,21223
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",43,28126
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",44,23334
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,21490
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",46,20037
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",47,21888
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",48,16430
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",49,21316
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",50,19476
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",51,18687
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,27984
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",53,18717
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",54,19956
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",55,27106
2022,2,L'Eixample,5,el Fort Pienc,1,25878
2022,2,L'Eixample,5,el Fort Pienc,2,27313
2022,2,L'Eixample,5,el Fort Pienc,3,30698
2022,2,L'Eixample,5,el Fort Pienc,4,24715
2022,2,L'Eixample,5,el Fort Pienc,5,29971
2022,2,L'Eixample,5,el Fort Pienc,6,31316
2022,2,L'Eixample,5,el Fort Pienc,7,33148
2022,2,L'Eixample,5,el Fort Pienc,8,30724
2022,2,L'Eixample,5,el Fort Pienc,9,29509
2022,2,L'Eixample,5,el Fort Pienc,10,27027
2022,2,L'Eixample,5,el Fort Pienc,11,28489
2022,2,L'Eixample,5,el Fort Pienc,12,23859
2022,2,L'Eixample,5,el Fort Pienc,13,23768
2022,2,L'Eixample,5,el Fort Pienc,14,22960
