Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Mitjana_Renda_€
2023,1,Ciutat Vella,1,el Raval,1,19668
2023,1,Ciutat Vella,1,el Raval,2,15686
2023,1,Ciutat Vella,1,el Raval,3,15613
2023,1,Ciutat Vella,1,el Raval,4,18514
2023,1,Ciutat Vella,1,el Raval,5,15901
2023,1,Ciutat Vella,1,el Raval,6,17526
2023,1,Ciutat Vella,1,el Raval,7,16150
2023,1,Ciutat Vella,1,el Raval,8,13034
2023,1,Ciutat Vella,1,el Raval,9,16313
2023,1,Ciutat Vella,1,el Raval,10,14814
2023,1,Ciutat Vella,1,el Raval,11,14492
2023,1,Ciutat Vella,1,el Raval,12,18217
2023,1,Ciutat Vella,1,el Raval,13,18230
2023,1,Ciutat Vella,1,el Raval,14,17788
2023,1,Ciutat Vella,1,el Raval,15,17266
2023,1,Ciutat Vella,1,el Raval,16,17732
2023,1,Ciutat Vella,1,el Raval,17,15378
2023,1,Ciutat Vella,1,el Raval,18,17020
2023,1,Ciutat Vella,1,el Raval,19,16724
2023,1,Ciutat Vella,1,el Raval,20,24058
2023,1,Ciutat Vella,1,el Raval,21,22753
2023,1,Ciutat Vella,2,el Barri Gòtic,22,29923
2023,1,Ciutat Vella,2,el Barri Gòtic,23,24702
2023,1,Ciutat Vella,2,el Barri Gòtic,25,21987
2023,1,Ciutat Vella,2,el Barri Gòtic,26,23202
2023,1,Ciutat Vella,2,el Barri Gòtic,27,22190
2023,1,Ciutat Vella,2,el Barri Gòtic,28,21521
2023,1,Ciutat Vella,2,el Barri Gòtic,29,19143
2023,1,Ciutat Vella,2,el Barri Gòtic,30,20040
2023,1,Ciutat Vella,2,el Barri Gòtic,31,18793
2023,1,Ciutat Vella,3,la Barceloneta,32,22517
2023,1,Ciutat Vella,3,la Barceloneta,33,19138
2023,1,Ciutat Vella,3,la Barceloneta,34,19816
2023,1,Ciutat Vella,3,la Barceloneta,35,19987
2023,1,Ciutat Vella,3,la Barceloneta,36,21247
2023,1,Ciutat Vella,3,la Barceloneta,37,22211
2023,1,Ciutat Vella,3,la Barceloneta,38,18353
2023,1,Ciutat Vella,3,la Barceloneta,39,22217
2023,1,Ciutat Vella,3,la Barceloneta,40,22307
2023,1,Ciutat Vella,3,la Barceloneta,41,20033
2023,1,Ciutat Vella,3,la Barceloneta,42,21957
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",43,28572
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",44,26035
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,22407
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",46,21978
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",47,21111
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",48,17443
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",49,23843
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",50,21124
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",51,19322
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,29308
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",53,19526
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",54,21708
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",55,27845
2023,2,L'Eixample,5,el Fort Pienc,1,28101
2023,2,L'Eixample,5,el Fort Pienc,2,29018
2023,2,L'Eixample,5,el Fort Pienc,3,31554
2023,2,L'Eixample,5,el Fort Pienc,4,26381
2023,2,L'Eixample,5,el Fort Pienc,5,31333
2023,2,L'Eixample,5,el Fort Pienc,6,32277
2023,2,L'Eixample,5,el Fort Pienc,7,35578
2023,2,L'Eixample,5,el Fort Pienc,8,31637
2023,2,L'Eixample,5,el Fort Pienc,9,30707
2023,2,L'Eixample,5,el Fort Pienc,10,28730
2023,2,L'Eixample,5,el Fort Pienc,11,29734
2023,2,L'Eixample,5,el Fort Pienc,12,24165
2023,2,L'Eixample,5,el Fort Pienc,13,25361
2023,2,L'Eixample,5,el Fort Pienc,14,25185
2023,2,L'Eixample,5,el Fort Pienc,15,25219
2023,2,L'Eixample,5,el Fort Pienc,16,31455
2023,2,L'Eixample,5,el Fort Pienc,17,32634
2023,2,L'Eixample,5,el Fort Pienc,18,31494
2023,2,L'Eixample,5,el Fort Pienc,19,29607
2023,2,L'Eixample,5,el Fort Pienc,20,27230
2023,2,L'Eixample,6,la Sagrada Família,21,27250
2023,2,L'Eixample,6,la Sagrada Família,22,27996
2023,2,L'Eixample,6,la Sagrada Família,23,29156
2023,2,L'Eixample,6,la Sagrada Família,24,25365
2023,2,L'Eixample,6,la Sagrada Família,25,25343
2023,2,L'Eixample,6,la Sagrada Família,26,27404
2023,2,L'Eixample,6,la Sagrada Família,27,26848
2023,2,L'Eixample,6,la Sagrada Família,28,27333
2023,2,L'Eixample,6,la Sagrada Família,29,29236
2023,2,L'Eixample,6,la Sagrada Família,30,24813
2023,2,L'Eixample,6,la Sagrada Família,31,29691
2023,2,L'Eixample,6,la Sagrada Família,32,27278
2023,2,L'Eixample,6,la Sagrada Família,33,28213
2023,2,L'Eixample,6,la Sagrada Família,34,24734
2023,2,L'Eixample,6,la Sagrada Família,35,27744
2023,2,L'Eixample,6,la Sagrada Família,36,31062
2023,2,L'Eixample,6,la Sagrada Família,37,32876
2023,2,L'Eixample,6,la Sagrada Família,38,32270
2023,2,L'Eixample,6,la Sagrada Família,39,26716
2023,2,L'Eixample,6,la Sagrada Família,40,24058
2023,2,L'Eixample,6,la Sagrada Família,41,27410
2023,2,L'Eixample,6,la Sagrada Família,42,31002
2023,2,L'Eixample,6,la Sagrada Família,43,29440
2023,2,L'Eixample,6,la Sagrada Família,44,24670
2023,2,L'Eixample,6,la Sagrada Família,45,29611
2023,2,L'Eixample,6,la Sagrada Família,46,26074
2023,2,L'Eixample,6,la Sagrada Família,47,27917
2023,2,L'Eixample,6,la Sagrada Família,48,26846
2023,2,L'Eixample,6,la Sagrada Família,49,25161
2023,2,L'Eixample,6,la Sagrada Família,50,26852
2023,2,L'Eixample,6,la Sagrada Família,51,26363
2023,2,L'Eixample,6,la Sagrada Família,52,28854
2023,2,L'Eixample,6,la Sagrada Família,53,29089
2023,2,L'Eixample,6,la Sagrada Família,54,29133
2023,2,L'Eixample,7,la Dreta de l'Eixample,55,31423
2023,2,L'Eixample,7,la Dreta de l'Eixample,56,32209
2023,2,L'Eixample,7,la Dreta de l'Eixample,57,38781
2023,2,L'Eixample,7,la Dreta de l'Eixample,58,36804
2023,2,L'Eixample,7,la Dreta de l'Eixample,59,35530
2023,2,L'Eixample,7,la Dreta de l'Eixample,60,33762
2023,2,L'Eixample,7,la Dreta de l'Eixample,61,29836
2023,2,L'Eixample,7,la Dreta de l'Eixample,62,38138
2023,2,L'Eixample,7,la Dreta de l'Eixample,63,43787
2023,2,L'Eixample,7,la Dreta de l'Eixample,64,43706
2023,2,L'Eixample,7,la Dreta de l'Eixample,65,34573
2023,2,L'Eixample,7,la Dreta de l'Eixample,66,32210
2023,2,L'Eixample,7,la Dreta de l'Eixample,67,28948
2023,2,L'Eixample,7,la Dreta de l'Eixample,68,31301
2023,2,L'Eixample,7,la Dreta de l'Eixample,69,35185
2023,2,L'Eixample,7,la Dreta de l'Eixample,70,35956
2023,2,L'Eixample,7,la Dreta de l'Eixample,71,37596
2023,2,L'Eixample,7,la Dreta de l'Eixample,72,41097
2023,2,L'Eixample,7,la Dreta de l'Eixample,73,38782
2023,2,L'Eixample,7,la Dreta de l'Eixample,74,40162
2023,2,L'Eixample,7,la Dreta de l'Eixample,75,35870
2023,2,L'Eixample,7,la Dreta de l'Eixample,76,41907
2023,2,L'Eixample,7,la Dreta de l'Eixample,77,37248
2023,2,L'Eixample,7,la Dreta de l'Eixample,78,40607
2023,2,L'Eixample,7,la Dreta de l'Eixample,79,44408
2023,2,L'Eixample,7,la Dreta de l'Eixample,80,43178
2023,2,L'Eixample,7,la Dreta de l'Eixample,81,41175
2023,2,L'Eixample,7,la Dreta de l'Eixample,82,41651
2023,2,L'Eixample,7,la Dreta de l'Eixample,83,45187
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,84,35686
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,85,36865
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,86,41399
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,87,35729
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,88,37682
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,89,36404
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,90,33393
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,91,34003
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,92,31345
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,93,33528
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,94,32593
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,95,34799
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,96,30171
