Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Mitjana_Renda_€
2019,1,Ciutat Vella,1,el Raval,1,16074
2019,1,Ciutat Vella,1,el Raval,2,13473
2019,1,Ciutat Vella,1,el Raval,3,13157
2019,1,Ciutat Vella,1,el Raval,4,15633
2019,1,Ciutat Vella,1,el Raval,5,13510
2019,1,Ciutat Vella,1,el Raval,6,15502
2019,1,Ciutat Vella,1,el Raval,7,13947
2019,1,Ciutat Vella,1,el Raval,8,11838
2019,1,Ciutat Vella,1,el Raval,9,14237
2019,1,Ciutat Vella,1,el Raval,10,12393
2019,1,Ciutat Vella,1,el Raval,11,11943
2019,1,Ciutat Vella,1,el Raval,12,14521
2019,1,Ciutat Vella,1,el Raval,13,15870
2019,1,Ciutat Vella,1,el Raval,14,14355
2019,1,Ciutat Vella,1,el Raval,15,14881
2019,1,Ciutat Vella,1,el Raval,16,14801
2019,1,Ciutat Vella,1,el Raval,17,14044
2019,1,Ciutat Vella,1,el Raval,18,14133
2019,1,Ciutat Vella,1,el Raval,19,14113
2019,1,Ciutat Vella,1,el Raval,20,21008
2019,1,Ciutat Vella,1,el Raval,21,18978
2019,1,Ciutat Vella,2,el Barri Gòtic,22,25105
2019,1,Ciutat Vella,2,el Barri Gòtic,23,20826
2019,1,Ciutat Vella,2,el Barri Gòtic,25,19042
2019,1,Ciutat Vella,2,el Barri Gòtic,26,20240
2019,1,Ciutat Vella,2,el Barri Gòtic,27,18113
2019,1,Ciutat Vella,2,el Barri Gòtic,28,18195
2019,1,Ciutat Vella,2,el Barri Gòtic,29,15927
2019,1,Ciutat Vella,2,el Barri Gòtic,30,17133
2019,1,Ciutat Vella,2,el Barri Gòtic,31,16295
2019,1,Ciutat Vella,3,la Barceloneta,32,20114
2019,1,Ciutat Vella,3,la Barceloneta,33,17117
2019,1,Ciutat Vella,3,la Barceloneta,34,16782
2019,1,Ciutat Vella,3,la Barceloneta,35,16370
2019,1,Ciutat Vella,3,la Barceloneta,36,19262
2019,1,Ciutat Vella,3,la Barceloneta,37,18371
2019,1,Ciutat Vella,3,la Barceloneta,38,16066
2019,1,Ciutat Vella,3,la Barceloneta,39,17666
2019,1,Ciutat Vella,3,la Barceloneta,40,18504
2019,1,Ciutat Vella,3,la Barceloneta,41,15788
2019,1,Ciutat Vella,3,la Barceloneta,42,18642
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",43,24704
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",44,23880
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,19167
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",46,18319
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",47,17541
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",48,14020
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",49,20660
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",50,18378
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",51,15736
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,26209
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",53,16596
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",54,18265
2019,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",55,23597
2019,2,L'Eixample,5,el Fort Pienc,1,26209
2019,2,L'Eixample,5,el Fort Pienc,2,25635
2019,2,L'Eixample,5,el Fort Pienc,3,26714
2019,2,L'Eixample,5,el Fort Pienc,4,22231
2019,2,L'Eixample,5,el Fort Pienc,5,27925
2019,2,L'Eixample,5,el Fort Pienc,6,28873
2019,2,L'Eixample,5,el Fort Pienc,7,29072
2019,2,L'Eixample,5,el Fort Pienc,8,27582
2019,2,L'Eixample,5,el Fort Pienc,9,26494
2019,2,L'Eixample,5,el Fort Pienc,10,24620
2019,2,L'Eixample,5,el Fort Pienc,11,26289
2019,2,L'Eixample,5,el Fort Pienc,12,21709
2019,2,L'Eixample,5,el Fort Pienc,13,21846
2019,2,L'Eixample,5,el Fort Pienc,14,20983
2019,2,L'Eixample,5,el Fort Pienc,15,21912
2019,2,L'Eixample,5,el Fort Pienc,16,27052
2019,2,L'Eixample,5,el Fort Pienc,17,28232
2019,2,L'Eixample,5,el Fort Pienc,18,28777
2019,2,L'Eixample,5,el Fort Pienc,19,25311
2019,2,L'Eixample,5,el Fort Pienc,20,22302
2019,2,L'Eixample,6,la Sagrada Família,21,24708
2019,2,L'Eixample,6,la Sagrada Família,22,24419
2019,2,L'Eixample,6,la Sagrada Família,23,24871
2019,2,L'Eixample,6,la Sagrada Família,24,22974
2019,2,L'Eixample,6,la Sagrada Família,25,22820
2019,2,L'Eixample,6,la Sagrada Família,26,24832
2019,2,L'Eixample,6,la Sagrada Família,27,25379
2019,2,L'Eixample,6,la Sagrada Família,28,24868
2019,2,L'Eixample,6,la Sagrada Família,29,23944
2019,2,L'Eixample,6,la Sagrada Família,30,19512
2019,2,L'Eixample,6,la Sagrada Família,31,27952
2019,2,L'Eixample,6,la Sagrada Família,32,26585
2019,2,L'Eixample,6,la Sagrada Família,33,24902
2019,2,L'Eixample,6,la Sagrada Família,34,21186
