Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Mediana_Renda_€
2022,1,Ciutat Vella,1,el Raval,1,15750
2022,1,Ciutat Vella,1,el Raval,2,13650
2022,1,Ciutat Vella,1,el Raval,3,12250
2022,1,Ciutat Vella,1,el Raval,4,14350
2022,1,Ciutat Vella,1,el Raval,5,12250
2022,1,Ciutat Vella,1,el Raval,6,12950
2022,1,Ciutat Vella,1,el Raval,7,12250
2022,1,Ciutat Vella,1,el Raval,8,10850
2022,1,Ciutat Vella,1,el Raval,9,12250
2022,1,Ciutat Vella,1,el Raval,10,11550
2022,1,Ciutat Vella,1,el Raval,11,11550
2022,1,Ciutat Vella,1,el Raval,12,14350
2022,1,Ciutat Vella,1,el Raval,13,15050
2022,1,Ciutat Vella,1,el Raval,14,14350
2022,1,Ciutat Vella,1,el Raval,15,14350
2022,1,Ciutat Vella,1,el Raval,16,15050
2022,1,Ciutat Vella,1,el Raval,17,13650
2022,1,Ciutat Vella,1,el Raval,18,14350
2022,1,Ciutat Vella,1,el Raval,19,13650
2022,1,Ciutat Vella,1,el Raval,20,17850
2022,1,Ciutat Vella,1,el Raval,21,17850
2022,1,Ciutat Vella,2,el Barri Gòtic,22,20650
2022,1,Ciutat Vella,2,el Barri Gòtic,23,19950
2022,1,Ciutat Vella,2,el Barri Gòtic,25,16450
2022,1,Ciutat Vella,2,el Barri Gòtic,26,17500
2022,1,Ciutat Vella,2,el Barri Gòtic,27,16450
2022,1,Ciutat Vella,2,el Barri Gòtic,28,17150
2022,1,Ciutat Vella,2,el Barri Gòtic,29,14350
2022,1,Ciutat Vella,2,el Barri Gòtic,30,15050
2022,1,Ciutat Vella,2,el Barri Gòtic,31,13650
2022,1,Ciutat Vella,3,la Barceloneta,32,17850
2022,1,Ciutat Vella,3,la Barceloneta,33,16450
2022,1,Ciutat Vella,3,la Barceloneta,34,16450
2022,1,Ciutat Vella,3,la Barceloneta,35,16450
2022,1,Ciutat Vella,3,la Barceloneta,36,18550
2022,1,Ciutat Vella,3,la Barceloneta,37,18550
2022,1,Ciutat Vella,3,la Barceloneta,38,15050
2022,1,Ciutat Vella,3,la Barceloneta,39,17850
2022,1,Ciutat Vella,3,la Barceloneta,40,17150
2022,1,Ciutat Vella,3,la Barceloneta,41,15750
2022,1,Ciutat Vella,3,la Barceloneta,42,18550
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",43,22750
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",44,18550
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,17850
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",46,17150
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",47,16450
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",48,13650
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",49,16450
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",50,17150
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",51,15750
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,22750
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",53,15750
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",54,17850
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",55,22050
2022,2,L'Eixample,5,el Fort Pienc,1,22750
2022,2,L'Eixample,5,el Fort Pienc,2,24150
2022,2,L'Eixample,5,el Fort Pienc,3,28350
2022,2,L'Eixample,5,el Fort Pienc,4,22050
2022,2,L'Eixample,5,el Fort Pienc,5,26950
2022,2,L'Eixample,5,el Fort Pienc,6,26950
2022,2,L'Eixample,5,el Fort Pienc,7,29050
2022,2,L'Eixample,5,el Fort Pienc,8,27650
2022,2,L'Eixample,5,el Fort Pienc,9,27650
2022,2,L'Eixample,5,el Fort Pienc,10,24150
2022,2,L'Eixample,5,el Fort Pienc,11,26250
2022,2,L'Eixample,5,el Fort Pienc,12,20650
2022,2,L'Eixample,5,el Fort Pienc,13,20650
2022,2,L'Eixample,5,el Fort Pienc,14,21350
2022,2,L'Eixample,5,el Fort Pienc,15,20650
2022,2,L'Eixample,5,el Fort Pienc,16,25550
2022,2,L'Eixample,5,el Fort Pienc,17,27650
2022,2,L'Eixample,5,el Fort Pienc,18,26950
2022,2,L'Eixample,5,el Fort Pienc,19,25550
2022,2,L'Eixample,5,el Fort Pienc,20,22750
2022,2,L'Eixample,6,la Sagrada Família,21,23450
2022,2,L'Eixample,6,la Sagrada Família,22,22750
2022,2,L'Eixample,6,la Sagrada Família,23,24850
2022,2,L'Eixample,6,la Sagrada Família,24,21350
2022,2,L'Eixample,6,la Sagrada Família,25,22750
2022,2,L'Eixample,6,la Sagrada Família,26,22750
2022,2,L'Eixample,6,la Sagrada Família,27,22750
2022,2,L'Eixample,6,la Sagrada Família,28,23450
2022,2,L'Eixample,6,la Sagrada Família,29,24150
2022,2,L'Eixample,6,la Sagrada Família,30,21350
2022,2,L'Eixample,6,la Sagrada Família,31,26950
2022,2,L'Eixample,6,la Sagrada Família,32,24150
2022,2,L'Eixample,6,la Sagrada Família,33,24150
2022,2,L'Eixample,6,la Sagrada Família,34,19950
2022,2,L'Eixample,6,la Sagrada Família,35,24150
2022,2,L'Eixample,6,la Sagrada Família,36,28350
2022,2,L'Eixample,6,la Sagrada Família,37,29750
2022,2,L'Eixample,6,la Sagrada Família,38,27650
2022,2,L'Eixample,6,la Sagrada Família,39,23450
2022,2,L'Eixample,6,la Sagrada Família,40,21350
2022,2,L'Eixample,6,la Sagrada Família,41,22750
2022,2,L'Eixample,6,la Sagrada Família,42,26950
2022,2,L'Eixample,6,la Sagrada Família,43,25550
2022,2,L'Eixample,6,la Sagrada Família,44,21350
2022,2,L'Eixample,6,la Sagrada Família,45,26250
2022,2,L'Eixample,6,la Sagrada Família,46,22750
2022,2,L'Eixample,6,la Sagrada Família,47,23450
2022,2,L'Eixample,6,la Sagrada Família,48,22050
2022,2,L'Eixample,6,la Sagrada Família,49,19250
2022,2,L'Eixample,6,la Sagrada Família,50,22050
2022,2,L'Eixample,6,la Sagrada Família,51,20650
2022,2,L'Eixample,6,la Sagrada Família,52,24150
2022,2,L'Eixample,6,la Sagrada Família,53,23450
2022,2,L'Eixample,6,la Sagrada Família,54,26250
2022,2,L'Eixample,7,la Dreta de l'Eixample,55,26950
2022,2,L'Eixample,7,la Dreta de l'Eixample,56,26950
2022,2,L'Eixample,7,la Dreta de l'Eixample,57,31150
2022,2,L'Eixample,7,la Dreta de l'Eixample,58,31850
2022,2,L'Eixample,7,la Dreta de l'Eixample,59,27650
2022,2,L'Eixample,7,la Dreta de l'Eixample,60,27650
2022,2,L'Eixample,7,la Dreta de l'Eixample,61,24150
2022,2,L'Eixample,7,la Dreta de l'Eixample,62,28350
2022,2,L'Eixample,7,la Dreta de l'Eixample,63,32200
2022,2,L'Eixample,7,la Dreta de l'Eixample,64,32550
2022,2,L'Eixample,7,la Dreta de l'Eixample,65,26250
2022,2,L'Eixample,7,la Dreta de l'Eixample,66,26950
2022,2,L'Eixample,7,la Dreta de l'Eixample,67,23450
2022,2,L'Eixample,7,la Dreta de l'Eixample,68,26250
2022,2,L'Eixample,7,la Dreta de l'Eixample,69,29050
2022,2,L'Eixample,7,la Dreta de l'Eixample,70,30450
2022,2,L'Eixample,7,la Dreta de l'Eixample,71,31850
