Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Mediana_Renda_€
2016,1,Ciutat Vella,1,el Raval,1,12250
2016,1,Ciutat Vella,1,el Raval,2,8750
2016,1,Ciutat Vella,1,el Raval,3,9450
2016,1,Ciutat Vella,1,el Raval,4,10850
2016,1,Ciutat Vella,1,el Raval,5,9450
2016,1,Ciutat Vella,1,el Raval,6,10150
2016,1,Ciutat Vella,1,el Raval,7,9450
2016,1,Ciutat Vella,1,el Raval,8,8750
2016,1,Ciutat Vella,1,el Raval,9,9450
2016,1,Ciutat Vella,1,el Raval,10,10150
2016,1,Ciutat Vella,1,el Raval,11,8750
2016,1,Ciutat Vella,1,el Raval,12,11550
2016,1,Ciutat Vella,1,el Raval,13,12950
2016,1,Ciutat Vella,1,el Raval,14,12250
2016,1,Ciutat Vella,1,el Raval,15,10850
2016,1,Ciutat Vella,1,el Raval,16,11550
2016,1,Ciutat Vella,1,el Raval,17,10850
2016,1,Ciutat Vella,1,el Raval,18,10850
2016,1,Ciutat Vella,1,el Raval,19,10150
2016,1,Ciutat Vella,1,el Raval,20,15050
2016,1,Ciutat Vella,1,el Raval,21,13650
2016,1,Ciutat Vella,2,el Barri Gòtic,22,17850
2016,1,Ciutat Vella,2,el Barri Gòtic,23,15750
2016,1,Ciutat Vella,2,el Barri Gòtic,25,13650
2016,1,Ciutat Vella,2,el Barri Gòtic,26,11550
2016,1,Ciutat Vella,2,el Barri Gòtic,27,12250
2016,1,Ciutat Vella,2,el Barri Gòtic,28,12950
2016,1,Ciutat Vella,2,el Barri Gòtic,29,11550
2016,1,Ciutat Vella,2,el Barri Gòtic,30,11550
2016,1,Ciutat Vella,2,el Barri Gòtic,31,11550
2016,1,Ciutat Vella,3,la Barceloneta,32,15050
2016,1,Ciutat Vella,3,la Barceloneta,33,12950
2016,1,Ciutat Vella,3,la Barceloneta,34,11550
2016,1,Ciutat Vella,3,la Barceloneta,35,13650
2016,1,Ciutat Vella,3,la Barceloneta,36,13650
2016,1,Ciutat Vella,3,la Barceloneta,37,15050
2016,1,Ciutat Vella,3,la Barceloneta,38,12250
2016,1,Ciutat Vella,3,la Barceloneta,39,15050
2016,1,Ciutat Vella,3,la Barceloneta,40,13650
2016,1,Ciutat Vella,3,la Barceloneta,41,12250
2016,1,Ciutat Vella,3,la Barceloneta,42,15750
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",43,18200
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",44,15750
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,12950
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",46,12950
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",47,12250
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",48,10150
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",49,13650
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",50,12950
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",51,11550
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,17150
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",53,12950
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",54,12950
2016,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",55,18550
2016,2,L'Eixample,5,el Fort Pienc,1,19250
2016,2,L'Eixample,5,el Fort Pienc,2,19250
2016,2,L'Eixample,5,el Fort Pienc,3,23450
2016,2,L'Eixample,5,el Fort Pienc,4,17500
2016,2,L'Eixample,5,el Fort Pienc,5,23450
2016,2,L'Eixample,5,el Fort Pienc,6,22750
2016,2,L'Eixample,5,el Fort Pienc,7,23450
2016,2,L'Eixample,5,el Fort Pienc,8,22050
2016,2,L'Eixample,5,el Fort Pienc,9,21350
2016,2,L'Eixample,5,el Fort Pienc,10,21350
2016,2,L'Eixample,5,el Fort Pienc,11,22050
2016,2,L'Eixample,5,el Fort Pienc,12,17850
2016,2,L'Eixample,5,el Fort Pienc,13,17150
2016,2,L'Eixample,5,el Fort Pienc,14,16450
2016,2,L'Eixample,5,el Fort Pienc,15,16450
2016,2,L'Eixample,5,el Fort Pienc,16,22050
2016,2,L'Eixample,5,el Fort Pienc,17,22750
2016,2,L'Eixample,5,el Fort Pienc,18,23450
2016,2,L'Eixample,5,el Fort Pienc,19,20650
2016,2,L'Eixample,5,el Fort Pienc,20,17150
2016,2,L'Eixample,6,la Sagrada Família,21,18550
2016,2,L'Eixample,6,la Sagrada Família,22,19250
2016,2,L'Eixample,6,la Sagrada Família,23,21350
2016,2,L'Eixample,6,la Sagrada Família,24,18550
2016,2,L'Eixample,6,la Sagrada Família,25,17150
2016,2,L'Eixample,6,la Sagrada Família,26,19250
2016,2,L'Eixample,6,la Sagrada Família,27,20650
2016,2,L'Eixample,6,la Sagrada Família,28,19250
2016,2,L'Eixample,6,la Sagrada Família,29,19950
2016,2,L'Eixample,6,la Sagrada Família,30,17150
2016,2,L'Eixample,6,la Sagrada Família,31,23450
2016,2,L'Eixample,6,la Sagrada Família,32,20650
2016,2,L'Eixample,6,la Sagrada Família,33,19950
2016,2,L'Eixample,6,la Sagrada Família,34,15750
2016,2,L'Eixample,6,la Sagrada Família,35,20650
2016,2,L'Eixample,6,la Sagrada Família,36,23450
2016,2,L'Eixample,6,la Sagrada Família,37,23450
2016,2,L'Eixample,6,la Sagrada Família,38,22750
2016,2,L'Eixample,6,la Sagrada Família,39,19600
2016,2,L'Eixample,6,la Sagrada Família,40,16450
2016,2,L'Eixample,6,la Sagrada Família,41,19950
2016,2,L'Eixample,6,la Sagrada Família,42,24150
2016,2,L'Eixample,6,la Sagrada Família,43,21350
2016,2,L'Eixample,6,la Sagrada Família,44,17150
2016,2,L'Eixample,6,la Sagrada Família,45,20650
2016,2,L'Eixample,6,la Sagrada Família,46,18550
2016,2,L'Eixample,6,la Sagrada Família,47,19250
2016,2,L'Eixample,6,la Sagrada Família,48,18550
2016,2,L'Eixample,6,la Sagrada Família,49,17150
2016,2,L'Eixample,6,la Sagrada Família,50,18550
2016,2,L'Eixample,6,la Sagrada Família,51,18550
2016,2,L'Eixample,6,la Sagrada Família,52,19950
2016,2,L'Eixample,6,la Sagrada Família,53,20650
2016,2,L'Eixample,6,la Sagrada Família,54,21350
2016,2,L'Eixample,7,la Dreta de l'Eixample,55,20650
2016,2,L'Eixample,7,la Dreta de l'Eixample,56,22050
2016,2,L'Eixample,7,la Dreta de l'Eixample,57,26250
2016,2,L'Eixample,7,la Dreta de l'Eixample,58,25550
2016,2,L'Eixample,7,la Dreta de l'Eixample,59,24850
2016,2,L'Eixample,7,la Dreta de l'Eixample,60,24150
2016,2,L'Eixample,7,la Dreta de l'Eixample,61,19950
2016,2,L'Eixample,7,la Dreta de l'Eixample,62,24850
2016,2,L'Eixample,7,la Dreta de l'Eixample,63,31150
2016,2,L'Eixample,7,la Dreta de l'Eixample,64,27650
2016,2,L'Eixample,7,la Dreta de l'Eixample,65,22750
2016,2,L'Eixample,7,la Dreta de l'Eixample,66,24150
2016,2,L'Eixample,7,la Dreta de l'Eixample,67,19250
2016,2,L'Eixample,7,la Dreta de l'Eixample,68,21350
2016,2,L'Eixample,7,la Dreta de l'Eixample,69,24150
2016,2,L'Eixample,7,la Dreta de l'Eixample,70,22750
2016,2,L'Eixample,7,la Dreta de l'Eixample,71,26250
2016,2,L'Eixample,7,la Dreta de l'Eixample,72,29050
2016,2,L'Eixample,7,la Dreta de l'Eixample,73,26250
2016,2,L'Eixample,7,la Dreta de l'Eixample,74,23450
2016,2,L'Eixample,7,la Dreta de l'Eixample,75,22400
2016,2,L'Eixample,7,la Dreta de l'Eixample,76,25550
2016,2,L'Eixample,7,la Dreta de l'Eixample,77,24150
2016,2,L'Eixample,7,la Dreta de l'Eixample,78,25550
2016,2,L'Eixample,7,la Dreta de l'Eixample,79,25550
2016,2,L'Eixample,7,la Dreta de l'Eixample,80,26950
2016,2,L'Eixample,7,la Dreta de l'Eixample,81,26250
2016,2,L'Eixample,7,la Dreta de l'Eixample,82,24850
2016,2,L'Eixample,7,la Dreta de l'Eixample,83,26250
2016,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,84,22750
2016,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,85,23800
2016,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,86,24150
2016,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,87,22050
2016,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,88,23450
2016,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,89,22050
2016,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,90,19250
2016,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,91,19950
2016,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,92,20650
2016,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,93,22750
