Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Mediana_Renda_€
2017,1,Ciutat Vella,1,el Raval,1,13650
2017,1,Ciutat Vella,1,el Raval,2,9450
2017,1,Ciutat Vella,1,el Raval,3,10150
2017,1,Ciutat Vella,1,el Raval,4,12250
2017,1,Ciutat Vella,1,el Raval,5,10150
2017,1,Ciutat Vella,1,el Raval,6,10150
2017,1,Ciutat Vella,1,el Raval,7,10150
2017,1,Ciutat Vella,1,el Raval,8,9450
2017,1,Ciutat Vella,1,el Raval,9,10150
2017,1,Ciutat Vella,1,el Raval,10,10150
2017,1,Ciutat Vella,1,el Raval,11,9450
2017,1,Ciutat Vella,1,el Raval,12,11550
2017,1,Ciutat Vella,1,el Raval,13,12950
2017,1,Ciutat Vella,1,el Raval,14,12950
2017,1,Ciutat Vella,1,el Raval,15,10850
2017,1,Ciutat Vella,1,el Raval,16,11550
2017,1,Ciutat Vella,1,el Raval,17,12250
2017,1,Ciutat Vella,1,el Raval,18,11550
2017,1,Ciutat Vella,1,el Raval,19,10850
2017,1,Ciutat Vella,1,el Raval,20,16450
2017,1,Ciutat Vella,1,el Raval,21,14350
2017,1,Ciutat Vella,2,el Barri Gòtic,22,17850
2017,1,Ciutat Vella,2,el Barri Gòtic,23,15750
2017,1,Ciutat Vella,2,el Barri Gòtic,25,14350
2017,1,Ciutat Vella,2,el Barri Gòtic,26,12600
2017,1,Ciutat Vella,2,el Barri Gòtic,27,13650
2017,1,Ciutat Vella,2,el Barri Gòtic,28,14350
2017,1,Ciutat Vella,2,el Barri Gòtic,29,12950
2017,1,Ciutat Vella,2,el Barri Gòtic,30,12250
2017,1,Ciutat Vella,2,el Barri Gòtic,31,11550
2017,1,Ciutat Vella,3,la Barceloneta,32,16450
2017,1,Ciutat Vella,3,la Barceloneta,33,14350
2017,1,Ciutat Vella,3,la Barceloneta,34,12950
2017,1,Ciutat Vella,3,la Barceloneta,35,13650
2017,1,Ciutat Vella,3,la Barceloneta,36,14350
2017,1,Ciutat Vella,3,la Barceloneta,37,15050
2017,1,Ciutat Vella,3,la Barceloneta,38,14350
2017,1,Ciutat Vella,3,la Barceloneta,39,15050
2017,1,Ciutat Vella,3,la Barceloneta,40,14350
2017,1,Ciutat Vella,3,la Barceloneta,41,12950
2017,1,Ciutat Vella,3,la Barceloneta,42,15050
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",43,19250
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",44,15750
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,15050
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",46,13650
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",47,13650
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",48,12250
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",49,13650
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",50,14350
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",51,12250
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,17850
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",53,13650
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",54,14350
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",55,18550
2017,2,L'Eixample,5,el Fort Pienc,1,19950
2017,2,L'Eixample,5,el Fort Pienc,2,19950
2017,2,L'Eixample,5,el Fort Pienc,3,24150
2017,2,L'Eixample,5,el Fort Pienc,4,18550
2017,2,L'Eixample,5,el Fort Pienc,5,24150
2017,2,L'Eixample,5,el Fort Pienc,6,23450
2017,2,L'Eixample,5,el Fort Pienc,7,25550
2017,2,L'Eixample,5,el Fort Pienc,8,22750
2017,2,L'Eixample,5,el Fort Pienc,9,22050
2017,2,L'Eixample,5,el Fort Pienc,10,21350
2017,2,L'Eixample,5,el Fort Pienc,11,22050
2017,2,L'Eixample,5,el Fort Pienc,12,18550
2017,2,L'Eixample,5,el Fort Pienc,13,16450
2017,2,L'Eixample,5,el Fort Pienc,14,17150
2017,2,L'Eixample,5,el Fort Pienc,15,17150
2017,2,L'Eixample,5,el Fort Pienc,16,22750
2017,2,L'Eixample,5,el Fort Pienc,17,24150
2017,2,L'Eixample,5,el Fort Pienc,18,24850
2017,2,L'Eixample,5,el Fort Pienc,19,21350
2017,2,L'Eixample,5,el Fort Pienc,20,17850
2017,2,L'Eixample,6,la Sagrada Família,21,18550
2017,2,L'Eixample,6,la Sagrada Família,22,19250
2017,2,L'Eixample,6,la Sagrada Família,23,22050
2017,2,L'Eixample,6,la Sagrada Família,24,19250
2017,2,L'Eixample,6,la Sagrada Família,25,17850
2017,2,L'Eixample,6,la Sagrada Família,26,19950
2017,2,L'Eixample,6,la Sagrada Família,27,21350
2017,2,L'Eixample,6,la Sagrada Família,28,19950
2017,2,L'Eixample,6,la Sagrada Família,29,21350
2017,2,L'Eixample,6,la Sagrada Família,30,17150
2017,2,L'Eixample,6,la Sagrada Família,31,24850
2017,2,L'Eixample,6,la Sagrada Família,32,22050
2017,2,L'Eixample,6,la Sagrada Família,33,19950
2017,2,L'Eixample,6,la Sagrada Família,34,16450
2017,2,L'Eixample,6,la Sagrada Família,35,20650
2017,2,L'Eixample,6,la Sagrada Família,36,24150
2017,2,L'Eixample,6,la Sagrada Família,37,24150
2017,2,L'Eixample,6,la Sagrada Família,38,24150
2017,2,L'Eixample,6,la Sagrada Família,39,20650
2017,2,L'Eixample,6,la Sagrada Família,40,17850
2017,2,L'Eixample,6,la Sagrada Família,41,20650
2017,2,L'Eixample,6,la Sagrada Família,42,24850
2017,2,L'Eixample,6,la Sagrada Família,43,22050
2017,2,L'Eixample,6,la Sagrada Família,44,17150
2017,2,L'Eixample,6,la Sagrada Família,45,22050
2017,2,L'Eixample,6,la Sagrada Família,46,19250
2017,2,L'Eixample,6,la Sagrada Família,47,19950
2017,2,L'Eixample,6,la Sagrada Família,48,17850
2017,2,L'Eixample,6,la Sagrada Família,49,16450
2017,2,L'Eixample,6,la Sagrada Família,50,18550
2017,2,L'Eixample,6,la Sagrada Família,51,19250
2017,2,L'Eixample,6,la Sagrada Família,52,21350
2017,2,L'Eixample,6,la Sagrada Família,53,20300
2017,2,L'Eixample,6,la Sagrada Família,54,22050
2017,2,L'Eixample,7,la Dreta de l'Eixample,55,21350
2017,2,L'Eixample,7,la Dreta de l'Eixample,56,22050
2017,2,L'Eixample,7,la Dreta de l'Eixample,57,27650
2017,2,L'Eixample,7,la Dreta de l'Eixample,58,26250
2017,2,L'Eixample,7,la Dreta de l'Eixample,59,26250
2017,2,L'Eixample,7,la Dreta de l'Eixample,60,24850
2017,2,L'Eixample,7,la Dreta de l'Eixample,61,19950
2017,2,L'Eixample,7,la Dreta de l'Eixample,62,24850
2017,2,L'Eixample,7,la Dreta de l'Eixample,63,30100
2017,2,L'Eixample,7,la Dreta de l'Eixample,64,29050
2017,2,L'Eixample,7,la Dreta de l'Eixample,65,23450
2017,2,L'Eixample,7,la Dreta de l'Eixample,66,24150
2017,2,L'Eixample,7,la Dreta de l'Eixample,67,20650
2017,2,L'Eixample,7,la Dreta de l'Eixample,68,22050
2017,2,L'Eixample,7,la Dreta de l'Eixample,69,24850
2017,2,L'Eixample,7,la Dreta de l'Eixample,70,23450
2017,2,L'Eixample,7,la Dreta de l'Eixample,71,26250
2017,2,L'Eixample,7,la Dreta de l'Eixample,72,28350
2017,2,L'Eixample,7,la Dreta de l'Eixample,73,26950
2017,2,L'Eixample,7,la Dreta de l'Eixample,74,25550
2017,2,L'Eixample,7,la Dreta de l'Eixample,75,24150
2017,2,L'Eixample,7,la Dreta de l'Eixample,76,27650
2017,2,L'Eixample,7,la Dreta de l'Eixample,77,24500
2017,2,L'Eixample,7,la Dreta de l'Eixample,78,26950
2017,2,L'Eixample,7,la Dreta de l'Eixample,79,26950
2017,2,L'Eixample,7,la Dreta de l'Eixample,80,28350
2017,2,L'Eixample,7,la Dreta de l'Eixample,81,26950
2017,2,L'Eixample,7,la Dreta de l'Eixample,82,24850
2017,2,L'Eixample,7,la Dreta de l'Eixample,83,29050
2017,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,84,22750
2017,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,85,24150
2017,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,86,25550
2017,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,87,23450
