Municipios,Distritos,Secciones,Índice de Gini y Distribución de la renta P80/P20,Periodo,Total
08019 Barcelona,0801901 Barcelona distrito 01,0801901012 Barcelona sección 01012,Distribución de la renta P80/P20,2017,3.1
08019 Barcelona,0801901 Barcelona distrito 01,0801901012 Barcelona sección 01012,Distribución de la renta P80/P20,2016,3.1
08019 Barcelona,0801901 Barcelona distrito 01,0801901012 Barcelona sección 01012,Distribución de la renta P80/P20,2015,3.1
08019 Barcelona,0801901 Barcelona distrito 01,0801901013 Barcelona sección 01013,Índice de Gini,2023,32.5
08019 Barcelona,0801901 Barcelona distrito 01,0801901013 Barcelona sección 01013,Índice de Gini,2022,34.1
08019 Barcelona,0801901 Barcelona distrito 01,0801901013 Barcelona sección 01013,Índice de Gini,2021,33.6
08019 Barcelona,0801901 Barcelona distrito 01,0801901013 Barcelona sección 01013,Índice de Gini,2020,33.8
08019 Barcelona,0801901 Barcelona distrito 01,0801901013 Barcelona sección 01013,Índice de Gini,2019,32.7
08019 Barcelona,0801901 Barcelona distrito 01,0801901013 Barcelona sección 01013,Índice de Gini,2018,32
08019 Barcelona,0801901 Barcelona distrito 01,0801901013 Barcelona sección 01013,Índice de Gini,2017,33.2
08019 Barcelona,0801901 Barcelona distrito 01,0801901013 Barcelona sección 01013,Índice de Gini,2016,33.8
08019 Barcelona,0801901 Barcelona distrito 01,0801901013 Barcelona sección 01013,Índice de Gini,2015,33.7
08019 Barcelona,0801901 Barcelona distrito 01,0801901013 Barcelona sección 01013,Distribución de la renta P80/P20,2023,2.8
08019 Barcelona,0801901 Barcelona distrito 01,0801901013 Barcelona sección 01013,Distribución de la renta P80/P20,2022,2.9
08019 Barcelona,0801901 Barcelona distrito 01,0801901013 Barcelona sección 01013,Distribución de la renta P80/P20,2021,3
08019 Barcelona,0801901 Barcelona distrito 01,0801901013 Barcelona sección 01013,Distribución de la renta P80/P20,2020,2.8
08019 Barcelona,0801901 Barcelona distrito 01,0801901013 Barcelona sección 01013,Distribución de la renta P80/P20,2019,2.7
08019 Barcelona,0801901 Barcelona distrito 01,0801901013 Barcelona sección 01013,Distribución de la renta P80/P20,2018,2.7
08019 Barcelona,0801901 Barcelona distrito 01,0801901013 Barcelona sección 01013,Distribución de la renta P80/P20,2017,2.8
08019 Barcelona,0801901 Barcelona distrito 01,0801901013 Barcelona sección 01013,Distribución de la renta P80/P20,2016,3
08019 Barcelona,0801901 Barcelona distrito 01,0801901013 Barcelona sección 01013,Distribución de la renta P80/P20,2015,2.7
08019 Barcelona,0801901 Barcelona distrito 01,0801901014 Barcelona sección 01014,Índice de Gini,2023,28.9
08019 Barcelona,0801901 Barcelona distrito 01,0801901014 Barcelona sección 01014,Índice de Gini,2022,30.5
08019 Barcelona,0801901 Barcelona distrito 01,0801901014 Barcelona sección 01014,Índice de Gini,2021,29.7
08019 Barcelona,0801901 Barcelona distrito 01,0801901014 Barcelona sección 01014,Índice de Gini,2020,31
08019 Barcelona,0801901 Barcelona distrito 01,0801901014 Barcelona sección 01014,Índice de Gini,2019,30.4
08019 Barcelona,0801901 Barcelona distrito 01,0801901014 Barcelona sección 01014,Índice de Gini,2018,31.7
08019 Barcelona,0801901 Barcelona distrito 01,0801901014 Barcelona sección 01014,Índice de Gini,2017,31.2
08019 Barcelona,0801901 Barcelona distrito 01,0801901014 Barcelona sección 01014,Índice de Gini,2016,32.9
08019 Barcelona,0801901 Barcelona distrito 01,0801901014 Barcelona sección 01014,Índice de Gini,2015,32.4
08019 Barcelona,0801901 Barcelona distrito 01,0801901014 Barcelona sección 01014,Distribución de la renta P80/P20,2023,2.3
08019 Barcelona,0801901 Barcelona distrito 01,0801901014 Barcelona sección 01014,Distribución de la renta P80/P20,2022,2.4
08019 Barcelona,0801901 Barcelona distrito 01,0801901014 Barcelona sección 01014,Distribución de la renta P80/P20,2021,2.5
08019 Barcelona,0801901 Barcelona distrito 01,0801901014 Barcelona sección 01014,Distribución de la renta P80/P20,2020,2.8
08019 Barcelona,0801901 Barcelona distrito 01,0801901014 Barcelona sección 01014,Distribución de la renta P80/P20,2019,2.4
08019 Barcelona,0801901 Barcelona distrito 01,0801901014 Barcelona sección 01014,Distribución de la renta P80/P20,2018,2.6
08019 Barcelona,0801901 Barcelona distrito 01,0801901014 Barcelona sección 01014,Distribución de la renta P80/P20,2017,2.5
08019 Barcelona,0801901 Barcelona distrito 01,0801901014 Barcelona sección 01014,Distribución de la renta P80/P20,2016,3.1
08019 Barcelona,0801901 Barcelona distrito 01,0801901014 Barcelona sección 01014,Distribución de la renta P80/P20,2015,2.9
08019 Barcelona,0801901 Barcelona distrito 01,0801901015 Barcelona sección 01015,Índice de Gini,2023,31.9
08019 Barcelona,0801901 Barcelona distrito 01,0801901015 Barcelona sección 01015,Índice de Gini,2022,32.7
08019 Barcelona,0801901 Barcelona distrito 01,0801901015 Barcelona sección 01015,Índice de Gini,2021,34.5
08019 Barcelona,0801901 Barcelona distrito 01,0801901015 Barcelona sección 01015,Índice de Gini,2020,37
08019 Barcelona,0801901 Barcelona distrito 01,0801901015 Barcelona sección 01015,Índice de Gini,2019,34.3
08019 Barcelona,0801901 Barcelona distrito 01,0801901015 Barcelona sección 01015,Índice de Gini,2018,35.1
08019 Barcelona,0801901 Barcelona distrito 01,0801901015 Barcelona sección 01015,Índice de Gini,2017,35.1
08019 Barcelona,0801901 Barcelona distrito 01,0801901015 Barcelona sección 01015,Índice de Gini,2016,35.4
08019 Barcelona,0801901 Barcelona distrito 01,0801901015 Barcelona sección 01015,Índice de Gini,2015,36.6
08019 Barcelona,0801901 Barcelona distrito 01,0801901015 Barcelona sección 01015,Distribución de la renta P80/P20,2023,2.6
08019 Barcelona,0801901 Barcelona distrito 01,0801901015 Barcelona sección 01015,Distribución de la renta P80/P20,2022,2.6
08019 Barcelona,0801901 Barcelona distrito 01,0801901015 Barcelona sección 01015,Distribución de la renta P80/P20,2021,2.8
08019 Barcelona,0801901 Barcelona distrito 01,0801901015 Barcelona sección 01015,Distribución de la renta P80/P20,2020,3.4
08019 Barcelona,0801901 Barcelona distrito 01,0801901015 Barcelona sección 01015,Distribución de la renta P80/P20,2019,3.1
08019 Barcelona,0801901 Barcelona distrito 01,0801901015 Barcelona sección 01015,Distribución de la renta P80/P20,2018,2.8
08019 Barcelona,0801901 Barcelona distrito 01,0801901015 Barcelona sección 01015,Distribución de la renta P80/P20,2017,2.7
08019 Barcelona,0801901 Barcelona distrito 01,0801901015 Barcelona sección 01015,Distribución de la renta P80/P20,2016,3
08019 Barcelona,0801901 Barcelona distrito 01,0801901015 Barcelona sección 01015,Distribución de la renta P80/P20,2015,2.9
08019 Barcelona,0801901 Barcelona distrito 01,0801901016 Barcelona sección 01016,Índice de Gini,2023,29
08019 Barcelona,0801901 Barcelona distrito 01,0801901016 Barcelona sección 01016,Índice de Gini,2022,29.7
08019 Barcelona,0801901 Barcelona distrito 01,0801901016 Barcelona sección 01016,Índice de Gini,2021,29.6
08019 Barcelona,0801901 Barcelona distrito 01,0801901016 Barcelona sección 01016,Índice de Gini,2020,30.2
08019 Barcelona,0801901 Barcelona distrito 01,0801901016 Barcelona sección 01016,Índice de Gini,2019,29.3
08019 Barcelona,0801901 Barcelona distrito 01,0801901016 Barcelona sección 01016,Índice de Gini,2018,30.6
08019 Barcelona,0801901 Barcelona distrito 01,0801901016 Barcelona sección 01016,Índice de Gini,2017,31.4
08019 Barcelona,0801901 Barcelona distrito 01,0801901016 Barcelona sección 01016,Índice de Gini,2016,30.7
08019 Barcelona,0801901 Barcelona distrito 01,0801901016 Barcelona sección 01016,Índice de Gini,2015,29.5
08019 Barcelona,0801901 Barcelona distrito 01,0801901016 Barcelona sección 01016,Distribución de la renta P80/P20,2023,2.3
08019 Barcelona,0801901 Barcelona distrito 01,0801901016 Barcelona sección 01016,Distribución de la renta P80/P20,2022,2.7
08019 Barcelona,0801901 Barcelona distrito 01,0801901016 Barcelona sección 01016,Distribución de la renta P80/P20,2021,2.4
08019 Barcelona,0801901 Barcelona distrito 01,0801901016 Barcelona sección 01016,Distribución de la renta P80/P20,2020,2.4
08019 Barcelona,0801901 Barcelona distrito 01,0801901016 Barcelona sección 01016,Distribución de la renta P80/P20,2019,2.4
08019 Barcelona,0801901 Barcelona distrito 01,0801901016 Barcelona sección 01016,Distribución de la renta P80/P20,2018,2.4
08019 Barcelona,0801901 Barcelona distrito 01,0801901016 Barcelona sección 01016,Distribución de la renta P80/P20,2017,2.7
08019 Barcelona,0801901 Barcelona distrito 01,0801901016 Barcelona sección 01016,Distribución de la renta P80/P20,2016,2.6
08019 Barcelona,0801901 Barcelona distrito 01,0801901016 Barcelona sección 01016,Distribución de la renta P80/P20,2015,2.6
08019 Barcelona,0801901 Barcelona distrito 01,0801901017 Barcelona sección 01017,Índice de Gini,2023,29.5
08019 Barcelona,0801901 Barcelona distrito 01,0801901017 Barcelona sección 01017,Índice de Gini,2022,29
08019 Barcelona,0801901 Barcelona distrito 01,0801901017 Barcelona sección 01017,Índice de Gini,2021,30.6
08019 Barcelona,0801901 Barcelona distrito 01,0801901017 Barcelona sección 01017,Índice de Gini,2020,31.5
08019 Barcelona,0801901 Barcelona distrito 01,0801901017 Barcelona sección 01017,Índice de Gini,2019,31.3
08019 Barcelona,0801901 Barcelona distrito 01,0801901017 Barcelona sección 01017,Índice de Gini,2018,30.8
08019 Barcelona,0801901 Barcelona distrito 01,0801901017 Barcelona sección 01017,Índice de Gini,2017,29.9
08019 Barcelona,0801901 Barcelona distrito 01,0801901017 Barcelona sección 01017,Índice de Gini,2016,31.7
08019 Barcelona,0801901 Barcelona distrito 01,0801901017 Barcelona sección 01017,Índice de Gini,2015,31.4
08019 Barcelona,0801901 Barcelona distrito 01,0801901017 Barcelona sección 01017,Distribución de la renta P80/P20,2023,2.4
08019 Barcelona,0801901 Barcelona distrito 01,0801901017 Barcelona sección 01017,Distribución de la renta P80/P20,2022,2.4
08019 Barcelona,0801901 Barcelona distrito 01,0801901017 Barcelona sección 01017,Distribución de la renta P80/P20,2021,2.6
08019 Barcelona,0801901 Barcelona distrito 01,0801901017 Barcelona sección 01017,Distribución de la renta P80/P20,2020,2.7
08019 Barcelona,0801901 Barcelona distrito 01,0801901017 Barcelona sección 01017,Distribución de la renta P80/P20,2019,2.6
08019 Barcelona,0801901 Barcelona distrito 01,0801901017 Barcelona sección 01017,Distribución de la renta P80/P20,2018,2.5
08019 Barcelona,0801901 Barcelona distrito 01,0801901017 Barcelona sección 01017,Distribución de la renta P80/P20,2017,2.4
08019 Barcelona,0801901 Barcelona distrito 01,0801901017 Barcelona sección 01017,Distribución de la renta P80/P20,2016,2.8
08019 Barcelona,0801901 Barcelona distrito 01,0801901017 Barcelona sección 01017,Distribución de la renta P80/P20,2015,2.6
08019 Barcelona,0801901 Barcelona distrito 01,0801901018 Barcelona sección 01018,Índice de Gini,2023,32.3
08019 Barcelona,0801901 Barcelona distrito 01,0801901018 Barcelona sección 01018,Índice de Gini,2022,30.5
08019 Barcelona,0801901 Barcelona distrito 01,0801901018 Barcelona sección 01018,Índice de Gini,2021,31.2
08019 Barcelona,0801901 Barcelona distrito 01,0801901018 Barcelona sección 01018,Índice de Gini,2020,32
08019 Barcelona,0801901 Barcelona distrito 01,0801901018 Barcelona sección 01018,Índice de Gini,2019,32.7
08019 Barcelona,0801901 Barcelona distrito 01,0801901018 Barcelona sección 01018,Índice de Gini,2018,32.8
08019 Barcelona,0801901 Barcelona distrito 01,0801901018 Barcelona sección 01018,Índice de Gini,2017,31.9
08019 Barcelona,0801901 Barcelona distrito 01,0801901018 Barcelona sección 01018,Índice de Gini,2016,32.5
08019 Barcelona,0801901 Barcelona distrito 01,0801901018 Barcelona sección 01018,Índice de Gini,2015,33.3
08019 Barcelona,0801901 Barcelona distrito 01,0801901018 Barcelona sección 01018,Distribución de la renta P80/P20,2023,3
08019 Barcelona,0801901 Barcelona distrito 01,0801901018 Barcelona sección 01018,Distribución de la renta P80/P20,2022,2.7
08019 Barcelona,0801901 Barcelona distrito 01,0801901018 Barcelona sección 01018,Distribución de la renta P80/P20,2021,2.7
08019 Barcelona,0801901 Barcelona distrito 01,0801901018 Barcelona sección 01018,Distribución de la renta P80/P20,2020,2.9
08019 Barcelona,0801901 Barcelona distrito 01,0801901018 Barcelona sección 01018,Distribución de la renta P80/P20,2019,2.7
08019 Barcelona,0801901 Barcelona distrito 01,0801901018 Barcelona sección 01018,Distribución de la renta P80/P20,2018,2.9
08019 Barcelona,0801901 Barcelona distrito 01,0801901018 Barcelona sección 01018,Distribución de la renta P80/P20,2017,2.8
08019 Barcelona,0801901 Barcelona distrito 01,0801901018 Barcelona sección 01018,Distribución de la renta P80/P20,2016,2.7
08019 Barcelona,0801901 Barcelona distrito 01,0801901018 Barcelona sección 01018,Distribución de la renta P80/P20,2015,2.9
08019 Barcelona,0801901 Barcelona distrito 01,0801901019 Barcelona sección 01019,Índice de Gini,2023,35.6
08019 Barcelona,0801901 Barcelona distrito 01,0801901019 Barcelona sección 01019,Índice de Gini,2022,34.7
08019 Barcelona,0801901 Barcelona distrito 01,0801901019 Barcelona sección 01019,Índice de Gini,2021,35.4
08019 Barcelona,0801901 Barcelona distrito 01,0801901019 Barcelona sección 01019,Índice de Gini,2020,36
08019 Barcelona,0801901 Barcelona distrito 01,0801901019 Barcelona sección 01019,Índice de Gini,2019,35.6
08019 Barcelona,0801901 Barcelona distrito 01,0801901019 Barcelona sección 01019,Índice de Gini,2018,35.3
08019 Barcelona,0801901 Barcelona distrito 01,0801901019 Barcelona sección 01019,Índice de Gini,2017,33.7
08019 Barcelona,0801901 Barcelona distrito 01,0801901019 Barcelona sección 01019,Índice de Gini,2016,36.4
08019 Barcelona,0801901 Barcelona distrito 01,0801901019 Barcelona sección 01019,Índice de Gini,2015,36.4
08019 Barcelona,0801901 Barcelona distrito 01,0801901019 Barcelona sección 01019,Distribución de la renta P80/P20,2023,3.3
08019 Barcelona,0801901 Barcelona distrito 01,0801901019 Barcelona sección 01019,Distribución de la renta P80/P20,2022,3
08019 Barcelona,0801901 Barcelona distrito 01,0801901019 Barcelona sección 01019,Distribución de la renta P80/P20,2021,3.1
08019 Barcelona,0801901 Barcelona distrito 01,0801901019 Barcelona sección 01019,Distribución de la renta P80/P20,2020,3.2
08019 Barcelona,0801901 Barcelona distrito 01,0801901019 Barcelona sección 01019,Distribución de la renta P80/P20,2019,2.9
08019 Barcelona,0801901 Barcelona distrito 01,0801901019 Barcelona sección 01019,Distribución de la renta P80/P20,2018,3.1
08019 Barcelona,0801901 Barcelona distrito 01,0801901019 Barcelona sección 01019,Distribución de la renta P80/P20,2017,3
08019 Barcelona,0801901 Barcelona distrito 01,0801901019 Barcelona sección 01019,Distribución de la renta P80/P20,2016,3.3
08019 Barcelona,0801901 Barcelona distrito 01,0801901019 Barcelona sección 01019,Distribución de la renta P80/P20,2015,3.1
08019 Barcelona,0801901 Barcelona distrito 01,0801901020 Barcelona sección 01020,Índice de Gini,2023,34.5
08019 Barcelona,0801901 Barcelona distrito 01,0801901020 Barcelona sección 01020,Índice de Gini,2022,37.9
08019 Barcelona,0801901 Barcelona distrito 01,0801901020 Barcelona sección 01020,Índice de Gini,2021,36.6
08019 Barcelona,0801901 Barcelona distrito 01,0801901020 Barcelona sección 01020,Índice de Gini,2020,37.2
08019 Barcelona,0801901 Barcelona distrito 01,0801901020 Barcelona sección 01020,Índice de Gini,2019,35.8
08019 Barcelona,0801901 Barcelona distrito 01,0801901020 Barcelona sección 01020,Índice de Gini,2018,37.1
08019 Barcelona,0801901 Barcelona distrito 01,0801901020 Barcelona sección 01020,Índice de Gini,2017,38.3
08019 Barcelona,0801901 Barcelona distrito 01,0801901020 Barcelona sección 01020,Índice de Gini,2016,38.8
08019 Barcelona,0801901 Barcelona distrito 01,0801901020 Barcelona sección 01020,Índice de Gini,2015,38
08019 Barcelona,0801901 Barcelona distrito 01,0801901020 Barcelona sección 01020,Distribución de la renta P80/P20,2023,2.9
08019 Barcelona,0801901 Barcelona distrito 01,0801901020 Barcelona sección 01020,Distribución de la renta P80/P20,2022,3.8
08019 Barcelona,0801901 Barcelona distrito 01,0801901020 Barcelona sección 01020,Distribución de la renta P80/P20,2021,3.2
08019 Barcelona,0801901 Barcelona distrito 01,0801901020 Barcelona sección 01020,Distribución de la renta P80/P20,2020,3.6
08019 Barcelona,0801901 Barcelona distrito 01,0801901020 Barcelona sección 01020,Distribución de la renta P80/P20,2019,3.2
08019 Barcelona,0801901 Barcelona distrito 01,0801901020 Barcelona sección 01020,Distribución de la renta P80/P20,2018,3.3
08019 Barcelona,0801901 Barcelona distrito 01,0801901020 Barcelona sección 01020,Distribución de la renta P80/P20,2017,3.6
08019 Barcelona,0801901 Barcelona distrito 01,0801901020 Barcelona sección 01020,Distribución de la renta P80/P20,2016,3.8
08019 Barcelona,0801901 Barcelona distrito 01,0801901020 Barcelona sección 01020,Distribución de la renta P80/P20,2015,3.7
08019 Barcelona,0801901 Barcelona distrito 01,0801901021 Barcelona sección 01021,Índice de Gini,2023,36.9
08019 Barcelona,0801901 Barcelona distrito 01,0801901021 Barcelona sección 01021,Índice de Gini,2022,38.5
08019 Barcelona,0801901 Barcelona distrito 01,0801901021 Barcelona sección 01021,Índice de Gini,2021,37.8
08019 Barcelona,0801901 Barcelona distrito 01,0801901021 Barcelona sección 01021,Índice de Gini,2020,39
08019 Barcelona,0801901 Barcelona distrito 01,0801901021 Barcelona sección 01021,Índice de Gini,2019,37.2
08019 Barcelona,0801901 Barcelona distrito 01,0801901021 Barcelona sección 01021,Índice de Gini,2018,36.9
