Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,SEXE,EDAT_Q
2020-01-01,1,Ciutat Vella,1,el Raval,..,1,0
2020-01-01,1,Ciutat Vella,1,el Raval,..,1,1
2020-01-01,1,Ciutat Vella,1,el Raval,..,1,2
2020-01-01,1,Ciutat Vella,1,el Raval,6,1,3
2020-01-01,1,Ciutat Vella,1,el Raval,103,1,4
2020-01-01,1,Ciutat Vella,1,el Raval,281,1,5
2020-01-01,1,Ciutat Vella,1,el Raval,255,1,6
2020-01-01,1,Ciutat Vella,1,el Raval,227,1,7
2020-01-01,1,Ciutat Vella,1,el Raval,184,1,8
2020-01-01,1,Ciutat Vella,1,el Raval,194,1,9
2020-01-01,1,Ciutat Vella,1,el Raval,161,1,10
2020-01-01,1,Ciutat Vella,1,el Raval,149,1,11
2020-01-01,1,Ciutat Vella,1,el Raval,183,1,12
2020-01-01,1,Ciutat Vella,1,el Raval,162,1,13
2020-01-01,1,Ciutat Vella,1,el Raval,197,1,14
2020-01-01,1,Ciutat Vella,1,el Raval,179,1,15
2020-01-01,1,Ciutat Vella,1,el Raval,199,1,16
2020-01-01,1,Ciutat Vella,1,el Raval,196,1,17
2020-01-01,1,Ciutat Vella,1,el Raval,145,1,18
2020-01-01,1,Ciutat Vella,1,el Raval,30,1,19
2020-01-01,1,Ciutat Vella,1,el Raval,..,1,20
2020-01-01,1,Ciutat Vella,1,el Raval,..,2,0
2020-01-01,1,Ciutat Vella,1,el Raval,..,2,2
2020-01-01,1,Ciutat Vella,1,el Raval,7,2,3
2020-01-01,1,Ciutat Vella,1,el Raval,110,2,4
2020-01-01,1,Ciutat Vella,1,el Raval,296,2,5
2020-01-01,1,Ciutat Vella,1,el Raval,387,2,6
2020-01-01,1,Ciutat Vella,1,el Raval,416,2,7
2020-01-01,1,Ciutat Vella,1,el Raval,357,2,8
2020-01-01,1,Ciutat Vella,1,el Raval,309,2,9
2020-01-01,1,Ciutat Vella,1,el Raval,270,2,10
2020-01-01,1,Ciutat Vella,1,el Raval,235,2,11
2020-01-01,1,Ciutat Vella,1,el Raval,187,2,12
2020-01-01,1,Ciutat Vella,1,el Raval,162,2,13
2020-01-01,1,Ciutat Vella,1,el Raval,156,2,14
2020-01-01,1,Ciutat Vella,1,el Raval,99,2,15
2020-01-01,1,Ciutat Vella,1,el Raval,108,2,16
2020-01-01,1,Ciutat Vella,1,el Raval,58,2,17
2020-01-01,1,Ciutat Vella,1,el Raval,28,2,18
2020-01-01,1,Ciutat Vella,1,el Raval,5,2,19
2020-01-01,1,Ciutat Vella,1,el Raval,..,2,20
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,0
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,1,3
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,49,1,4
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,149,1,5
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,148,1,6
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,138,1,7
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,86,1,8
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,74,1,9
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,65,1,10
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,72,1,11
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,85,1,12
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,82,1,13
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,63,1,14
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,70,1,15
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,76,1,16
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,64,1,17
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,47,1,18
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,21,1,19
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,20
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,0
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,3
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,34,2,4
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,128,2,5
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,171,2,6
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,134,2,7
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,146,2,8
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,110,2,9
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,108,2,10
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,104,2,11
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,78,2,12
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,77,2,13
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,69,2,14
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,33,2,15
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,24,2,16
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,23,2,17
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,2,18
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,19
2020-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,0
2020-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,3
2020-01-01,1,Ciutat Vella,3,la Barceloneta,61,1,4
2020-01-01,1,Ciutat Vella,3,la Barceloneta,148,1,5
2020-01-01,1,Ciutat Vella,3,la Barceloneta,159,1,6
2020-01-01,1,Ciutat Vella,3,la Barceloneta,149,1,7
2020-01-01,1,Ciutat Vella,3,la Barceloneta,114,1,8
2020-01-01,1,Ciutat Vella,3,la Barceloneta,71,1,9
2020-01-01,1,Ciutat Vella,3,la Barceloneta,79,1,10
