Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,SEXE,EDAT_Q
2004-01-01,1,Ciutat Vella,1,el Raval,33,1,0
2004-01-01,1,Ciutat Vella,1,el Raval,5,1,1
2004-01-01,1,Ciutat Vella,1,el Raval,..,1,2
2004-01-01,1,Ciutat Vella,1,el Raval,12,1,3
2004-01-01,1,Ciutat Vella,1,el Raval,62,1,4
2004-01-01,1,Ciutat Vella,1,el Raval,244,1,5
2004-01-01,1,Ciutat Vella,1,el Raval,260,1,6
2004-01-01,1,Ciutat Vella,1,el Raval,192,1,7
2004-01-01,1,Ciutat Vella,1,el Raval,150,1,8
2004-01-01,1,Ciutat Vella,1,el Raval,131,1,9
2004-01-01,1,Ciutat Vella,1,el Raval,130,1,10
2004-01-01,1,Ciutat Vella,1,el Raval,149,1,11
2004-01-01,1,Ciutat Vella,1,el Raval,121,1,12
2004-01-01,1,Ciutat Vella,1,el Raval,240,1,13
2004-01-01,1,Ciutat Vella,1,el Raval,361,1,14
2004-01-01,1,Ciutat Vella,1,el Raval,507,1,15
2004-01-01,1,Ciutat Vella,1,el Raval,438,1,16
2004-01-01,1,Ciutat Vella,1,el Raval,211,1,17
2004-01-01,1,Ciutat Vella,1,el Raval,92,1,18
2004-01-01,1,Ciutat Vella,1,el Raval,16,1,19
2004-01-01,1,Ciutat Vella,1,el Raval,..,1,20
2004-01-01,1,Ciutat Vella,1,el Raval,23,2,0
2004-01-01,1,Ciutat Vella,1,el Raval,9,2,1
2004-01-01,1,Ciutat Vella,1,el Raval,..,2,2
2004-01-01,1,Ciutat Vella,1,el Raval,10,2,3
2004-01-01,1,Ciutat Vella,1,el Raval,80,2,4
2004-01-01,1,Ciutat Vella,1,el Raval,275,2,5
2004-01-01,1,Ciutat Vella,1,el Raval,355,2,6
2004-01-01,1,Ciutat Vella,1,el Raval,308,2,7
2004-01-01,1,Ciutat Vella,1,el Raval,237,2,8
2004-01-01,1,Ciutat Vella,1,el Raval,208,2,9
2004-01-01,1,Ciutat Vella,1,el Raval,171,2,10
2004-01-01,1,Ciutat Vella,1,el Raval,215,2,11
2004-01-01,1,Ciutat Vella,1,el Raval,178,2,12
2004-01-01,1,Ciutat Vella,1,el Raval,232,2,13
2004-01-01,1,Ciutat Vella,1,el Raval,181,2,14
2004-01-01,1,Ciutat Vella,1,el Raval,152,2,15
2004-01-01,1,Ciutat Vella,1,el Raval,89,2,16
2004-01-01,1,Ciutat Vella,1,el Raval,46,2,17
2004-01-01,1,Ciutat Vella,1,el Raval,13,2,18
2004-01-01,1,Ciutat Vella,1,el Raval,..,2,19
2004-01-01,1,Ciutat Vella,2,el Barri Gòtic,14,1,0
2004-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,3
2004-01-01,1,Ciutat Vella,2,el Barri Gòtic,35,1,4
2004-01-01,1,Ciutat Vella,2,el Barri Gòtic,111,1,5
2004-01-01,1,Ciutat Vella,2,el Barri Gòtic,154,1,6
2004-01-01,1,Ciutat Vella,2,el Barri Gòtic,92,1,7
2004-01-01,1,Ciutat Vella,2,el Barri Gòtic,83,1,8
2004-01-01,1,Ciutat Vella,2,el Barri Gòtic,60,1,9
2004-01-01,1,Ciutat Vella,2,el Barri Gòtic,60,1,10
2004-01-01,1,Ciutat Vella,2,el Barri Gòtic,62,1,11
2004-01-01,1,Ciutat Vella,2,el Barri Gòtic,72,1,12
2004-01-01,1,Ciutat Vella,2,el Barri Gòtic,73,1,13
2004-01-01,1,Ciutat Vella,2,el Barri Gòtic,132,1,14
2004-01-01,1,Ciutat Vella,2,el Barri Gòtic,188,1,15
2004-01-01,1,Ciutat Vella,2,el Barri Gòtic,170,1,16
2004-01-01,1,Ciutat Vella,2,el Barri Gòtic,102,1,17
2004-01-01,1,Ciutat Vella,2,el Barri Gòtic,51,1,18
2004-01-01,1,Ciutat Vella,2,el Barri Gòtic,7,1,19
2004-01-01,1,Ciutat Vella,2,el Barri Gòtic,7,2,0
2004-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,1
2004-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,2
