Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,SEXE,EDAT_Q
2019-01-01,1,Ciutat Vella,1,el Raval,..,1,0
2019-01-01,1,Ciutat Vella,1,el Raval,..,1,1
2019-01-01,1,Ciutat Vella,1,el Raval,9,1,3
2019-01-01,1,Ciutat Vella,1,el Raval,98,1,4
2019-01-01,1,Ciutat Vella,1,el Raval,249,1,5
2019-01-01,1,Ciutat Vella,1,el Raval,289,1,6
2019-01-01,1,Ciutat Vella,1,el Raval,236,1,7
2019-01-01,1,Ciutat Vella,1,el Raval,180,1,8
2019-01-01,1,Ciutat Vella,1,el Raval,186,1,9
2019-01-01,1,Ciutat Vella,1,el Raval,155,1,10
2019-01-01,1,Ciutat Vella,1,el Raval,147,1,11
2019-01-01,1,Ciutat Vella,1,el Raval,170,1,12
2019-01-01,1,Ciutat Vella,1,el Raval,159,1,13
2019-01-01,1,Ciutat Vella,1,el Raval,207,1,14
2019-01-01,1,Ciutat Vella,1,el Raval,146,1,15
2019-01-01,1,Ciutat Vella,1,el Raval,231,1,16
2019-01-01,1,Ciutat Vella,1,el Raval,184,1,17
2019-01-01,1,Ciutat Vella,1,el Raval,141,1,18
2019-01-01,1,Ciutat Vella,1,el Raval,26,1,19
2019-01-01,1,Ciutat Vella,1,el Raval,..,1,20
2019-01-01,1,Ciutat Vella,1,el Raval,..,2,0
2019-01-01,1,Ciutat Vella,1,el Raval,..,2,1
2019-01-01,1,Ciutat Vella,1,el Raval,..,2,2
2019-01-01,1,Ciutat Vella,1,el Raval,9,2,3
2019-01-01,1,Ciutat Vella,1,el Raval,97,2,4
2019-01-01,1,Ciutat Vella,1,el Raval,317,2,5
2019-01-01,1,Ciutat Vella,1,el Raval,349,2,6
2019-01-01,1,Ciutat Vella,1,el Raval,384,2,7
2019-01-01,1,Ciutat Vella,1,el Raval,362,2,8
2019-01-01,1,Ciutat Vella,1,el Raval,296,2,9
2019-01-01,1,Ciutat Vella,1,el Raval,256,2,10
2019-01-01,1,Ciutat Vella,1,el Raval,212,2,11
2019-01-01,1,Ciutat Vella,1,el Raval,180,2,12
2019-01-01,1,Ciutat Vella,1,el Raval,154,2,13
2019-01-01,1,Ciutat Vella,1,el Raval,146,2,14
2019-01-01,1,Ciutat Vella,1,el Raval,97,2,15
2019-01-01,1,Ciutat Vella,1,el Raval,108,2,16
2019-01-01,1,Ciutat Vella,1,el Raval,48,2,17
2019-01-01,1,Ciutat Vella,1,el Raval,31,2,18
2019-01-01,1,Ciutat Vella,1,el Raval,..,2,19
2019-01-01,1,Ciutat Vella,1,el Raval,..,2,20
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,2
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,7,1,3
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,50,1,4
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,161,1,5
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,124,1,6
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,129,1,7
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,92,1,8
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,70,1,9
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,58,1,10
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,77,1,11
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,84,1,12
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,77,1,13
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,70,1,14
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,66,1,15
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,65,1,16
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,68,1,17
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,55,1,18
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,20,1,19
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,20
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,1
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,6,2,3
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,46,2,4
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,130,2,5
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,161,2,6
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,129,2,7
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,135,2,8
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,120,2,9
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,105,2,10
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,108,2,11
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,77,2,12
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,71,2,13
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,62,2,14
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,36,2,15
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,22,2,16
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,18,2,17
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,2,18
2019-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,19
2019-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,0
2019-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,2
2019-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,3
2019-01-01,1,Ciutat Vella,3,la Barceloneta,43,1,4
2019-01-01,1,Ciutat Vella,3,la Barceloneta,138,1,5
2019-01-01,1,Ciutat Vella,3,la Barceloneta,161,1,6
2019-01-01,1,Ciutat Vella,3,la Barceloneta,148,1,7
2019-01-01,1,Ciutat Vella,3,la Barceloneta,110,1,8
2019-01-01,1,Ciutat Vella,3,la Barceloneta,71,1,9
2019-01-01,1,Ciutat Vella,3,la Barceloneta,65,1,10
2019-01-01,1,Ciutat Vella,3,la Barceloneta,71,1,11
2019-01-01,1,Ciutat Vella,3,la Barceloneta,86,1,12
2019-01-01,1,Ciutat Vella,3,la Barceloneta,85,1,13
2019-01-01,1,Ciutat Vella,3,la Barceloneta,106,1,14
2019-01-01,1,Ciutat Vella,3,la Barceloneta,106,1,15
2019-01-01,1,Ciutat Vella,3,la Barceloneta,140,1,16
2019-01-01,1,Ciutat Vella,3,la Barceloneta,124,1,17
2019-01-01,1,Ciutat Vella,3,la Barceloneta,57,1,18
2019-01-01,1,Ciutat Vella,3,la Barceloneta,10,1,19
2019-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,20
2019-01-01,1,Ciutat Vella,3,la Barceloneta,..,2,0
2019-01-01,1,Ciutat Vella,3,la Barceloneta,6,2,3
2019-01-01,1,Ciutat Vella,3,la Barceloneta,28,2,4
2019-01-01,1,Ciutat Vella,3,la Barceloneta,123,2,5
2019-01-01,1,Ciutat Vella,3,la Barceloneta,175,2,6
2019-01-01,1,Ciutat Vella,3,la Barceloneta,162,2,7
2019-01-01,1,Ciutat Vella,3,la Barceloneta,141,2,8
2019-01-01,1,Ciutat Vella,3,la Barceloneta,123,2,9
2019-01-01,1,Ciutat Vella,3,la Barceloneta,80,2,10
2019-01-01,1,Ciutat Vella,3,la Barceloneta,76,2,11
2019-01-01,1,Ciutat Vella,3,la Barceloneta,69,2,12
2019-01-01,1,Ciutat Vella,3,la Barceloneta,58,2,13
2019-01-01,1,Ciutat Vella,3,la Barceloneta,48,2,14
2019-01-01,1,Ciutat Vella,3,la Barceloneta,42,2,15
2019-01-01,1,Ciutat Vella,3,la Barceloneta,35,2,16
